,0
0,0.8067924528301884
1,0.17803773584905677
2,0.401132075471698
3,0.39947169811320754
4,0.41924528301886776
5,0.430264150943396
6,0.4373584905660377
7,0.3075471698113207
8,0.8769811320754715
9,0.30566037735849066
10,0.49396226415094335
11,0.3675471698113207
12,0.3724528301886792
13,0.40603773584905667
14,0.47169811320754707
15,0.41169811320754707
16,0.23962264150943394
17,0.3920754716981132
18,0.39924528301886786
19,0.27735849056603773
20,0.47018867924528285
21,0.4464150943396225
22,0.41735849056603763
23,0.40716981132075464
24,0.42132075471698105
25,0.3837735849056605
26,0.47547169811320733
27,0.6169811320754715
28,0.47962264150943384
29,0.37622641509433935
30,0.36150943396226404
31,0.4269811320754716
32,0.31716981132075467
33,0.3218867924528302
34,0.4641509433962262
35,0.2943396226415096
36,0.24792452830188694
37,0.4267924528301885
38,0.4807547169811322
39,0.43547169811320746
40,0.340943396226415
41,0.44264150943396235
42,0.5177358490566034
43,0.4120754716981133
44,0.5516981132075474
45,0.3841509433962264
46,0.3652830188679242
47,0.2673584905660377
48,0.4139622641509433
49,0.4275471698113205
50,0.4637735849056603
51,0.1750943396226415
52,0.6611320754716978
53,0.43811320754716965
54,0.46452830188679256
55,0.5226415094339621
56,0.2515094339622641
57,0.42150943396226404
58,0.4283018867924528
59,0.18943396226415077
60,0.45849056603773564
61,0.4252830188679246
62,0.3554716981132074
63,0.40037735849056594
64,0.48867924528301876
65,0.4781132075471696
66,0.38943396226415106
67,0.17283018867924554
68,0.8113207547169808
69,0.34452830188679234
70,0.40679245283018856
71,0.3788679245283018
72,0.42641509433962255
73,0.41849056603773577
74,0.45320754716981104
75,0.1188679245283021
76,0.5750943396226412
77,0.42415094339622617
78,0.4283018867924527
79,0.36641509433962255
80,0.3573584905660377
81,0.4271698113207546
82,0.3675471698113207
83,0.5154716981132074
84,0.49471698113207524
85,0.4686792452830188
86,0.44490566037735857
87,0.571320754716981
88,0.3545283018867924
89,0.0
90,0.1728301886792453
91,0.3354716981132073
92,0.5656603773584904
93,0.42150943396226404
94,0.24415094339622653
95,0.36132075471698105
96,0.411132075471698
97,0.2701886792452827
98,1.0
99,0.5252830188679246
100,0.3309433962264149
101,0.2332075471698112
102,0.4811320754716982
103,0.45471698113207537
104,0.4541509433962263
105,0.23132075471698121
106,0.5686792452830193
107,0.8056603773584903
108,0.6407547169811318
109,0.36566037735849066
110,0.4524528301886794
111,0.41849056603773577
112,0.4450943396226414
113,0.490943396226415
114,0.4011320754716981
115,0.2218867924528301
116,0.16867924528301906
117,0.4079245283018868
118,0.40754716981132055
119,0.3964150943396226
120,0.27867924528301885
121,0.3090566037735849
122,0.6649056603773584
123,0.4894339622641509
124,0.42113207547169795
125,0.4709433962264149
126,0.4298113207547169
127,0.3930188679245282
128,0.41924528301886776
129,0.3792452830188678
130,0.30301886792452853
131,0.3777358490566037
132,0.38996226415094326
133,0.49924528301886784
134,0.35645283018867924
135,0.4230188679245282
