ID,Traffico,no_existing_chg,centroid_x,centroid_y,Colore
0,0.0,0,-0.21,51.46,lightcyan
1,516.7203679409854,0,-0.20653589838486225,51.466,lightskyblue
2,2583.601839704927,0,-0.21,51.472,lightskyblue
3,772.5270270518342,0,-0.20653589838486225,51.478,lightskyblue
4,2455.6193545924,0,-0.21,51.484,lightskyblue
5,7366.8580637772,0,-0.20653589838486225,51.49,deepskyblue
6,4826.189537992935,0,-0.21,51.496,deepskyblue
7,1885.3919635031832,0,-0.20653589838486225,51.502,lightskyblue
8,683.0514967436236,0,-0.21,51.508,lightskyblue
9,753.2916421976707,0,-0.20653589838486225,51.514,lightskyblue
10,1182.6715955712991,0,-0.21,51.52,lightskyblue
11,1795.0207125841098,0,-0.20653589838486225,51.526,lightskyblue
12,598.3402375280366,0,-0.21,51.532000000000004,lightskyblue
13,607.95535449662,1,-0.20653589838486225,51.538000000000004,lightskyblue
14,1591.6850465282216,0,-0.21,51.544000000000004,lightskyblue
15,1980.0344658091476,0,-0.20653589838486225,51.550000000000004,lightskyblue
16,2038.6229085027412,0,-0.21,51.556000000000004,lightskyblue
17,0.0,0,-0.20307179676972448,51.46,lightcyan
18,190.51755254184354,0,-0.19960769515458673,51.466,lightskyblue
19,643.7725225431951,0,-0.20307179676972448,51.472,lightskyblue
20,1279.0332955542442,0,-0.19960769515458673,51.478,lightskyblue
21,2641.787906272563,0,-0.20307179676972448,51.484,lightskyblue
22,6358.518131723474,0,-0.19960769515458673,51.49,deepskyblue
23,4908.562461091641,0,-0.20307179676972448,51.496,deepskyblue
24,1662.6432113792443,0,-0.19960769515458673,51.502,lightskyblue
25,2579.1067118080746,0,-0.20307179676972448,51.508,lightskyblue
26,345.3907779899845,0,-0.19960769515458673,51.514,lightskyblue
27,152.7660947749741,0,-0.20307179676972448,51.52,lightskyblue
28,4712.42384129278,0,-0.19960769515458673,51.526,deepskyblue
29,1194.2226832991525,0,-0.20307179676972448,51.532000000000004,lightskyblue
30,244.7560987075828,0,-0.19960769515458673,51.538000000000004,lightskyblue
31,2795.0206737755175,0,-0.20307179676972448,51.544000000000004,lightskyblue
32,1509.0519789599996,0,-0.19960769515458673,51.550000000000004,lightskyblue
33,1004.6643435779722,2,-0.20307179676972448,51.556000000000004,lightskyblue
34,1107.6874480235379,0,-0.19614359353944896,51.46,lightskyblue
35,1143.1053152510613,0,-0.19267949192431122,51.466,lightskyblue
36,1569.8170697939784,0,-0.19614359353944896,51.472,lightskyblue
37,6996.763807958565,0,-0.19267949192431122,51.478,deepskyblue
38,846.3179465804608,0,-0.19614359353944896,51.484,lightskyblue
39,7881.455679873731,1,-0.19267949192431122,51.49,deepskyblue
40,6552.145350665475,0,-0.19614359353944896,51.496,deepskyblue
41,5792.438545865347,2,-0.19267949192431122,51.502,deepskyblue
42,4370.766891088742,0,-0.19614359353944896,51.508,deepskyblue
43,1241.4914880754402,0,-0.19267949192431122,51.514,lightskyblue
44,1913.6849026004659,0,-0.19614359353944896,51.52,lightskyblue
45,774.3762710417442,0,-0.19267949192431122,51.526,lightskyblue
46,413.1354472104429,0,-0.19614359353944896,51.532000000000004,lightskyblue
47,4127.662332928519,0,-0.19267949192431122,51.538000000000004,lightskyblue
48,2176.7026284815993,0,-0.19614359353944896,51.544000000000004,lightskyblue
49,2102.5541056937336,0,-0.19267949192431122,51.550000000000004,lightskyblue
50,1270.3025023570253,0,-0.19614359353944896,51.556000000000004,lightskyblue
51,3287.64447684309,1,-0.18921539030917345,51.46,lightskyblue
52,7159.516239339364,0,-0.1857512886940357,51.466,deepskyblue
53,2880.8881672707944,0,-0.18921539030917345,51.472,lightskyblue
54,1985.9436410757767,1,-0.1857512886940357,51.478,lightskyblue
55,1048.1305618159936,0,-0.18921539030917345,51.484,lightskyblue
56,3181.1247513659678,0,-0.1857512886940357,51.49,lightskyblue
57,7430.2960814433245,0,-0.18921539030917345,51.496,deepskyblue
58,3062.409282926113,0,-0.1857512886940357,51.502,lightskyblue
59,2902.4404573678053,0,-0.18921539030917345,51.508,lightskyblue
60,4292.269180025646,1,-0.1857512886940357,51.514,deepskyblue
61,4485.6069316474905,0,-0.18921539030917345,51.52,deepskyblue
62,296.7892545661749,0,-0.1857512886940357,51.526,lightskyblue
63,1507.4932619406454,0,-0.18921539030917345,51.532000000000004,lightskyblue
64,647.8164133872145,0,-0.1857512886940357,51.538000000000004,lightskyblue
65,1727.7691144160883,0,-0.18921539030917345,51.544000000000004,lightskyblue
66,1306.0000435414079,0,-0.1857512886940357,51.550000000000004,lightskyblue
67,2978.655903734368,0,-0.18921539030917345,51.556000000000004,lightskyblue
68,3793.457476444617,0,-0.18228718707889793,51.46,lightskyblue
69,3768.464932533696,0,-0.1788230854637602,51.466,lightskyblue
70,2712.5034910785585,1,-0.18228718707889793,51.472,lightskyblue
71,725.1843620771739,0,-0.1788230854637602,51.478,lightskyblue
72,6058.440761209474,0,-0.18228718707889793,51.484,deepskyblue
73,4877.431548149481,0,-0.1788230854637602,51.49,deepskyblue
