ID,Traffico,no_existing_chg,mixed_use_area_per_cell,centroid_x,centroid_y,Colore
544,0,0,nan,386644,393500,lightcyan
545,0,0,nan,386773.9038105677,393723,lightcyan
546,0,0,nan,386644.0,393946,lightcyan
547,0,0,nan,386773.9038105677,394169,lightcyan
548,0,0,nan,386644.0,394392,lightcyan
549,0,0,nan,386773.9038105677,394615,lightcyan
550,0,0,nan,386644.0,394838,lightcyan
551,806,0,nan,386773.9038105677,395061,lightskyblue
552,0,0,nan,386644.0,395284,lightcyan
553,37815,0,nan,386773.9038105677,395507,deepskyblue
554,8683,0,nan,386644.0,395730,lightskyblue
555,0,0,nan,386773.9038105677,395953,lightcyan
556,0,0,nan,386644.0,396176,lightcyan
557,0,0,nan,386773.9038105677,396399,lightcyan
558,0,0,nan,386644.0,396622,lightcyan
559,0,0,nan,386773.9038105677,396845,lightcyan
560,0,0,nan,386644.0,397068,lightcyan
561,0,0,nan,386773.9038105677,397291,lightcyan
562,0,0,nan,386644.0,397514,lightcyan
563,0,0,nan,386773.9038105677,397737,lightcyan
564,0,0,nan,386644.0,397960,lightcyan
565,0,0,nan,386773.9038105677,398183,lightcyan
566,0,0,nan,386644.0,398406,lightcyan
567,0,2,nan,386773.9038105677,398629,lightcyan
568,0,3,nan,386644.0,398852,lightcyan
569,21332,0,nan,386773.9038105677,399075,deepskyblue
570,0,0,nan,386644.0,399298,lightcyan
571,0,0,nan,386773.9038105677,399521,lightcyan
572,0,0,nan,386644.0,399744,lightcyan
573,0,0,nan,386773.9038105677,399967,lightcyan
574,0,0,nan,386644.0,400190,lightcyan
575,0,0,nan,386773.9038105677,400413,lightcyan
576,0,0,nan,386644.0,400636,lightcyan
577,0,0,nan,386773.9038105677,400859,lightcyan
578,0,0,nan,386903,393500,lightcyan
579,0,0,nan,387032.9038105677,393723,lightcyan
580,0,0,16073.785,386903.0,393946,lightcyan
581,8666,0,nan,387032.9038105677,394169,lightskyblue
582,0,0,14052.245,386903.0,394392,lightcyan
583,0,0,nan,387032.9038105677,394615,lightcyan
584,0,0,80131.741,386903.0,394838,lightcyan
585,9905,0,nan,387032.9038105677,395061,lightskyblue
586,0,0,113869.94099999999,386903.0,395284,lightcyan
587,0,0,nan,387032.9038105677,395507,lightcyan
588,0,0,nan,386903.0,395730,lightcyan
589,15659,0,63.387,387032.9038105677,395953,deepskyblue
590,0,0,nan,386903.0,396176,lightcyan
591,0,0,0.0,387032.9038105677,396399,lightcyan
592,14376,0,nan,386903.0,396622,lightskyblue
593,0,1,3152.368,387032.9038105677,396845,lightcyan
594,0,1,nan,386903.0,397068,lightcyan
595,0,0,nan,387032.9038105677,397291,lightcyan
596,0,0,7228.960999999999,386903.0,397514,lightcyan
597,0,0,nan,387032.9038105677,397737,lightcyan
598,0,0,0.0,386903.0,397960,lightcyan
599,0,0,nan,387032.9038105677,398183,lightcyan
600,0,0,0.0,386903.0,398406,lightcyan
601,0,0,nan,387032.9038105677,398629,lightcyan
602,0,0,0.0,386903.0,398852,lightcyan
603,0,0,nan,387032.9038105677,399075,lightcyan
604,0,0,0.0,386903.0,399298,lightcyan
605,0,0,nan,387032.9038105677,399521,lightcyan
606,0,0,nan,386903.0,399744,lightcyan
607,0,0,0.0,387032.9038105677,399967,lightcyan
608,2502,0,nan,386903.0,400190,lightskyblue
609,0,0,0.0,387032.9038105677,400413,lightcyan
610,0,0,nan,386903.0,400636,lightcyan
611,0,0,14511.514,387032.9038105677,400859,lightcyan
612,0,0,nan,387162,393500,lightcyan
613,0,0,nan,387291.9038105677,393723,lightcyan
614,0,0,nan,387162.0,393946,lightcyan
615,0,0,nan,387291.9038105677,394169,lightcyan
616,0,0,nan,387162.0,394392,lightcyan
617,0,0,nan,387291.9038105677,394615,lightcyan
618,0,0,nan,387162.0,394838,lightcyan
619,0,0,nan,387291.9038105677,395061,lightcyan
620,0,0,nan,387162.0,395284,lightcyan
621,0,0,nan,387291.9038105677,395507,lightcyan
622,0,0,nan,387162.0,395730,lightcyan
623,0,0,nan,387291.9038105677,395953,lightcyan
624,0,0,nan,387162.0,396176,lightcyan
625,0,0,nan,387291.9038105677,396399,lightcyan
626,0,0,nan,387162.0,396622,lightcyan
627,0,0,nan,387291.9038105677,396845,lightcyan
628,21902,0,nan,387162.0,397068,deepskyblue
629,0,0,nan,387291.9038105677,397291,lightcyan
630,0,0,nan,387162.0,397514,lightcyan
631,0,0,nan,387291.9038105677,397737,lightcyan
632,24091,0,nan,387162.0,397960,deepskyblue
633,0,0,nan,387291.9038105677,398183,lightcyan
634,0,0,nan,387162.0,398406,lightcyan
635,0,0,nan,387291.9038105677,398629,lightcyan
636,0,1,nan,387162.0,398852,lightcyan
637,0,0,nan,387291.9038105677,399075,lightcyan
638,0,0,nan,387162.0,399298,lightcyan
639,0,0,nan,387291.9038105677,399521,lightcyan
640,0,0,nan,387162.0,399744,lightcyan
641,6068,0,nan,387291.9038105677,399967,lightskyblue
642,0,0,nan,387162.0,400190,lightcyan
643,0,0,nan,387291.9038105677,400413,lightcyan
644,0,0,nan,387162.0,400636,lightcyan
645,0,0,nan,387291.9038105677,400859,lightcyan
646,0,0,nan,387421,393500,lightcyan
647,0,0,nan,387550.9038105677,393723,lightcyan
648,18975,0,44748.246,387421.0,393946,deepskyblue
649,0,0,nan,387550.9038105677,394169,lightcyan
650,0,0,78175.211,387421.0,394392,lightcyan
651,0,0,nan,387550.9038105677,394615,lightcyan
652,0,0,101340.353,387421.0,394838,lightcyan
653,0,0,nan,387550.9038105677,395061,lightcyan
654,0,0,114233.604,387421.0,395284,lightcyan
655,0,0,nan,387550.9038105677,395507,lightcyan
656,0,0,nan,387421.0,395730,lightcyan
657,0,0,775.0889999999999,387550.9038105677,395953,lightcyan
658,0,0,nan,387421.0,396176,lightcyan
659,0,0,18692.873,387550.9038105677,396399,lightcyan
660,0,0,nan,387421.0,396622,lightcyan
661,0,0,9672.203000000001,387550.9038105677,396845,lightcyan
662,0,0,nan,387421.0,397068,lightcyan
663,0,0,nan,387550.9038105677,397291,lightcyan
664,0,0,784.945,387421.0,397514,lightcyan
665,0,0,nan,387550.9038105677,397737,lightcyan
666,0,0,14411.435,387421.0,397960,lightcyan
667,0,0,nan,387550.9038105677,398183,lightcyan
668,0,0,1965.715,387421.0,398406,lightcyan
669,0,0,nan,387550.9038105677,398629,lightcyan
670,0,2,14049.032,387421.0,398852,lightcyan
671,0,0,nan,387550.9038105677,399075,lightcyan
672,0,0,0.0,387421.0,399298,lightcyan
673,0,0,nan,387550.9038105677,399521,lightcyan
674,0,0,0.0,387421.0,399744,lightcyan
675,0,0,nan,387550.9038105677,399967,lightcyan
676,0,0,nan,387421.0,400190,lightcyan
677,0,0,0.0,387550.9038105677,400413,lightcyan
678,0,0,nan,387421.0,400636,lightcyan
679,0,0,0.0,387550.9038105677,400859,lightcyan
680,0,0,nan,387680,393500,lightcyan
681,0,0,nan,387809.9038105677,393723,lightcyan
682,0,0,nan,387680.0,393946,lightcyan
683,0,0,nan,387809.9038105677,394169,lightcyan
684,0,0,nan,387680.0,394392,lightcyan
685,0,0,nan,387809.9038105677,394615,lightcyan
686,0,0,nan,387680.0,394838,lightcyan
687,0,0,nan,387809.9038105677,395061,lightcyan
688,0,0,nan,387680.0,395284,lightcyan
689,0,0,nan,387809.9038105677,395507,lightcyan
690,0,0,nan,387680.0,395730,lightcyan
691,0,0,6194.899,387809.9038105677,395953,lightcyan
692,0,0,nan,387680.0,396176,lightcyan
693,18827,0,0.0,387809.9038105677,396399,deepskyblue
694,0,0,nan,387680.0,396622,lightcyan
695,0,0,0.0,387809.9038105677,396845,lightcyan
696,0,0,nan,387680.0,397068,lightcyan
697,0,0,nan,387809.9038105677,397291,lightcyan
698,0,0,nan,387680.0,397514,lightcyan
699,0,0,nan,387809.9038105677,397737,lightcyan
700,0,0,nan,387680.0,397960,lightcyan
701,5842,0,nan,387809.9038105677,398183,lightskyblue
702,0,0,nan,387680.0,398406,lightcyan
703,364,0,nan,387809.9038105677,398629,lightskyblue
704,0,0,nan,387680.0,398852,lightcyan
705,0,0,nan,387809.9038105677,399075,lightcyan
706,0,0,nan,387680.0,399298,lightcyan
707,0,0,nan,387809.9038105677,399521,lightcyan
708,0,0,nan,387680.0,399744,lightcyan
709,0,0,nan,387809.9038105677,399967,lightcyan
710,0,0,nan,387680.0,400190,lightcyan
711,0,0,13217.091999999999,387809.9038105677,400413,lightcyan
712,0,0,nan,387680.0,400636,lightcyan
713,0,0,0.0,387809.9038105677,400859,lightcyan
714,0,0,nan,387939,393500,lightcyan
715,0,0,nan,388068.9038105677,393723,lightcyan
716,0,0,73052.774,387939.0,393946,lightcyan
717,0,0,nan,388068.9038105677,394169,lightcyan
718,0,0,69938.75099999999,387939.0,394392,lightcyan
719,0,0,nan,388068.9038105677,394615,lightcyan
720,0,0,43079.98,387939.0,394838,lightcyan
721,0,0,nan,388068.9038105677,395061,lightcyan
722,0,0,8347.616,387939.0,395284,lightcyan
723,0,0,nan,388068.9038105677,395507,lightcyan
724,0,0,nan,387939.0,395730,lightcyan
725,0,0,nan,388068.9038105677,395953,lightcyan
726,0,0,nan,387939.0,396176,lightcyan
727,0,0,nan,388068.9038105677,396399,lightcyan
728,0,0,nan,387939.0,396622,lightcyan
729,0,0,nan,388068.9038105677,396845,lightcyan
730,0,0,nan,387939.0,397068,lightcyan
731,0,0,nan,388068.9038105677,397291,lightcyan
732,0,0,3351.3979999999997,387939.0,397514,lightcyan
733,0,0,nan,388068.9038105677,397737,lightcyan
734,0,0,0.0,387939.0,397960,lightcyan
735,0,0,nan,388068.9038105677,398183,lightcyan
736,8430,0,2246.562,387939.0,398406,lightskyblue
737,0,0,nan,388068.9038105677,398629,lightcyan
738,0,0,16539.416,387939.0,398852,lightcyan
739,0,0,nan,388068.9038105677,399075,lightcyan
740,0,0,0.0,387939.0,399298,lightcyan
741,0,0,nan,388068.9038105677,399521,lightcyan
742,0,0,0.0,387939.0,399744,lightcyan
743,0,0,nan,388068.9038105677,399967,lightcyan
744,0,0,nan,387939.0,400190,lightcyan
745,0,0,nan,388068.9038105677,400413,lightcyan
746,0,0,nan,387939.0,400636,lightcyan
747,0,0,nan,388068.9038105677,400859,lightcyan
748,0,0,nan,388198,393500,lightcyan
749,0,0,nan,388327.9038105677,393723,lightcyan
750,0,0,nan,388198.0,393946,lightcyan
751,0,0,nan,388327.9038105677,394169,lightcyan
752,0,0,nan,388198.0,394392,lightcyan
753,0,0,nan,388327.9038105677,394615,lightcyan
754,0,0,nan,388198.0,394838,lightcyan
755,0,0,nan,388327.9038105677,395061,lightcyan
756,0,0,nan,388198.0,395284,lightcyan
757,971,0,nan,388327.9038105677,395507,lightskyblue
758,0,0,nan,388198.0,395730,lightcyan
759,0,0,75264.363,388327.9038105677,395953,lightcyan
760,0,2,nan,388198.0,396176,lightcyan
761,0,0,5981.215999999999,388327.9038105677,396399,lightcyan
762,0,0,nan,388198.0,396622,lightcyan
763,0,0,13504.487,388327.9038105677,396845,lightcyan
764,0,0,nan,388198.0,397068,lightcyan
765,0,0,nan,388327.9038105677,397291,lightcyan
766,0,0,nan,388198.0,397514,lightcyan
767,0,0,nan,388327.9038105677,397737,lightcyan
768,0,0,nan,388198.0,397960,lightcyan
769,0,0,nan,388327.9038105677,398183,lightcyan
770,0,0,nan,388198.0,398406,lightcyan
771,0,0,nan,388327.9038105677,398629,lightcyan
772,0,0,nan,388198.0,398852,lightcyan
773,0,0,nan,388327.9038105677,399075,lightcyan
774,0,0,nan,388198.0,399298,lightcyan
775,0,0,nan,388327.9038105677,399521,lightcyan
776,2033,0,nan,388198.0,399744,lightskyblue
777,0,0,3688.566,388327.9038105677,399967,lightcyan
778,631,0,nan,388198.0,400190,lightskyblue
779,0,0,40339.791,388327.9038105677,400413,lightcyan
780,6005,0,nan,388198.0,400636,lightskyblue
781,0,0,0.0,388327.9038105677,400859,lightcyan
782,0,0,nan,388457,393500,lightcyan
783,0,0,nan,388586.9038105677,393723,lightcyan
784,0,0,0.0,388457.0,393946,lightcyan
785,0,0,nan,388586.9038105677,394169,lightcyan
786,0,0,17723.194,388457.0,394392,lightcyan
787,0,0,nan,388586.9038105677,394615,lightcyan
788,0,0,0.0,388457.0,394838,lightcyan
789,0,0,nan,388586.9038105677,395061,lightcyan
790,0,0,6588.621,388457.0,395284,lightcyan
791,0,0,nan,388586.9038105677,395507,lightcyan
792,0,0,nan,388457.0,395730,lightcyan
793,0,0,nan,388586.9038105677,395953,lightcyan
794,0,0,nan,388457.0,396176,lightcyan
795,0,0,nan,388586.9038105677,396399,lightcyan
796,0,0,nan,388457.0,396622,lightcyan
797,0,0,nan,388586.9038105677,396845,lightcyan
798,0,0,nan,388457.0,397068,lightcyan
799,0,0,nan,388586.9038105677,397291,lightcyan
800,0,0,46684.028,388457.0,397514,lightcyan
801,0,0,nan,388586.9038105677,397737,lightcyan
802,0,0,6671.153,388457.0,397960,lightcyan
803,0,0,nan,388586.9038105677,398183,lightcyan
804,0,0,23309.53,388457.0,398406,lightcyan
805,0,0,nan,388586.9038105677,398629,lightcyan
806,0,0,33640.253,388457.0,398852,lightcyan
807,0,0,nan,388586.9038105677,399075,lightcyan
808,0,0,0.0,388457.0,399298,lightcyan
809,0,0,nan,388586.9038105677,399521,lightcyan
810,0,0,nan,388457.0,399744,lightcyan
811,0,0,nan,388586.9038105677,399967,lightcyan
812,0,0,nan,388457.0,400190,lightcyan
813,0,0,nan,388586.9038105677,400413,lightcyan
814,0,0,nan,388457.0,400636,lightcyan
815,0,0,nan,388586.9038105677,400859,lightcyan
816,0,0,nan,388716,393500,lightcyan
817,0,0,nan,388845.9038105677,393723,lightcyan
818,0,0,nan,388716.0,393946,lightcyan
819,0,0,nan,388845.9038105677,394169,lightcyan
820,0,0,nan,388716.0,394392,lightcyan
821,0,0,nan,388845.9038105677,394615,lightcyan
822,0,0,nan,388716.0,394838,lightcyan
823,0,0,nan,388845.9038105677,395061,lightcyan
824,0,0,nan,388716.0,395284,lightcyan
825,0,0,nan,388845.9038105677,395507,lightcyan
826,0,0,nan,388716.0,395730,lightcyan
827,0,0,8204.327,388845.9038105677,395953,lightcyan
828,6736,2,nan,388716.0,396176,lightskyblue
829,0,0,105490.538,388845.9038105677,396399,lightcyan
830,0,0,nan,388716.0,396622,lightcyan
831,0,0,24456.439,388845.9038105677,396845,lightcyan
832,0,0,nan,388716.0,397068,lightcyan
833,0,0,44180.707,388845.9038105677,397291,lightcyan
834,0,0,nan,388716.0,397514,lightcyan
835,0,0,nan,388845.9038105677,397737,lightcyan
836,0,0,nan,388716.0,397960,lightcyan
837,0,0,nan,388845.9038105677,398183,lightcyan
838,0,0,nan,388716.0,398406,lightcyan
839,0,0,nan,388845.9038105677,398629,lightcyan
840,0,0,nan,388716.0,398852,lightcyan
841,0,0,nan,388845.9038105677,399075,lightcyan
842,0,0,nan,388716.0,399298,lightcyan
843,0,0,nan,388845.9038105677,399521,lightcyan
844,0,0,nan,388716.0,399744,lightcyan
845,0,0,0.0,388845.9038105677,399967,lightcyan
846,0,0,nan,388716.0,400190,lightcyan
847,0,0,0.0,388845.9038105677,400413,lightcyan
848,0,0,nan,388716.0,400636,lightcyan
849,0,0,0.0,388845.9038105677,400859,lightcyan
850,0,0,nan,388975,393500,lightcyan
851,0,0,nan,389104.9038105677,393723,lightcyan
852,0,0,0.0,388975.0,393946,lightcyan
853,0,0,nan,389104.9038105677,394169,lightcyan
854,0,0,0.0,388975.0,394392,lightcyan
855,0,0,nan,389104.9038105677,394615,lightcyan
856,0,0,0.0,388975.0,394838,lightcyan
857,0,0,nan,389104.9038105677,395061,lightcyan
858,0,0,0.0,388975.0,395284,lightcyan
859,0,0,nan,389104.9038105677,395507,lightcyan
860,0,0,nan,388975.0,395730,lightcyan
861,0,0,nan,389104.9038105677,395953,lightcyan
862,0,0,nan,388975.0,396176,lightcyan
863,0,0,nan,389104.9038105677,396399,lightcyan
864,0,0,nan,388975.0,396622,lightcyan
865,0,0,nan,389104.9038105677,396845,lightcyan
866,0,0,nan,388975.0,397068,lightcyan
867,0,0,nan,389104.9038105677,397291,lightcyan
868,0,2,nan,388975.0,397514,lightcyan
869,0,0,nan,389104.9038105677,397737,lightcyan
870,0,0,24078.637000000002,388975.0,397960,lightcyan
871,0,0,nan,389104.9038105677,398183,lightcyan
872,0,0,8641.221,388975.0,398406,lightcyan
873,0,0,nan,389104.9038105677,398629,lightcyan
874,0,0,30011.808999999997,388975.0,398852,lightcyan
875,0,0,nan,389104.9038105677,399075,lightcyan
876,0,0,0.0,388975.0,399298,lightcyan
877,0,0,nan,389104.9038105677,399521,lightcyan
878,0,0,nan,388975.0,399744,lightcyan
879,4782,0,nan,389104.9038105677,399967,lightskyblue
880,0,0,nan,388975.0,400190,lightcyan
881,0,0,nan,389104.9038105677,400413,lightcyan
882,0,0,nan,388975.0,400636,lightcyan
883,0,0,nan,389104.9038105677,400859,lightcyan
884,0,0,nan,389234,393500,lightcyan
885,0,0,nan,389363.9038105677,393723,lightcyan
886,0,0,nan,389234.0,393946,lightcyan
887,0,0,nan,389363.9038105677,394169,lightcyan
888,0,0,nan,389234.0,394392,lightcyan
889,0,0,nan,389363.9038105677,394615,lightcyan
890,0,0,nan,389234.0,394838,lightcyan
891,0,0,nan,389363.9038105677,395061,lightcyan
892,0,0,nan,389234.0,395284,lightcyan
893,0,0,nan,389363.9038105677,395507,lightcyan
894,0,0,nan,389234.0,395730,lightcyan
895,0,0,7806.2,389363.9038105677,395953,lightcyan
896,0,0,nan,389234.0,396176,lightcyan
897,0,0,4913.094,389363.9038105677,396399,lightcyan
898,0,0,nan,389234.0,396622,lightcyan
899,0,0,120238.954,389363.9038105677,396845,lightcyan
900,0,0,nan,389234.0,397068,lightcyan
901,0,0,95823.274,389363.9038105677,397291,lightcyan
902,0,0,nan,389234.0,397514,lightcyan
903,0,0,nan,389363.9038105677,397737,lightcyan
904,0,0,nan,389234.0,397960,lightcyan
905,0,0,nan,389363.9038105677,398183,lightcyan
906,0,0,nan,389234.0,398406,lightcyan
907,0,0,nan,389363.9038105677,398629,lightcyan
908,0,0,nan,389234.0,398852,lightcyan
909,0,0,nan,389363.9038105677,399075,lightcyan
910,0,0,nan,389234.0,399298,lightcyan
911,0,0,nan,389363.9038105677,399521,lightcyan
912,0,0,nan,389234.0,399744,lightcyan
913,0,0,1100.875,389363.9038105677,399967,lightcyan
914,0,0,nan,389234.0,400190,lightcyan
915,0,0,0.0,389363.9038105677,400413,lightcyan
916,0,0,nan,389234.0,400636,lightcyan
917,0,0,0.0,389363.9038105677,400859,lightcyan
918,0,0,nan,389493,393500,lightcyan
919,0,0,nan,389622.9038105677,393723,lightcyan
920,0,0,1015.931,389493.0,393946,lightcyan
921,0,0,nan,389622.9038105677,394169,lightcyan
922,0,0,493.47900000000004,389493.0,394392,lightcyan
923,0,0,nan,389622.9038105677,394615,lightcyan
924,0,0,31175.82,389493.0,394838,lightcyan
925,0,0,nan,389622.9038105677,395061,lightcyan
926,0,0,69895.19900000001,389493.0,395284,lightcyan
927,0,0,nan,389622.9038105677,395507,lightcyan
928,0,0,nan,389493.0,395730,lightcyan
929,0,0,nan,389622.9038105677,395953,lightcyan
930,0,0,nan,389493.0,396176,lightcyan
931,0,0,nan,389622.9038105677,396399,lightcyan
932,0,0,nan,389493.0,396622,lightcyan
933,0,0,nan,389622.9038105677,396845,lightcyan
934,0,0,nan,389493.0,397068,lightcyan
935,0,0,nan,389622.9038105677,397291,lightcyan
936,0,0,nan,389493.0,397514,lightcyan
937,0,0,nan,389622.9038105677,397737,lightcyan
938,0,0,658.387,389493.0,397960,lightcyan
939,0,0,nan,389622.9038105677,398183,lightcyan
940,0,0,0.0,389493.0,398406,lightcyan
941,0,0,nan,389622.9038105677,398629,lightcyan
942,0,0,0.0,389493.0,398852,lightcyan
943,0,0,nan,389622.9038105677,399075,lightcyan
944,0,0,0.0,389493.0,399298,lightcyan
945,0,0,nan,389622.9038105677,399521,lightcyan
946,0,0,nan,389493.0,399744,lightcyan
947,0,0,nan,389622.9038105677,399967,lightcyan
948,0,0,nan,389493.0,400190,lightcyan
949,0,0,nan,389622.9038105677,400413,lightcyan
950,0,0,nan,389493.0,400636,lightcyan
951,0,0,nan,389622.9038105677,400859,lightcyan
