,longitude,latitude
9761,-2.2138414,53.4605927
192,-2.2154111,53.4621576
13248,-2.211227,53.46238
13244,-2.216341,53.462542
417,-2.2146396,53.4626887
412,-2.212224,53.4639585
415,-2.216363,53.4643374
420,-2.2205217,53.4644128
3294,-2.2120852,53.4644291
416,-2.2179443,53.4646318
6756,-2.2254737,53.4599977
5872,-2.221701,53.4606342
373,-2.222285,53.4613152
13382,-2.223979,53.4624076
443,-2.2239107,53.4626065
1832,-2.2261363,53.4641212
3680,-2.2230527,53.464474
13253,-2.222521,53.464607
421,-2.2225876,53.4662924
5958,-2.2220242,53.4685735
13485,-2.2150818,53.4654422
1732,-2.2154571,53.4655089
1733,-2.2154571,53.4655089
2966,-2.2157821,53.4655437
3681,-2.2182595,53.4655447
408,-2.2159741,53.4657419
422,-2.2214034,53.4657931
407,-2.216009,53.4658542
423,-2.2176046,53.4660391
9763,-2.2186376,53.4671532
410,-2.2081465,53.4647157
411,-2.2081957,53.4647252
3293,-2.2089148,53.4650966
3992,-2.1932232,53.4656468
10829,-2.1964976,53.4656505
409,-2.2088444,53.4666765
434,-2.2043504,53.4669187
11491,-2.202225,53.4681141
11489,-2.2022345,53.4681216
11487,-2.20183,53.4681243
11485,-2.2018878,53.4683211
11488,-2.202431,53.4684024
11484,-2.202436,53.4684333
433,-2.1964292,53.4686781
7438,-2.1909804,53.4687525
11486,-2.202489,53.4687927
11492,-2.2025103,53.4688416
11481,-2.2028518,53.4690382
11482,-2.2030352,53.469116
11490,-2.202644,53.4693271
9762,-2.2186573,53.4671571
405,-2.2184671,53.4672315
7616,-2.2189133,53.4672804
10828,-2.2159131,53.4687315
5271,-2.2126392,53.471048
6330,-2.213455,53.4712284
6329,-2.2135186,53.4712538
13250,-2.215647,53.471395
5476,-2.2168261,53.4728094
13696,-2.2184378,53.4736109
12209,-2.2354123,53.4679473
7630,-2.2355844,53.4681398
6417,-2.2371215,53.4687677
4033,-2.2358515,53.4689579
13092,-2.236341,53.469023
1775,-2.2366555,53.4699093
1773,-2.2366947,53.469953
11311,-2.2377148,53.4701195
33,-2.2368846,53.4701576
887,-2.2365417,53.4702657
12146,-2.2342668,53.4690181
12148,-2.2349132,53.4690587
12145,-2.2344735,53.4692265
12144,-2.2343218,53.4693024
11524,-2.2340411,53.4693817
12149,-2.2328146,53.4696217
12150,-2.2330384,53.4698071
12152,-2.2333312,53.4698323
12151,-2.2333539,53.4700248
11523,-2.2342268,53.4700581
2470,-2.2364261,53.4703059
1430,-2.2362025,53.4703708
2315,-2.2370935,53.4703959
12367,-2.2371418,53.4704514
121,-2.2364887,53.4705235
2318,-2.2372396,53.4705601
12153,-2.2353647,53.4705834
13103,-2.237661,53.470612
12366,-2.2373091,53.4706241
2474,-2.2364414,53.470633
12180,-2.2360798,53.4706457
12202,-2.2373342,53.4706653
104,-2.2359568,53.4706825
8289,-2.2361371,53.4707126
4150,-2.2375086,53.4707464
12365,-2.2374324,53.4707567
1206,-2.2361206,53.4707939
12201,-2.2374646,53.470809
13215,-2.235363,53.470822
12364,-2.2375141,53.4708649
12179,-2.2348546,53.4710405
12178,-2.2346674,53.4710937
4702,-2.2347504,53.4710947
3523,-2.232177,53.471854
13132,-2.233665,53.473717
3534,-2.2347702,53.4741441
2309,-2.2346735,53.4742831
10805,-2.2331049,53.4744939
8288,-2.2329739,53.4744943
1397,-2.2350772,53.4747437
12745,-2.2240804,53.4743658
12770,-2.225478,53.4743971
12736,-2.2264237,53.4743989
12740,-2.2249049,53.4744084
12741,-2.224809,53.4744084
12742,-2.2246186,53.4744098
12771,-2.22543,53.4744182
12737,-2.226473,53.4744239
12735,-2.226512,53.4744471
12769,-2.2259759,53.4745033
10827,-2.2292785,53.4727766
10826,-2.2298378,53.4732441
8586,-2.2291767,53.4739922
10825,-2.2300977,53.4745858
2221,-2.2312166,53.4746046
13087,-2.231197,53.475792
8292,-2.2274529,53.4760324
10810,-2.2312253,53.476277
10814,-2.2293576,53.4763648
10813,-2.2294223,53.4763803
12748,-2.2247795,53.4745656
12768,-2.2261264,53.4746932
12777,-2.2256854,53.4747587
12734,-2.2271416,53.4747659
12780,-2.2271557,53.4747702
12776,-2.2256675,53.4747703
12788,-2.227353,53.4747779
12791,-2.2270036,53.4747871
12733,-2.2274148,53.4748007
12775,-2.2256171,53.4748285
12766,-2.2264068,53.4748377
12790,-2.2272822,53.4748413
12789,-2.2272863,53.4748414
12767,-2.226426,53.4748482
12759,-2.2244734,53.4748711
12756,-2.2237315,53.4748885
12774,-2.2255698,53.4748963
12758,-2.2240263,53.4749085
12773,-2.2255568,53.4749147
12765,-2.2266637,53.4749247
12750,-2.225361,53.4749257
12757,-2.2240232,53.474926
12749,-2.2253189,53.4749454
12751,-2.2253152,53.4749633
12760,-2.2246632,53.4750089
12778,-2.226864,53.4750193
12781,-2.2271046,53.4750399
12779,-2.2268349,53.4750412
12764,-2.2264902,53.4750436
12763,-2.2265458,53.4750491
1396,-2.2395825,53.4726592
2325,-2.239635,53.4727166
2953,-2.2396833,53.4727694
4154,-2.2397266,53.4728166
12204,-2.2397575,53.4728504
2321,-2.2397942,53.4728905
13405,-2.2393128,53.4729186
2322,-2.2398493,53.4729506
2323,-2.2398493,53.4729506
2319,-2.2398965,53.4730022
3641,-2.24066,53.472288
8198,-2.2405275,53.4723322
4131,-2.2403471,53.4723732
3620,-2.2411273,53.4728399
3491,-2.2409884,53.4728844
5413,-2.2405719,53.473018
3153,-2.2418378,53.473024
3490,-2.2404764,53.4730486
839,-2.2415745,53.4735173
724,-2.2411469,53.4735632
10663,-2.2377599,53.4717278
10670,-2.2375805,53.4717438
10662,-2.2377933,53.4717815
10671,-2.2376127,53.4718025
2031,-2.2373184,53.474076
507,-2.236901,53.4740832
13090,-2.237044,53.474106
12139,-2.2378191,53.4741168
35,-2.23742,53.4742484
4709,-2.2377287,53.4746169
11039,-2.2399504,53.473061
12550,-2.2389931,53.4730925
12205,-2.2400116,53.4731279
8162,-2.2401354,53.473162
3209,-2.2399485,53.4731623
2029,-2.2401598,53.4733248
2637,-2.2402184,53.4733925
12137,-2.2391181,53.4734786
8163,-2.2398425,53.4735128
12207,-2.2398728,53.4735447
5156,-2.2463969,53.4736536
4339,-2.244651,53.4738553
5037,-2.2447754,53.4738595
199,-2.2449043,53.4738617
4342,-2.2438645,53.4740607
8543,-2.243739,53.4740781
8544,-2.2448438,53.4740968
4344,-2.2436541,53.4741019
8545,-2.2456103,53.4741268
11019,-2.2458058,53.4741277
34,-2.2404225,53.473628
5158,-2.2421279,53.4739016
8744,-2.2430104,53.4740729
2326,-2.2416848,53.4740766
838,-2.2408308,53.4740813
4337,-2.2428328,53.4741264
10651,-2.2404333,53.4741289
10650,-2.241966,53.4741351
10652,-2.241966,53.4741351
4336,-2.2426234,53.474191
3634,-2.2399808,53.4736579
2324,-2.240021,53.4737001
12136,-2.2391989,53.4737017
12138,-2.2384419,53.4737186
2030,-2.2383845,53.4739379
10482,-2.2381584,53.4740106
4152,-2.2378616,53.4749719
2032,-2.2381219,53.4755098
10633,-2.2387832,53.4755173
10636,-2.2386038,53.4755738
3281,-2.2409866,53.4742576
3546,-2.2413355,53.4742595
5141,-2.2415626,53.4742809
4338,-2.242702,53.474333
5038,-2.2425346,53.4743897
599,-2.2413858,53.4745312
4032,-2.2407914,53.4746088
3280,-2.2415593,53.4747184
4885,-2.2415363,53.4747954
600,-2.2413862,53.4751856
4343,-2.2434484,53.474164
4345,-2.2433139,53.4742077
5335,-2.2458024,53.4744353
5334,-2.2458809,53.4744361
5333,-2.2459506,53.4744389
5133,-2.2436787,53.4755844
13775,-2.2451605,53.4755902
12257,-2.2450194,53.4758171
7176,-2.243426,53.4758285
12505,-2.2449874,53.4761863
4886,-2.2414163,53.4752209
12402,-2.2415242,53.4753385
12401,-2.2415771,53.4753974
12400,-2.2416009,53.475427
13077,-2.242257,53.475543
2698,-2.2422677,53.4755731
8770,-2.2417466,53.4755813
4887,-2.2417669,53.4756114
8528,-2.2423335,53.4756888
4888,-2.2418362,53.4756928
390,-2.2256558,53.4689847
13247,-2.225237,53.46917
419,-2.2216089,53.4692986
13850,-2.2234966,53.4712614
13852,-2.2244021,53.4713482
13851,-2.2238427,53.4713956
13843,-2.2254492,53.471709
13853,-2.2247871,53.4717393
13847,-2.2244096,53.4718221
13848,-2.2243494,53.4718984
13846,-2.2261383,53.4719398
13844,-2.2254525,53.4719569
13849,-2.2263908,53.4719583
13845,-2.2259243,53.4721637
12738,-2.2257666,53.4742481
12739,-2.2253983,53.4743136
12743,-2.2246452,53.4743593
12746,-2.223723,53.4743627
12744,-2.224371,53.474363
12747,-2.2236604,53.4743642
11483,-2.2028509,53.4693961
11480,-2.202774,53.4694508
10818,-2.1946809,53.4740688
10082,-2.1996142,53.474283
10081,-2.1997086,53.4742952
13311,-2.2081717,53.4749475
13312,-2.208503,53.4749635
254,-2.2089251,53.4750481
378,-2.194418,53.4756955
13277,-2.1923237,53.4772799
12772,-2.2255405,53.4750533
12755,-2.2250532,53.475073
12754,-2.2252367,53.4750903
12752,-2.2254642,53.4750966
12753,-2.2254281,53.4750966
12762,-2.2264242,53.4751234
12761,-2.2259641,53.4751357
5419,-2.2218865,53.4751998
8291,-2.2220412,53.4754532
8290,-2.2222149,53.4754711
4980,-2.2182511,53.4736493
9949,-2.2123773,53.4748677
10817,-2.2198103,53.475368
1468,-2.2128834,53.4763673
5338,-2.2205157,53.4776618
8758,-2.2212846,53.4797209
10573,-2.2212632,53.4798028
7399,-2.2153541,53.4809629
7158,-2.2208184,53.4813422
12793,-2.2212693,53.4815297
5477,-2.2229197,53.4756619
8267,-2.2264549,53.4770076
13278,-2.2216943,53.4774069
10721,-2.2218303,53.4780489
5339,-2.2221093,53.478208
394,-2.226537,53.4786761
3839,-2.2220188,53.4794026
9625,-2.2225721,53.4794214
455,-2.2258144,53.4795022
12135,-2.2268339,53.4798214
10516,-2.1845964,53.4737417
10782,-2.1879495,53.4738693
512,-2.1875944,53.4739267
510,-2.1897433,53.4746071
1469,-2.181513,53.4748157
509,-2.1893192,53.4761989
508,-2.1894909,53.4771695
1742,-2.1762076,53.478934
7808,-2.1879425,53.48317
230,-2.1877745,53.4833865
13302,-2.2056552,53.4779203
11280,-2.1969974,53.4792585
13377,-2.1971281,53.4793228
13372,-2.2007096,53.4797972
13376,-2.1982876,53.4808111
2463,-2.1972836,53.4809039
13375,-2.2010382,53.4815474
12187,-2.1961639,53.4815797
12185,-2.1961269,53.4815962
12186,-2.1961657,53.4816059
3677,-2.2234924,53.4802387
760,-2.2227612,53.4803381
3816,-2.223659,53.480359
11422,-2.2216571,53.4807328
759,-2.2216156,53.4807404
13140,-2.22422,53.481004
8255,-2.2261655,53.4810528
8256,-2.2259875,53.481139
4126,-2.2270554,53.4813159
11441,-2.2215121,53.4816622
11442,-2.2216023,53.4817254
11443,-2.2217196,53.4818125
11444,-2.222286,53.4819712
11445,-2.2222349,53.4819974
7836,-2.2226294,53.4820029
11446,-2.2221557,53.4820255
11447,-2.2220063,53.4820917
11450,-2.2221486,53.4821603
11448,-2.2218269,53.482171
11449,-2.2217627,53.4821984
1212,-2.2350429,53.4747774
6495,-2.235135,53.4748368
6289,-2.2328955,53.475057
6290,-2.2327614,53.4750857
323,-2.2351807,53.4754007
3543,-2.2330387,53.4754241
3621,-2.232476,53.475513
3123,-2.234457,53.475527
3542,-2.23429,53.475557
2220,-2.233937,53.47564
337,-2.2375899,53.4749737
2007,-2.2374078,53.4756804
13151,-2.236787,53.47601
13086,-2.23566,53.476073
1581,-2.236495,53.476127
8729,-2.2360935,53.4762306
1945,-2.2362852,53.4763626
3522,-2.235688,53.476367
3541,-2.235761,53.4764
3345,-2.2365213,53.4764757
10811,-2.2314945,53.4763872
10812,-2.2314836,53.4763952
3691,-2.2291831,53.4764098
8272,-2.2293123,53.4764207
8269,-2.2293014,53.4764322
8271,-2.2292949,53.4764479
7581,-2.2292875,53.4764653
10816,-2.229547,53.4764681
10815,-2.2295575,53.4764707
8270,-2.2292872,53.4764771
3544,-2.23352,53.475845
3552,-2.2339583,53.4767701
10807,-2.234275,53.4767908
3551,-2.234752,53.476911
13097,-2.233809,53.476951
8362,-2.2328349,53.4772269
3457,-2.2322107,53.4774311
13577,-2.2342159,53.4774988
13585,-2.2345784,53.4775219
13584,-2.2345664,53.4775314
878,-2.2377468,53.4765556
880,-2.2375248,53.4766935
1952,-2.2360441,53.4767013
3476,-2.2373568,53.476791
3495,-2.2372521,53.4768598
10734,-2.2367427,53.4768927
3348,-2.237069,53.476899
1944,-2.2365886,53.4769246
3496,-2.2372108,53.4769496
3346,-2.2374045,53.47697
3318,-2.23136,53.4769096
3692,-2.2313627,53.4769367
8863,-2.2311307,53.4769458
2753,-2.2313945,53.477107
8864,-2.2314054,53.4771491
2667,-2.2314681,53.4772336
3319,-2.231463,53.4772553
4127,-2.2310177,53.4774506
4012,-2.2312158,53.477461
7583,-2.2314822,53.4774657
7516,-2.2366743,53.4772165
1951,-2.2375077,53.4772822
1946,-2.237098,53.4773216
881,-2.236454,53.4773407
477,-2.2373016,53.4774432
3521,-2.237778,53.477448
8122,-2.2376664,53.4774492
10621,-2.2367422,53.477553
12284,-2.2362764,53.4775864
12300,-2.2358798,53.4776034
2752,-2.2312511,53.4774881
3463,-2.2310171,53.4774949
4302,-2.2315009,53.4775096
7582,-2.2311999,53.4775406
3462,-2.2310732,53.477563
8357,-2.2306861,53.4776012
585,-2.2315255,53.4776556
2341,-2.2315312,53.4776886
3461,-2.2307529,53.4777857
522,-2.2308829,53.477817
13583,-2.2345529,53.4775409
13581,-2.2346573,53.4775461
8361,-2.2323003,53.4775495
13580,-2.2347578,53.4776192
13579,-2.234875,53.4776529
3553,-2.2331249,53.4776637
13582,-2.2350489,53.4776956
13578,-2.2348886,53.4777089
13576,-2.2347142,53.477744
13574,-2.234877,53.4778396
13586,-2.236973,53.4776239
1949,-2.2368676,53.4776882
882,-2.2360424,53.4776981
885,-2.2356388,53.4778586
1954,-2.2358089,53.4779487
884,-2.2354079,53.4780072
478,-2.2365411,53.4780332
883,-2.2353133,53.4780601
2920,-2.235429,53.4780645
8309,-2.2372678,53.4780913
5134,-2.2422549,53.4757075
601,-2.2419454,53.4757233
8527,-2.2423866,53.4757493
4889,-2.241916,53.4757635
8526,-2.2424503,53.4758241
4890,-2.2420203,53.4758804
598,-2.2426591,53.4760553
602,-2.2422178,53.4760849
8750,-2.2420828,53.4761822
5132,-2.2428799,53.4762495
10632,-2.2382926,53.4757661
10634,-2.2385016,53.4757692
10635,-2.2383903,53.4758642
13149,-2.23808,53.47591
876,-2.2384529,53.476278
3545,-2.2381941,53.4763927
8426,-2.2386877,53.4764345
877,-2.2379338,53.4764679
7599,-2.2390308,53.476655
8429,-2.2382944,53.4768165
2471,-2.2422622,53.4764581
603,-2.2424955,53.476468
8510,-2.2419232,53.4766153
1639,-2.2426784,53.4766181
2472,-2.2418365,53.4766678
13224,-2.242947,53.476743
4311,-2.2415881,53.4768178
4031,-2.2411653,53.476825
5412,-2.2408826,53.4769238
505,-2.2407899,53.4769808
5127,-2.2446507,53.4766927
597,-2.2432748,53.4767294
5128,-2.244541,53.4768277
5129,-2.2444701,53.4769175
595,-2.2434906,53.4769182
596,-2.2434558,53.4770277
594,-2.243901,53.477241
593,-2.2439825,53.4772731
13218,-2.243707,53.477389
5131,-2.2453468,53.477534
1947,-2.237045,53.4770289
13587,-2.2377844,53.4770514
879,-2.2369359,53.4770634
12283,-2.2368691,53.4770986
3350,-2.2371769,53.4771163
8428,-2.2378038,53.4771251
3402,-2.2372016,53.4771266
8427,-2.2377911,53.4771534
476,-2.2376739,53.4772029
10251,-2.2370715,53.4772101
1948,-2.23855,53.4768598
3572,-2.2381457,53.4769142
3470,-2.238084,53.4769509
5418,-2.2397773,53.476997
3279,-2.2379543,53.4770285
3406,-2.2379067,53.4770618
10622,-2.2378598,53.4770934
7515,-2.239319,53.4771968
10623,-2.239422,53.4773653
514,-2.2398992,53.4774858
8746,-2.2407102,53.47703
8509,-2.2412482,53.4770417
2455,-2.2415525,53.4771277
7600,-2.2410028,53.4771915
12140,-2.2408696,53.4772671
8745,-2.2402933,53.4772867
8508,-2.2408145,53.4772983
8507,-2.2407487,53.4773356
513,-2.2406635,53.4773839
7601,-2.2405545,53.4776125
3358,-2.2380219,53.4776593
10624,-2.2394325,53.4777075
329,-2.2401028,53.4777123
4398,-2.2400254,53.4777478
4394,-2.2399811,53.4777837
8505,-2.239921,53.4778096
4397,-2.2399467,53.4778221
4396,-2.2398808,53.4778336
10620,-2.2391173,53.4778592
515,-2.2398349,53.4778701
7605,-2.2437815,53.477664
3600,-2.24576,53.477677
590,-2.2460967,53.4777114
13227,-2.244558,53.477733
591,-2.2460109,53.4777983
592,-2.2457214,53.4779459
11833,-2.2458721,53.4779619
3603,-2.2460215,53.4779804
11834,-2.2462704,53.4779855
12384,-2.2445686,53.4780112
12299,-2.2423544,53.4776776
12298,-2.2425395,53.4777765
7606,-2.2409458,53.4778246
4399,-2.2404106,53.4778497
7677,-2.2430512,53.4778865
4401,-2.2403267,53.4778964
3483,-2.2411828,53.4779432
3482,-2.2405067,53.4779837
3481,-2.2404748,53.4780086
4410,-2.2407668,53.4780198
3519,-2.2397812,53.4779
4395,-2.2397284,53.4779297
3520,-2.2396904,53.4779498
3347,-2.2401905,53.4780256
2388,-2.2395299,53.4780424
3478,-2.2401335,53.4780624
9308,-2.2382631,53.4780804
8504,-2.2395846,53.4780816
8502,-2.2400863,53.4781003
4403,-2.2400501,53.4781234
3480,-2.2404495,53.4780282
8483,-2.240745,53.4780379
8482,-2.2408128,53.4780422
8506,-2.2413917,53.4780437
13862,-2.2432212,53.4780504
3479,-2.2403666,53.4780881
3400,-2.2403237,53.4781156
6673,-2.2416064,53.4781675
4406,-2.241049,53.4781715
4409,-2.2411347,53.4782086
8471,-2.2393768,53.4781269
8503,-2.240038,53.478132
8473,-2.2394042,53.4781331
8472,-2.2394155,53.4781385
3343,-2.2393755,53.4781484
4407,-2.2400043,53.4781495
4402,-2.2402679,53.4781543
4411,-2.239885,53.478201
3497,-2.2391875,53.4782561
3405,-2.2401097,53.4782636
3404,-2.240046,53.4783111
3559,-2.2390844,53.4783148
4412,-2.2401313,53.4783503
3560,-2.2390204,53.4783511
8484,-2.2401574,53.4783599
5840,-2.2389358,53.4784027
3469,-2.2402553,53.4784097
4321,-2.2398388,53.4784171
8470,-2.2389018,53.4784238
4323,-2.2398818,53.4784362
11440,-2.2426619,53.4782327
3979,-2.2417498,53.4782331
3484,-2.2413694,53.4782772
4405,-2.2410918,53.4782915
4416,-2.2414225,53.4784772
4445,-2.2422176,53.4784985
3576,-2.2407257,53.4785382
5527,-2.2406935,53.4786161
3488,-2.2403952,53.4786576
4413,-2.2405455,53.4786991
11835,-2.2464856,53.4780187
5865,-2.2444348,53.4780196
4917,-2.2456241,53.4780911
7603,-2.2436787,53.4783861
7415,-2.2454355,53.47856
1953,-2.2442706,53.4785613
7604,-2.24344,53.4786557
11830,-2.2454148,53.4786779
3599,-2.2455768,53.4788942
11829,-2.2458437,53.4789179
8110,-2.2400297,53.4784617
8111,-2.2401585,53.4784844
3499,-2.2394868,53.4785112
3502,-2.240001,53.4785123
4326,-2.2397745,53.4785129
8308,-2.2381125,53.4785188
4322,-2.2396806,53.4785272
4324,-2.2397128,53.4785592
3500,-2.2394004,53.4785708
4400,-2.2393628,53.4785971
4414,-2.2402692,53.4786017
4325,-2.2396404,53.4786134
4320,-2.2395411,53.4786166
12606,-2.2382353,53.4786218
8469,-2.2393232,53.4786274
4319,-2.2395867,53.4786406
3501,-2.239299,53.4786454
4316,-2.2386144,53.4786885
3606,-2.238883,53.4787055
13128,-2.238676,53.478737
2456,-2.2430508,53.4787335
7602,-2.2432121,53.4787483
2370,-2.2422937,53.4787809
3464,-2.2406552,53.4788336
3503,-2.240346,53.478842
4415,-2.2414815,53.4788443
2359,-2.2425024,53.4788793
3465,-2.2405564,53.4788849
3466,-2.2405866,53.4789013
3473,-2.2421239,53.4789026
4318,-2.2391141,53.478776
3575,-2.2383797,53.4788018
13181,-2.237905,53.478829
4317,-2.2389296,53.478864
3485,-2.2401134,53.4789879
3504,-2.240063,53.4790309
2777,-2.2402118,53.4791147
4408,-2.2402345,53.4791242
3486,-2.2399014,53.4791449
3487,-2.2401083,53.4791844
8878,-2.2314071,53.47782
8358,-2.2309479,53.4778347
2340,-2.2310219,53.4778456
584,-2.2312524,53.4778757
5025,-2.2310037,53.4778949
10794,-2.2313918,53.4778999
3460,-2.2315274,53.4779365
4011,-2.2316342,53.4779876
3459,-2.2316969,53.4780598
10795,-2.2317446,53.478122
13573,-2.233407,53.4779184
13575,-2.2346276,53.4779586
3628,-2.232199,53.478137
10619,-2.2348783,53.4782385
8336,-2.2348441,53.4782558
12727,-2.2331477,53.4782964
4162,-2.2318021,53.4784661
6468,-2.2336075,53.4785297
7594,-2.232058,53.4786953
13148,-2.23292,53.478764
10796,-2.2317707,53.4782212
10793,-2.231774,53.4782958
8266,-2.2291799,53.4786801
13133,-2.229614,53.478764
8247,-2.2310584,53.4791
8879,-2.2311779,53.4792224
3803,-2.228723,53.479414
8246,-2.2314438,53.4795232
3805,-2.2287567,53.4795341
3804,-2.228208,53.479542
7595,-2.2321814,53.4787671
7597,-2.2322511,53.4788262
7596,-2.2322806,53.4788643
8295,-2.2342139,53.4788932
1266,-2.232327,53.4789019
3458,-2.2331346,53.4790123
13220,-2.234913,53.479021
13088,-2.232,53.479168
487,-2.2332353,53.4791781
4156,-2.2333642,53.4794081
1950,-2.2358667,53.4786726
8307,-2.2362127,53.4788571
11439,-2.2373613,53.479196
8306,-2.2371045,53.4792275
3282,-2.236961,53.4792913
8197,-2.2369411,53.4793263
11438,-2.2374231,53.4793934
8305,-2.2368011,53.4794251
4581,-2.2375444,53.4795195
6469,-2.2364682,53.4796358
5770,-2.2328056,53.4794472
486,-2.2339421,53.4795818
8294,-2.2341522,53.4797573
8245,-2.2327942,53.4797694
8244,-2.233109,53.4797848
13198,-2.232037,53.479787
8243,-2.2332789,53.4799681
3267,-2.2334927,53.480137
3630,-2.2340246,53.4801689
3629,-2.2335754,53.4802154
763,-2.2278174,53.4796802
8248,-2.2302796,53.4796931
761,-2.2280587,53.4797322
3802,-2.2300187,53.4797784
762,-2.22839,53.479786
12782,-2.2295844,53.480059
395,-2.2279276,53.4802859
427,-2.2278155,53.4804611
8859,-2.2297646,53.4805729
7155,-2.229822,53.4807408
2665,-2.2376345,53.4800563
4139,-2.2367839,53.4801732
3720,-2.2364145,53.4801828
10319,-2.236345,53.4802773
8293,-2.2353564,53.4802907
4138,-2.237157,53.480363
4140,-2.2371946,53.4803838
873,-2.2365847,53.4804121
874,-2.2364237,53.4805462
7503,-2.2372664,53.4806295
3268,-2.2322287,53.4802673
8242,-2.2336507,53.480289
7403,-2.2351099,53.4804094
3124,-2.2343326,53.4804109
8228,-2.2337675,53.4804243
8229,-2.2338062,53.4804566
8230,-2.2339073,53.480538
3565,-2.2345479,53.4805571
8227,-2.2340543,53.4806673
3994,-2.2328877,53.4806843
8212,-2.2362885,53.4806451
872,-2.2374581,53.4807363
4271,-2.2361195,53.480758
4312,-2.2360173,53.4808353
3561,-2.235675,53.480874
13137,-2.235467,53.481068
3351,-2.2366341,53.481106
3352,-2.2366341,53.481106
12182,-2.2355818,53.4811166
8167,-2.235356,53.4811351
7607,-2.2420386,53.4789204
3475,-2.2409382,53.4789342
3467,-2.2404617,53.4789441
3474,-2.242065,53.478948
3468,-2.2403796,53.4790012
3401,-2.2419704,53.4790114
8437,-2.2403453,53.4790844
11723,-2.2430296,53.4791573
11747,-2.2413612,53.4791675
11744,-2.2425174,53.4792202
3598,-2.246015,53.478929
568,-2.2463227,53.4789629
567,-2.2460399,53.4790725
7850,-2.2455262,53.4791164
7849,-2.2455262,53.4791164
4423,-2.2455579,53.4792365
566,-2.246043,53.4792606
4422,-2.2455096,53.4793115
7469,-2.2453677,53.479315
7468,-2.2453677,53.479315
11745,-2.2424509,53.4792713
13225,-2.24188,53.479298
11746,-2.2421126,53.4793055
11748,-2.2411203,53.4793285
3440,-2.2428786,53.4793471
11736,-2.241823,53.4793791
3441,-2.2430172,53.4794355
2360,-2.2409848,53.4794391
7762,-2.2424322,53.4794761
7761,-2.2424226,53.4795148
3437,-2.2433163,53.4793412
4421,-2.2454587,53.4793801
4420,-2.2452637,53.4794623
4435,-2.2447621,53.4794773
4417,-2.2451462,53.4794952
2447,-2.2436046,53.4795023
4419,-2.2453152,53.4795414
4430,-2.2447004,53.4795523
4418,-2.2451918,53.4795684
569,-2.2461374,53.4795868
570,-2.2462741,53.479605
8174,-2.2464032,53.4796276
4431,-2.244636,53.4796305
11823,-2.2464971,53.4796423
11824,-2.2467274,53.4796671
3622,-2.2437982,53.4796771
3623,-2.2439103,53.4796885
11518,-2.2462711,53.4796975
4432,-2.244577,53.4797103
3719,-2.24507,53.4797192
11735,-2.2421633,53.4795379
13017,-2.2422108,53.4796051
11724,-2.2423685,53.4796571
7915,-2.2406096,53.4797157
7012,-2.2410191,53.4797179
11749,-2.2406357,53.4797191
7763,-2.2426827,53.4797309
3489,-2.2405587,53.4797712
6338,-2.2405807,53.4797834
11725,-2.2427083,53.4799004
3718,-2.24507,53.4797192
11722,-2.2439725,53.4797299
5967,-2.2461352,53.4797473
4983,-2.2459969,53.4797744
4438,-2.2445234,53.4797853
8175,-2.2456001,53.4798206
3315,-2.2450001,53.479821
3314,-2.2450001,53.479821
7765,-2.2434272,53.4798919
8086,-2.2449198,53.4799302
8436,-2.2382722,53.4793658
8433,-2.240028,53.479465
4404,-2.239684,53.479575
8435,-2.2383325,53.4795808
13235,-2.239493,53.479584
8434,-2.2384934,53.4796558
3505,-2.2388,53.480022
13191,-2.239262,53.480103
3506,-2.239694,53.480197
5565,-2.2393912,53.4803158
8085,-2.2449198,53.4799302
2448,-2.2445253,53.4799613
2446,-2.2444509,53.4800037
8176,-2.2448205,53.4800558
11755,-2.2453878,53.480084
182,-2.2447869,53.4801096
11754,-2.2453746,53.4801106
11756,-2.2457075,53.4801977
3432,-2.2449991,53.4802114
11757,-2.2458444,53.4802328
2363,-2.2403523,53.4799009
7764,-2.2429906,53.4799764
11732,-2.2411134,53.4800117
11734,-2.2415762,53.4800546
7760,-2.2432109,53.4800905
7149,-2.241774,53.4801353
10116,-2.2426345,53.4802258
11733,-2.2413294,53.4802347
11726,-2.2420358,53.4802713
11714,-2.2422051,53.4804728
11758,-2.2459396,53.4802529
6690,-2.2435831,53.4802858
6691,-2.2436471,53.4802872
11759,-2.2461597,53.4803017
2445,-2.2454918,53.4803233
1338,-2.2449363,53.4803388
11760,-2.2463399,53.4803453
11752,-2.2456234,53.4803501
3438,-2.2449431,53.4803627
11761,-2.2465739,53.4803915
11750,-2.2452203,53.4804096
11716,-2.244221,53.480413
11717,-2.2444258,53.48043
11715,-2.2435398,53.4804313
11718,-2.2449214,53.480448
8534,-2.2462079,53.4804647
11751,-2.2451722,53.4805196
4436,-2.2439327,53.4805293
11753,-2.2458595,53.480542
3433,-2.244842,53.4805673
8432,-2.2387689,53.480387
5609,-2.2391339,53.4804683
8356,-2.2384066,53.4804701
8431,-2.2393048,53.4805066
2666,-2.2384856,53.4805202
3562,-2.2398184,53.4805397
8430,-2.239259,53.4805423
11728,-2.2397344,53.4805606
8355,-2.2381331,53.4806196
3573,-2.2391562,53.4806222
11712,-2.2436878,53.4806195
10504,-2.2448152,53.4806616
565,-2.2451113,53.4806978
4437,-2.2434511,53.4808049
11713,-2.243669,53.4808166
11711,-2.2442196,53.4808761
11808,-2.245064,53.4808905
10505,-2.2447196,53.4809256
