,longitude,latitude
9016,-2.2370186,53.4473037
3121,-2.2373744,53.4475004
9022,-2.2374384,53.4475289
9021,-2.2375095,53.4475545
9020,-2.2375779,53.4475784
9019,-2.2376409,53.4476056
3120,-2.2375702,53.4476729
13174,-2.236843,53.451169
135,-2.237328,53.4531778
9529,-2.2319701,53.4435371
1736,-2.232482,53.4435747
13109,-2.23365,53.446282
9010,-2.2377978,53.4470233
9011,-2.2377348,53.4470441
9012,-2.2376664,53.4470641
2365,-2.236384,53.4471844
9013,-2.2373338,53.4472023
13160,-2.236043,53.447214
9014,-2.2372614,53.4472254
224,-2.2315382,53.4395398
5690,-2.2315786,53.4412127
1445,-2.2281692,53.4435862
13165,-2.230244,53.443651
1737,-2.2316587,53.4438531
8821,-2.2293902,53.4444241
13188,-2.230505,53.445025
1740,-2.230975,53.4492488
1738,-2.2306067,53.4493504
1739,-2.230463,53.4494039
1741,-2.2314891,53.4504766
3759,-2.2297118,53.4506609
3758,-2.2285848,53.4507809
3760,-2.2288388,53.4517692
3761,-2.2287984,53.4517709
3741,-2.2242351,53.4484724
3742,-2.2255908,53.4484815
3743,-2.2241009,53.4485429
3744,-2.223949,53.4486703
3745,-2.2260508,53.4487607
3746,-2.2235859,53.4488603
3747,-2.2262797,53.4489717
3748,-2.2264051,53.4490609
3749,-2.226744,53.4492444
3750,-2.2267387,53.449468
3762,-2.2289761,53.4526274
3724,-2.2290943,53.4527669
3763,-2.2299577,53.4535918
3764,-2.2299545,53.4536328
3765,-2.2281207,53.454768
13123,-2.231539,53.45773
7924,-2.2314946,53.4579429
8153,-2.2292841,53.4581193
7931,-2.2309896,53.4581381
7925,-2.2307489,53.4582763
11037,-2.2140096,53.4391082
5685,-2.220885,53.4392236
216,-2.2205494,53.4396161
12165,-2.2203145,53.4400797
12166,-2.2202447,53.4401436
5611,-2.1999963,53.4395062
7420,-2.2030923,53.4396183
3999,-2.1872056,53.4392057
4112,-2.187235,53.4392486
4111,-2.1871612,53.4392778
2773,-2.1774908,53.4394831
5410,-2.1855307,53.4396674
5411,-2.1855261,53.4397204
5758,-2.1873784,53.4398203
11607,-2.1879721,53.4403265
8121,-2.1879753,53.4404627
12167,-2.2204204,53.4402023
12168,-2.2200862,53.440309
13131,-2.219095,53.440315
12163,-2.2198841,53.4403684
12164,-2.2205544,53.4404771
4313,-2.219893,53.4404874
1426,-2.2191108,53.4404876
3894,-2.2175418,53.440526
3895,-2.219867,53.440559
12169,-2.2206387,53.4405822
9270,-2.2195843,53.4406238
4478,-2.219877,53.440626
9271,-2.2195761,53.4406351
5646,-2.2152864,53.4406583
4479,-2.219785,53.440662
5645,-2.2151845,53.4406719
3890,-2.2181024,53.4407225
3891,-2.2178074,53.4407257
4477,-2.219755,53.440744
3893,-2.2184565,53.4407704
12976,-2.1881559,53.4409458
12977,-2.1880756,53.4409559
12978,-2.1879954,53.4409647
5474,-2.1865088,53.4409938
8123,-2.1890335,53.4410139
13489,-2.1890761,53.4410464
5475,-2.1867287,53.4410641
13490,-2.1890987,53.441077
13488,-2.1891462,53.4411111
8610,-2.1892628,53.4412226
5647,-2.2178935,53.4408748
9272,-2.2185397,53.4408931
2366,-2.219427,53.4409713
3892,-2.2141704,53.4410785
11035,-2.2188052,53.4411024
13011,-2.2141789,53.4411294
2367,-2.2192412,53.4411436
3889,-2.2141892,53.4411811
1425,-2.2142016,53.4412431
9269,-2.2124675,53.4413679
5576,-2.2000816,53.4399842
5577,-2.2000924,53.4400098
7419,-2.2032548,53.4400542
7421,-2.2043471,53.4401951
3998,-2.1999508,53.4403021
5469,-2.1935465,53.4409389
5684,-2.2081442,53.4412207
11478,-2.1909941,53.4421936
5658,-2.1909029,53.4424175
8857,-2.1995311,53.4427363
134,-2.2242857,53.4401047
13110,-2.222745,53.442895
3727,-2.2215241,53.4450087
3730,-2.2217819,53.4451784
3731,-2.2222947,53.4452672
3732,-2.2225492,53.4452879
3733,-2.2226575,53.4452968
3734,-2.2228265,53.4453204
3735,-2.223219,53.4453441
5435,-2.1892876,53.4412628
5434,-2.1892543,53.4416277
8608,-2.1893752,53.4417189
9804,-2.1898507,53.4417391
158,-2.1853645,53.4418009
8609,-2.1904655,53.442017
1719,-2.1897803,53.4421134
13487,-2.1902242,53.4421218
13491,-2.1902592,53.4421625
13492,-2.1903815,53.4422609
5415,-2.2188421,53.441795
5417,-2.2188324,53.4418381
2846,-2.212271,53.4418662
5416,-2.2188228,53.4418806
13834,-2.2183848,53.4418827
5414,-2.2188074,53.4419334
8872,-2.2187117,53.4420791
8873,-2.218728,53.4421724
10178,-2.2183611,53.442174
3815,-2.2187559,53.4424609
7543,-2.2189626,53.4425273
13236,-2.220353,53.442801
9493,-2.2187041,53.4430347
3648,-2.2186288,53.4432797
3697,-2.218714,53.4432931
13214,-2.218573,53.443321
3710,-2.2186977,53.4433382
3703,-2.2186831,53.4434287
3706,-2.2186727,53.4435122
3709,-2.218657,53.4435956
4790,-2.1899958,53.4423114
5512,-2.1900523,53.4423232
4791,-2.1905794,53.4424328
159,-2.1825665,53.4433336
11507,-2.1848893,53.4436931
11505,-2.1848733,53.4440895
5486,-2.1887836,53.4442206
5485,-2.189643,53.4443605
13768,-2.1841261,53.4443759
13766,-2.1840494,53.4444921
5741,-2.1981398,53.4430288
10282,-2.2047173,53.4432071
5513,-2.1914039,53.443255
4796,-2.1912874,53.4434818
4992,-2.1957304,53.4435571
5854,-2.191365,53.4435972
8856,-2.1994261,53.4437015
4797,-2.1917987,53.4437621
7618,-2.1918131,53.4438516
5948,-2.1914095,53.4438887
3676,-2.2190637,53.4436074
3698,-2.2202483,53.4436434
3701,-2.2186851,53.4437906
3699,-2.2186712,53.4438514
3704,-2.21866,53.4438952
3650,-2.2185189,53.4439758
3705,-2.2186437,53.4439762
3649,-2.2185175,53.4439894
3647,-2.2185102,53.444003
3700,-2.2186222,53.444069
5947,-2.1914095,53.4438887
4758,-2.1941957,53.4438914
7632,-2.1918248,53.4438926
11391,-2.1918426,53.4439297
11477,-2.1913782,53.4439945
4760,-2.1948226,53.4440713
4734,-2.193576,53.4441003
4736,-2.191448,53.4441395
4759,-2.1950562,53.4441662
4733,-2.1933128,53.4441795
7539,-2.1933655,53.4441802
4732,-2.193232,53.4441851
4731,-2.193145,53.4441922
8851,-2.1928853,53.4442016
4737,-2.1913992,53.4442121
5650,-2.1913407,53.4442189
4123,-2.1914086,53.4442555
4735,-2.1920516,53.4442782
8849,-2.1928856,53.4442949
8611,-2.1918318,53.4443394
3695,-2.2201174,53.444094
13139,-2.211219,53.444278
13499,-2.2184625,53.4443396
3707,-2.2185497,53.4443565
3725,-2.220005,53.4443603
3708,-2.2185283,53.4444188
3702,-2.2185196,53.4444592
10187,-2.2151095,53.4445255
13124,-2.218283,53.444686
3726,-2.2183828,53.4447141
8853,-2.1926091,53.4443401
8850,-2.192605,53.4443518
8852,-2.1928852,53.4443594
11472,-2.1917963,53.4443966
11474,-2.1917938,53.4444263
8553,-2.1918267,53.4444599
8612,-2.1918317,53.4445573
4017,-2.191413,53.444636
8855,-2.2002243,53.4446381
9394,-2.191266,53.4446586
4019,-2.1911601,53.4446765
8615,-2.1917913,53.4446876
4018,-2.1912869,53.4447239
8616,-2.1917802,53.444725
8613,-2.1917937,53.444729
8614,-2.1918392,53.44473
9395,-2.1999298,53.4447407
8854,-2.1999217,53.4447702
13840,-2.1914494,53.4448212
9388,-2.1989061,53.4448598
13765,-2.1839918,53.4445743
13767,-2.1839857,53.4446543
13771,-2.184181,53.4447102
5683,-2.181297,53.4447229
13770,-2.1842994,53.4447308
1790,-2.1841342,53.4450055
11506,-2.1846903,53.4451688
13838,-2.1863414,53.4454079
157,-2.1863791,53.4454801
13839,-2.1864284,53.4455084
3665,-2.2175237,53.4447292
10174,-2.2118758,53.4449223
10176,-2.2109804,53.4449702
3728,-2.2187185,53.4450303
3729,-2.2187677,53.4450376
10175,-2.2122307,53.4450837
2143,-2.2204813,53.4459537
2135,-2.2200886,53.4459634
2136,-2.2209978,53.4460082
2137,-2.2203355,53.4460767
11479,-2.1913045,53.4451028
11473,-2.1918,53.445112
11476,-2.1917484,53.4452548
11475,-2.1917596,53.4454718
640,-2.191295,53.4455214
5499,-2.1913657,53.445846
5498,-2.191273,53.4459064
5578,-2.1982426,53.4459153
5710,-2.1916239,53.4459294
5514,-2.1915549,53.4459455
2142,-2.2202439,53.446079
2134,-2.2192436,53.4461045
2138,-2.2203471,53.446131
2139,-2.2202519,53.4461342
2140,-2.2205081,53.446242
2133,-2.2188145,53.4462601
2141,-2.2201246,53.4462708
13150,-2.218067,53.446843
3666,-2.2182021,53.4468508
3667,-2.2182585,53.4469314
5587,-2.2246943,53.4459101
5586,-2.2246836,53.445942
3736,-2.2241175,53.4459668
5585,-2.2245642,53.4459826
5588,-2.2243778,53.4465458
10080,-2.2244222,53.4465719
3737,-2.2238953,53.4474404
3738,-2.2238583,53.4474735
3739,-2.2252079,53.4481735
3740,-2.2254125,53.4483164
5515,-2.1917404,53.44614
5711,-2.1915376,53.4462096
11504,-2.1911706,53.4471297
9398,-2.1915602,53.447343
9387,-2.2067039,53.4473975
5817,-2.1918517,53.4478867
2145,-2.1914379,53.4479393
2146,-2.1914991,53.4479738
685,-2.2077254,53.4498417
3291,-2.1971235,53.4498691
3668,-2.2192182,53.4476748
11050,-2.220068,53.4482448
5676,-2.2202125,53.448641
11049,-2.2204136,53.4489632
8285,-2.2100176,53.4510897
8284,-2.2100314,53.451108
8283,-2.2100859,53.4511698
8280,-2.2115862,53.4512958
8302,-2.2151251,53.4513769
8287,-2.2119669,53.451392
8600,-2.1792407,53.4480326
5607,-2.1851302,53.4487655
7615,-2.1897585,53.4492202
10078,-2.1874229,53.4492914
10076,-2.1850494,53.4499632
10079,-2.1871202,53.4502251
2051,-2.1849721,53.4514774
430,-2.1902329,53.4516961
2050,-2.1837089,53.4529996
10075,-2.1858803,53.453348
3751,-2.2271534,53.4495773
3752,-2.2273999,53.4498289
3753,-2.2266582,53.449842
3754,-2.2256216,53.4498433
3755,-2.2273647,53.4498446
3756,-2.2255798,53.4498551
3757,-2.2269318,53.4499561
3669,-2.2220427,53.4516103
3670,-2.2228438,53.4524648
3671,-2.2228513,53.4524977
8281,-2.2101043,53.4513941
8286,-2.2119313,53.45141
8282,-2.2100363,53.4514256
8275,-2.2106489,53.4515762
8276,-2.2106944,53.4516126
8277,-2.2108435,53.4516385
8278,-2.2109399,53.4516634
8279,-2.2109904,53.4517193
8274,-2.2108957,53.4518331
8273,-2.2112412,53.4518649
5462,-2.1979433,53.4498974
3290,-2.1971664,53.4500703
4867,-2.1933454,53.45051
5480,-2.1998431,53.4529049
367,-2.2087682,53.4543947
193,-2.1981286,53.4546239
13309,-2.1977848,53.4549807
363,-2.2036703,53.4556862
12985,-2.1993666,53.4557899
5481,-2.2049804,53.4558995
8303,-2.214067,53.4520046
1830,-2.2197131,53.452182
3116,-2.2185863,53.4523754
8300,-2.2138739,53.4527681
8301,-2.2139034,53.4528001
8298,-2.2116986,53.4530939
8299,-2.2132811,53.4531866
8297,-2.2114787,53.4535587
8296,-2.2135842,53.4536146
13860,-2.2121072,53.4539112
3672,-2.2230223,53.4528196
3673,-2.2229717,53.4530981
12045,-2.2233834,53.4531156
12044,-2.223415,53.4531798
12043,-2.2234548,53.4532204
12042,-2.223499,53.4532699
12041,-2.2235353,53.4532978
12040,-2.2235875,53.4533426
12039,-2.2236309,53.4533737
12038,-2.2236601,53.4533984
12037,-2.2237185,53.4534432
12036,-2.2238257,53.4535242
13242,-2.223148,53.45354
12035,-2.2239408,53.4536069
2848,-2.2234594,53.4536267
12034,-2.2240048,53.4536402
12033,-2.2235518,53.4536918
12032,-2.2236034,53.4537297
12015,-2.2244933,53.4537613
12031,-2.2236503,53.4537677
12030,-2.2237072,53.4538085
2916,-2.2224034,53.453851
12029,-2.2237725,53.4538627
12028,-2.2238219,53.4538966
2917,-2.2222103,53.4539084
12027,-2.22387,53.4539316
12026,-2.2239055,53.453965
12025,-2.2239451,53.4539969
12024,-2.2239886,53.4540269
12023,-2.2240435,53.4540728
12022,-2.2240973,53.4541153
12021,-2.2241288,53.4541474
12020,-2.2242187,53.4542073
12014,-2.2247415,53.4542428
12019,-2.2242911,53.4542616
12013,-2.2247812,53.4542831
12012,-2.2248244,53.4543179
12018,-2.2243769,53.4543431
12011,-2.2249628,53.4543486
12010,-2.2249814,53.4543949
12017,-2.2244453,53.4543998
12016,-2.2244988,53.4544622
12009,-2.225007,53.4544661
12008,-2.2250486,53.4545367
12007,-2.2250725,53.4545846
11987,-2.2246249,53.4545993
12006,-2.2250999,53.4546368
12005,-2.2251327,53.4547126
11986,-2.2247121,53.4547367
12004,-2.2251619,53.4547806
11985,-2.2247443,53.4547894
12003,-2.2251831,53.4548322
12002,-2.2252008,53.4548812
12001,-2.2252194,53.4549223
12000,-2.2252371,53.454966
11984,-2.2248529,53.4549755
11999,-2.2252654,53.4550403
11983,-2.2248958,53.4550449
11980,-2.2249274,53.4551907
11981,-2.2246793,53.4552294
11979,-2.2249354,53.4552331
11982,-2.2245541,53.4552534
11970,-2.2253216,53.4552746
11978,-2.2249448,53.4552802
11977,-2.2249703,53.4553353
11969,-2.2253848,53.4553737
11976,-2.2250038,53.4554463
11968,-2.2254202,53.4554608
11967,-2.2254733,53.4555196
11966,-2.2255119,53.4555983
2040,-2.1987802,53.4559155
364,-2.2015011,53.4559339
366,-2.2022653,53.4561062
368,-2.1998471,53.4562478
365,-2.2013164,53.4563753
360,-2.2048017,53.456726
9201,-2.2008115,53.4570452
9109,-2.1993578,53.4570484
5655,-2.2003922,53.4571124
5654,-2.2004915,53.4571795
8402,-2.1593254,53.4389573
1974,-2.1583322,53.4414066
1976,-2.158579,53.4416957
1975,-2.158175,53.441706
5648,-2.1816694,53.4456071
5649,-2.1814134,53.4456157
5705,-2.1811098,53.4456915
5707,-2.1814199,53.4456959
10260,-2.1813405,53.4456976
1904,-2.180979,53.4457011
5706,-2.1810384,53.4457017
11508,-2.1811936,53.4457095
5530,-2.1741039,53.4457492
2052,-2.1819601,53.4458755
6670,-2.1754015,53.4458995
2594,-2.1854222,53.4463061
2769,-2.1819139,53.4464729
5479,-2.1892468,53.4464773
5590,-2.1886689,53.4468609
5748,-2.187416,53.4469015
10077,-2.1871434,53.4469505
2595,-2.1851186,53.4472418
13837,-2.1841675,53.4474379
2053,-2.1809319,53.4477242
5615,-2.1634786,53.4419726
5409,-2.1651165,53.445576
10343,-2.1726223,53.4560149
7523,-2.1671287,53.4572883
403,-2.161017,53.4581155
402,-2.1612686,53.4583282
10821,-2.1498803,53.4723995
10822,-2.1498902,53.472408
5671,-2.1573957,53.443124
5672,-2.1574091,53.4431591
400,-2.1576903,53.4493835
6669,-2.1579503,53.4496667
401,-2.1576043,53.4526813
5240,-2.1585556,53.4553826
5241,-2.1603367,53.4570242
5239,-2.1586585,53.457745
4151,-2.1562782,53.4647068
3225,-2.1582156,53.4715634
10074,-2.1862422,53.4538322
7357,-2.173107,53.4539914
8601,-2.1808166,53.454522
8603,-2.1751957,53.4548125
8605,-2.1813269,53.4563973
8604,-2.1813759,53.4564388
8607,-2.1817245,53.4564732
8606,-2.1814309,53.4564779
8602,-2.1810391,53.4566281
10830,-2.173208,53.4612698
201,-2.1633894,53.459198
200,-2.1669167,53.4592699
4248,-2.1625829,53.4602803
1920,-2.1677073,53.4602869
2583,-2.1667216,53.4607267
13747,-2.1718463,53.4612157
3081,-2.1722538,53.4624212
12979,-2.163881,53.4630765
3791,-2.1712046,53.463331
5265,-2.1657903,53.4687314
4773,-2.1736001,53.4614165
4772,-2.1738522,53.4614389
13746,-2.1735444,53.4618236
3806,-2.1771001,53.4622492
3792,-2.173407,53.4629946
3354,-2.1775408,53.4733782
3356,-2.1776398,53.4733847
511,-2.1814106,53.4735618
3355,-2.1824818,53.4736807
3357,-2.1834368,53.4737047
10823,-2.1498734,53.4724097
10820,-2.1525602,53.472563
10808,-2.154722,53.4726518
4358,-2.1550613,53.4728883
4366,-2.1553505,53.4755065
5236,-2.1498049,53.4761065
5235,-2.1496681,53.4761576
3309,-2.1626386,53.4724202
1734,-2.1610534,53.4726445
4712,-2.1667441,53.4726856
1735,-2.1625661,53.4727212
253,-2.1644634,53.4727224
1743,-2.169588,53.4728104
10819,-2.1643824,53.4729577
3353,-2.1722409,53.4733454
733,-2.1705165,53.4910435
732,-2.1693725,53.4911431
2952,-2.1543078,53.4856886
2948,-2.1547426,53.4873238
2940,-2.1553059,53.487386
2834,-2.1905387,53.4849782
7553,-2.1907685,53.4851234
745,-2.1906232,53.4892867
743,-2.1902117,53.4903199
744,-2.1905605,53.4903332
734,-2.1735954,53.4910374
735,-2.1761261,53.491091
736,-2.1773099,53.4913539
738,-2.178912,53.4914602
739,-2.1825204,53.4916091
10809,-2.1585595,53.472695
252,-2.1583485,53.4729163
4367,-2.1557448,53.4753756
231,-2.1566208,53.4799761
2951,-2.1572469,53.4847253
2942,-2.1555258,53.487536
2944,-2.1555875,53.4875823
774,-2.1590975,53.4954224
773,-2.1603743,53.4958042
12354,-2.1582452,53.5087375
3811,-2.1517291,53.4796097
232,-2.1534637,53.4800504
233,-2.1523163,53.4802259
11975,-2.2251035,53.4555984
11974,-2.2251176,53.4556297
11973,-2.2251317,53.4556651
11972,-2.2251503,53.4557089
11965,-2.2255015,53.4557402
11971,-2.2251737,53.455761
11964,-2.2256277,53.4558456
11963,-2.2256648,53.4559141
11962,-2.2256914,53.4559784
11928,-2.2253193,53.4560544
11961,-2.2257391,53.4560679
11927,-2.2253508,53.4561169
11960,-2.2258258,53.4561543
11926,-2.225422,53.456224
11925,-2.2254512,53.4562761
11924,-2.2254757,53.456313
11923,-2.2254947,53.4563517
3674,-2.2255607,53.4563897
11922,-2.2255372,53.4564202
11921,-2.2255558,53.4564458
11920,-2.2255739,53.4564708
11919,-2.2256491,53.4565846
11918,-2.2257027,53.4566647
11917,-2.2257284,53.4566966
11959,-2.2261889,53.4567615
11958,-2.2262566,53.4568539
11916,-2.2258765,53.4568774
11957,-2.2262917,53.4569074
11915,-2.2259395,53.4569653
6654,-2.2259993,53.456982
11914,-2.2259958,53.4570459
11956,-2.2264131,53.4570652
11955,-2.2264539,53.4571195
11954,-2.2264855,53.4571626
6789,-2.2265123,53.4571954
6791,-2.2265417,53.4572261
6788,-2.2262487,53.4574124
6787,-2.2262927,53.4574712
6786,-2.2263336,53.4575194
6790,-2.2268262,53.4575877
7919,-2.2306837,53.4584066
8152,-2.2287589,53.4584093
7932,-2.2304787,53.4584237
7926,-2.2304201,53.4585792
7920,-2.2302263,53.4585862
3767,-2.2277246,53.4585981
7933,-2.2299759,53.458639
8161,-2.2301128,53.458639
7927,-2.2298073,53.4586732
8149,-2.2300876,53.4587161
8159,-2.2302176,53.4587205
8160,-2.2296907,53.4587418
8158,-2.2302367,53.4587585
8157,-2.2302491,53.4588124
7921,-2.2297197,53.4588329
8150,-2.2297237,53.4588783
8134,-2.2302044,53.4589004
7905,-2.2298271,53.4589193
8125,-2.2299026,53.45893
8151,-2.2297746,53.4589334
8148,-2.2286717,53.4589379
8147,-2.2287457,53.4589507
7934,-2.2297148,53.4589706
8135,-2.2304529,53.458985
8144,-2.2286404,53.4590019
8127,-2.2300606,53.4590056
8146,-2.228712,53.4590171
8136,-2.2305907,53.4590365
8128,-2.2300714,53.4590411
7909,-2.2295709,53.4590497
8126,-2.2297952,53.4590954
3768,-2.2279915,53.4591265
8142,-2.2279984,53.4591377
8137,-2.2308131,53.4591402
8140,-2.2310332,53.4591617
7906,-2.2294035,53.4591622
8141,-2.2311232,53.4591897
8145,-2.2313156,53.459192
8139,-2.2275094,53.4591946
8143,-2.2311999,53.4592152
374,-2.2268475,53.4584821
375,-2.2269312,53.4586055
11051,-2.227039,53.4587644
1774,-2.2271285,53.4588963
13144,-2.227392,53.458974
5708,-2.2271966,53.4589968
1723,-2.226884,53.459108
684,-2.2268415,53.4591104
5483,-2.2267102,53.4591686
5482,-2.2250067,53.4599484
7928,-2.2289761,53.4592168
8129,-2.2301287,53.4592392
8138,-2.2309277,53.4592901
8130,-2.2301658,53.4593452
7908,-2.2290213,53.459375
8131,-2.2302143,53.459477
7910,-2.2288167,53.4594961
2832,-2.2282967,53.4595387
7907,-2.228615,53.4595479
8132,-2.2302451,53.4595793
222,-2.2415762,53.4433475
5531,-2.2412117,53.4532393
10216,-2.2431728,53.4532564
2261,-2.2425169,53.4546368
13081,-2.240999,53.457802
13240,-2.24082,53.466784
13219,-2.241854,53.467967
963,-2.243238,53.468093
7526,-2.2430414,53.4686473
7525,-2.2429531,53.4686671
9017,-2.2379386,53.447723
13173,-2.238729,53.450528
10219,-2.2395042,53.4532336
10220,-2.2395653,53.453236
10218,-2.2397742,53.4532378
2233,-2.2389073,53.4579818
117,-2.2395196,53.4670639
116,-2.2393081,53.4671248
12211,-2.238175,53.467298
2236,-2.2393792,53.4673962
4792,-2.2433079,53.4532601
4364,-2.2447165,53.4537401
5606,-2.2449264,53.4542852
2259,-2.2448236,53.4560902
2235,-2.2438341,53.456132
7749,-2.2467325,53.460245
9099,-2.2466612,53.4607822
2260,-2.2460063,53.4613728
2355,-2.2465995,53.4614752
13147,-2.245159,53.467378
12210,-2.2382295,53.4674174
2237,-2.2396581,53.4677379
32,-2.2391999,53.4686175
11307,-2.2386307,53.4698568
11308,-2.2386509,53.4698604
11315,-2.2384188,53.469892
11314,-2.2381949,53.4699638
11313,-2.2381292,53.4699814
11312,-2.2380836,53.4699894
11309,-2.237928,53.4700492
7528,-2.2412142,53.4689786
7527,-2.2411733,53.4689897
13118,-2.240329,53.469117
6416,-2.2404692,53.4691399
4715,-2.2430791,53.4712611
4716,-2.2432425,53.4712671
13222,-2.242076,53.471738
2473,-2.2423212,53.4717393
4704,-2.2420593,53.4718202
8788,-2.2404632,53.4719034
11310,-2.2378717,53.4700684
11316,-2.2383464,53.4703175
11317,-2.2384564,53.4704396
11305,-2.2381122,53.4708611
2316,-2.2381045,53.4708671
1641,-2.2390103,53.4708814
11306,-2.2380948,53.4709106
13095,-2.238042,53.47136
3635,-2.237947,53.471401
10665,-2.2381212,53.4715318
12363,-2.2375473,53.4708989
12199,-2.2376452,53.4710031
12200,-2.2376452,53.4710031
12854,-2.2374328,53.4711788
10672,-2.2377854,53.4715956
10668,-2.237573,53.4716231
10673,-2.2374796,53.4716333
10661,-2.2378418,53.4716452
10664,-2.2376916,53.4716678
10669,-2.237544,53.4716838
10666,-2.2380032,53.471558
10667,-2.2378948,53.4715771
10660,-2.2380125,53.4716172
6816,-2.2381988,53.4716379
10658,-2.238052,53.4716692
10655,-2.2382369,53.4716894
10659,-2.237898,53.4716995
10656,-2.238091,53.4717228
10653,-2.2382829,53.471746
10657,-2.2379382,53.4717512
10654,-2.2381255,53.4717799
2317,-2.238796,53.471839
181,-2.2383937,53.4720297
2320,-2.2386145,53.4720373
2774,-2.2385334,53.4721463
4514,-2.240276,53.4723938
4155,-2.2402232,53.4724092
2092,-2.2400921,53.4724205
13102,-2.239108,53.47257
12203,-2.2395802,53.4725864
4714,-2.2433011,53.4712022
3619,-2.243351,53.472434
5155,-2.246607,53.4733012
10318,-2.246052,53.4733422
5154,-2.2467274,53.4733581
5157,-2.2462141,53.4734048
9777,-2.2460923,53.4734669
6641,-2.2459513,53.4734813
5136,-2.2456723,53.4735612
4450,-2.2466196,53.4736071
6750,-2.2314176,53.4595994
8133,-2.2302511,53.4596134
7911,-2.2285125,53.4596934
6749,-2.2299851,53.4598749
3652,-2.2278566,53.4599118
8154,-2.2306302,53.4599468
5862,-2.2299118,53.4599744
2833,-2.2286183,53.4600849
13098,-2.227839,53.460218
8156,-2.2302458,53.4602386
4794,-2.2371125,53.453211
10217,-2.2377429,53.4532229
4793,-2.2373979,53.4532272
4795,-2.237286,53.4533872
13107,-2.235286,53.460463
13197,-2.23757,53.464
177,-2.235482,53.4644321
3636,-2.237162,53.46586
2411,-2.2356531,53.4661286
7617,-2.2355786,53.4668382
8155,-2.2307707,53.4602764
3085,-2.22907,53.4612803
3722,-2.2291258,53.4613477
3723,-2.2291258,53.4613477
12142,-2.2292418,53.4614878
3721,-2.2294711,53.4617645
5863,-2.2283362,53.4619081
11048,-2.2292337,53.4621601
2246,-2.2307221,53.4622385
3769,-2.2297274,53.4623416
215,-2.235249,53.4580552
4978,-2.2329027,53.4605268
4036,-2.2317995,53.4629566
30,-2.2349983,53.4631652
3086,-2.2320623,53.4642456
2310,-2.232517,53.464377
6753,-2.2341342,53.4645977
6752,-2.2339431,53.4646372
6751,-2.234119,53.4646807
11553,-2.2335782,53.4646827
6755,-2.2304239,53.4623419
6797,-2.2295737,53.4626267
6796,-2.2296247,53.4626929
13093,-2.230018,53.46274
3770,-2.2300992,53.4627604
179,-2.2302186,53.4627645
9771,-2.2303728,53.4628961
5212,-2.229792,53.4629096
178,-2.2304056,53.4629221
3771,-2.2303759,53.4630016
3105,-2.2324241,53.4647422
11552,-2.2336491,53.4647703
6817,-2.2318351,53.4648024
31,-2.2319692,53.4649043
7929,-2.2323176,53.4651318
11047,-2.2320489,53.4651783
5864,-2.2337176,53.4652239
7923,-2.2325231,53.4653321
7936,-2.2325397,53.4654894
3654,-2.2322409,53.4655103
3655,-2.2323541,53.4655949
3656,-2.232405,53.4656472
3657,-2.2324075,53.4658021
7930,-2.2326109,53.4658395
11046,-2.2337265,53.4660417
3653,-2.232272,53.4663597
176,-2.2342428,53.4664071
2697,-2.2343342,53.4665464
3659,-2.2343725,53.4666194
3660,-2.2344526,53.4666344
3087,-2.229975,53.463131
7912,-2.2306155,53.463212
12141,-2.2293714,53.4632931
2801,-2.2301502,53.4633094
7922,-2.2310308,53.4638977
7935,-2.2317361,53.4644846
3296,-2.2294625,53.467563
2840,-2.2295683,53.4675999
6754,-2.2317029,53.4680587
389,-2.2275534,53.4698967
12214,-2.2372236,53.4672272
13076,-2.235462,53.467239
12215,-2.2367368,53.4673739
8329,-2.2362177,53.4674313
8330,-2.2362441,53.4674724
11525,-2.2360504,53.4674842
12213,-2.2377769,53.4675182
8331,-2.2359248,53.4675239
12208,-2.2355549,53.4676408
7631,-2.2353454,53.4678725
3661,-2.2343988,53.4666683
3662,-2.2345052,53.4666903
3663,-2.2344347,53.4667279
3084,-2.2338062,53.4668081
3658,-2.2342731,53.4669995
12212,-2.2319487,53.4674975
8635,-2.23523,53.4677435
3664,-2.2350957,53.4677528
2696,-2.2343955,53.4679358
12147,-2.2346444,53.468894
13861,-2.2120442,53.4539295
362,-2.2117455,53.4542052
2635,-2.2132087,53.4542098
9764,-2.2137907,53.4543797
358,-2.2102444,53.4559168
361,-2.2157125,53.4565562
5203,-2.2101953,53.4569568
0,-2.2189334,53.4576282
1037,-2.2185778,53.4580261
5780,-2.2185928,53.4593076
2754,-2.2264025,53.4576084
5709,-2.2268789,53.4576507
13152,-2.222267,53.457687
11052,-2.2264375,53.4578084
3766,-2.227409,53.4578203
11053,-2.2265356,53.4580227
180,-2.2266611,53.4582074
1640,-2.2268655,53.4582831
6748,-2.226763,53.4583575
3651,-2.2270883,53.458452
13495,-2.1941836,53.4575122
3292,-2.2039796,53.4579297
356,-2.1992388,53.4579324
377,-2.201493,53.4581723
357,-2.1998543,53.4589028
359,-2.2082328,53.4591889
406,-2.2055347,53.4602033
413,-2.2060915,53.4609332
414,-2.2041229,53.4615571
5452,-2.1979013,53.462059
2046,-2.2195799,53.4594531
1036,-2.2188765,53.4594695
2045,-2.2193877,53.4594779
2043,-2.219239,53.4594944
2042,-2.219138,53.4595062
2044,-2.218918,53.4595357
13208,-2.217979,53.459569
13245,-2.2093,53.460382
1831,-2.2213246,53.4604442
418,-2.2104472,53.4604508
