,0
0,0.636930754834685
1,0.5897691827822831
2,0.457267623206488
3,0.6024953212726136
4,0.9563318777292575
5,0.40935745477230195
6,0.2202121023081722
7,0.6870867124142234
8,0.5845290081097941
9,0.5770430442919526
10,0.5920149719276356
11,0.6350592638802247
12,0.5620711166562695
13,0.6232064878353087
14,1.0
15,0.43418590143480984
16,0.651902682470368
17,0.5293200249532127
18,0.656581409856519
19,0.5739238927011853
20,0.6069868995633185
21,0.6126013724267001
22,0.8945726762320648
23,0.0
24,0.5764192139737992
25,0.6618839675608235
26,0.5630068621334997
27,0.5489706799750468
28,0.6656269494697442
29,0.5895196506550218
30,0.565190268247037
31,0.6288209606986899
32,0.6768558951965066
33,0.6088583905177793
34,0.6063630692451654
35,0.5536494073611977
36,0.5779787897691828
37,0.5770430442919526
38,0.5645664379288832
39,0.5807860262008735
40,0.6057392389270116
41,0.572052401746725
42,0.620711166562695
43,0.5832813474734873
44,0.6500311915159076
45,0.6004366812227074
46,0.5795383655645665
47,0.6051154086088584
48,0.6207111665626948
49,0.6936993137866502
50,0.5127885215221459
51,0.6606363069245165
52,0.6481597005614472
53,0.41983780411728017
54,0.574235807860262
55,0.5708047411104181
56,0.6356830941983779
57,0.5714285714285712
58,0.5814098565190269
59,0.5595757953836555
60,0.5839051777916406
61,0.5789145352464129
62,0.5920149719276356
63,0.6191515907673113
64,0.6113537117903931
65,0.6481597005614472
66,0.6257018091079228
67,0.5552089831565815
68,0.7011852776044916
69,0.5676855895196506
70,0.6506550218340612
71,0.569557080474111
72,0.5854647535870243
73,0.6101060511540862
74,0.5339987523393637
75,0.6325639426076105
76,0.578914535246413
77,0.5552089831565814
78,0.5801621958827198
79,0.5227698066126014
80,0.6397379912663755
81,0.6172800998128509
82,0.616968184653774
83,0.5645664379288834
84,0.6219588271990019
85,0.601996257018091
86,0.5920149719276356
87,0.6394260761072987
88,0.577666874610106
89,0.6322520274485339
90,0.5892077354959451
91,0.5782907049282596
92,0.5595757953836555
93,0.5733000623830318
94,0.5608234560199625
95,0.6169681846537741
96,0.6113537117903931
97,0.5439800374298192
98,0.6921397379912663
99,0.6394260761072988
100,0.6431690580162196
101,0.5972551466001249
102,0.6756082345601997
103,0.514909544603868
104,0.5895196506550219
105,0.6414223331253897
106,0.5820336868371803
107,0.5570804741110419
