ID,Traffico,no_existing_chg,centroid_x,centroid_y,Colore
0,0.0,0,9.94,53.54,lightcyan
1,0.0,1,9.942598076211352,53.5445,lightcyan
2,0.0,1,9.94,53.549,lightcyan
3,0.0,1,9.942598076211352,53.5535,lightcyan
4,0.0,1,9.94,53.558,lightcyan
5,0.0,0,9.942598076211352,53.5625,lightcyan
6,0.0,0,9.94,53.567,lightcyan
7,0.0,0,9.942598076211352,53.5715,lightcyan
8,0.0,2,9.94,53.576,lightcyan
9,0.0,0,9.945196152422707,53.54,lightcyan
10,657.3171673503108,0,9.94779422863406,53.5445,lightskyblue
11,48.83437877846583,0,9.945196152422707,53.549,lightskyblue
12,259.96812823009776,1,9.94779422863406,53.5535,lightskyblue
13,211.13374945163193,0,9.945196152422707,53.558,lightskyblue
14,240.05481550093808,1,9.94779422863406,53.5625,lightskyblue
15,28.92106604930616,1,9.945196152422707,53.567,lightskyblue
16,329.56634989821333,1,9.94779422863406,53.5715,lightskyblue
17,0.0,0,9.945196152422707,53.576,lightcyan
18,912.7241828577675,0,9.950392304845414,53.54,lightskyblue
19,3650.89673143107,0,9.952990381056766,53.5445,royalblue
20,293.006272670795,1,9.950392304845414,53.549,lightskyblue
21,509.3577855161014,0,9.952990381056766,53.5535,lightskyblue
22,1266.8024967097915,1,9.950392304845414,53.558,deepskyblue
23,517.5970605632806,0,9.952990381056766,53.5625,lightskyblue
24,173.52639629583695,0,9.950392304845414,53.567,lightskyblue
25,1803.871703093443,0,9.952990381056766,53.5715,deepskyblue
26,450.9679257733608,1,9.950392304845414,53.576,lightskyblue
27,1022.4837319373381,0,9.95558845726812,53.54,deepskyblue
28,439.03819631828264,0,9.958186533479473,53.5445,lightskyblue
29,1496.3379437160218,2,9.95558845726812,53.549,deepskyblue
30,317.02366755196203,3,9.958186533479473,53.5535,lightskyblue
31,358.4414384657941,2,9.95558845726812,53.558,lightskyblue
32,478.0420724892224,2,9.958186533479473,53.5625,lightskyblue
33,1187.2113978848329,0,9.95558845726812,53.567,deepskyblue
34,6772.127886073451,1,9.958186533479473,53.5715,darkblue
35,2143.9998972917238,2,9.95558845726812,53.576,deepskyblue
36,109.75954907957066,0,9.960784609690828,53.54,lightskyblue
37,73.17303271971377,0,9.96338268590218,53.5445,lightskyblue
38,322.5626900057174,0,9.960784609690828,53.549,lightskyblue
39,242.5728914463301,1,9.96338268590218,53.5535,lightskyblue
40,405.80406159575045,1,9.960784609690828,53.558,lightskyblue
41,301.28886082516897,2,9.96338268590218,53.5625,lightskyblue
42,182.95106179147373,3,9.960784609690828,53.567,lightskyblue
43,1188.4074977507591,2,9.96338268590218,53.5715,deepskyblue
44,1693.0319715183628,1,9.960784609690828,53.576,deepskyblue
45,0.0,0,9.965980762113535,53.54,lightcyan
46,12.080787915086178,0,9.968578838324888,53.5445,lightskyblue
47,63.530340916363315,2,9.965980762113535,53.549,lightskyblue
48,308.69731800766283,1,9.968578838324888,53.5535,lightskyblue
49,740.9359690745672,3,9.965980762113535,53.558,lightskyblue
50,225.0282024265231,1,9.968578838324888,53.5625,lightskyblue
51,59.71951673851722,2,9.965980762113535,53.567,lightskyblue
52,175.36603863962958,0,9.968578838324888,53.5715,lightskyblue
53,43.841509659907395,1,9.965980762113535,53.576,lightskyblue
54,0.0,0,9.971176914536242,53.54,lightcyan
55,149.6748624030562,0,9.973774990747595,53.5445,lightskyblue
56,72.48472749051707,0,9.971176914536242,53.549,lightskyblue
57,1103.8362687840722,0,9.973774990747595,53.5535,deepskyblue
58,547.2628198295258,1,9.971176914536242,53.558,lightskyblue
59,61.9704256550458,1,9.973774990747595,53.5625,lightskyblue
60,70.30185948899761,1,9.971176914536242,53.567,lightskyblue
61,184.47469263931026,3,9.973774990747595,53.5715,lightskyblue
62,89.96018281973497,1,9.971176914536242,53.576,lightskyblue
63,206.39111173195505,0,9.97637306695895,53.54,lightskyblue
64,825.5644469278202,2,9.978971143170302,53.5445,lightskyblue
65,522.7796984304626,2,9.97637306695895,53.549,lightskyblue
66,2238.6290161644383,2,9.978971143170302,53.5535,deepskyblue
67,3455.943731212289,1,9.97637306695895,53.558,royalblue
68,370.72379317914226,0,9.978971143170302,53.5625,lightskyblue
69,1054.7657236304265,2,9.97637306695895,53.567,deepskyblue
70,4917.786345169556,1,9.978971143170302,53.5715,darkblue
71,1275.5652594522164,1,9.97637306695895,53.576,deepskyblue
72,254.41713603993597,0,9.981569219381656,53.54,lightskyblue
73,192.10409723192367,1,9.984167295593009,53.5445,lightskyblue
74,542.7162600540304,1,9.981569219381656,53.549,lightskyblue
75,884.4651386094978,1,9.984167295593009,53.5535,lightskyblue
76,537.7365795250448,1,9.981569219381656,53.558,lightskyblue
77,2228.491198658843,0,9.984167295593009,53.5625,deepskyblue
78,793.6390851395042,1,9.981569219381656,53.567,lightskyblue
79,1655.0766405875777,1,9.984167295593009,53.5715,deepskyblue
80,1643.2157464392833,0,9.981569219381656,53.576,deepskyblue
81,160.04400582752908,1,9.986765371804363,53.54,lightskyblue
82,448.0719260781927,1,9.989363448015716,53.5445,lightskyblue
83,441.35407509212246,1,9.986765371804363,53.549,lightskyblue
84,1639.6883517525416,0,9.989363448015716,53.5535,deepskyblue
85,890.7368842149621,1,9.986765371804363,53.558,lightskyblue
86,3945.961166211012,3,9.989363448015716,53.5625,royalblue
87,62.6504869870669,2,9.986765371804363,53.567,lightskyblue
88,413.2209005269041,1,9.989363448015716,53.5715,lightskyblue
89,517.0743852786204,0,9.986765371804363,53.576,lightskyblue
