,long,lat
29960,4.4693466,51.8972564
46683,4.4691065,51.8972902
29900,4.4691358,51.8973
43165,4.469229,51.8973493
21390,4.4749276,51.8979266
21391,4.4748747,51.8979419
21392,4.4748275,51.8979562
21393,4.4746473,51.8980108
27575,4.4757537,51.8980148
21394,4.4746104,51.8980213
21395,4.4745567,51.8980361
21396,4.4745098,51.8980521
27576,4.4757269,51.8981099
27577,4.4756947,51.8982167
21398,4.4740137,51.8981949
21399,4.4739631,51.8982095
21400,4.4739151,51.8982228
21401,4.4738672,51.8982364
21403,4.4733603,51.8983717
21404,4.4733188,51.8983823
21405,4.4732678,51.8983933
21406,4.4732129,51.898406
28706,4.4736519,51.8984068
21407,4.4730678,51.898438
21408,4.4730259,51.8984479
21409,4.4729741,51.8984591
21410,4.4729212,51.8984716
21411,4.472499,51.8985888
21412,4.4724601,51.8986034
30978,4.4742583,51.8986174
21413,4.4724197,51.8986207
30977,4.4742419,51.898621
21414,4.4723725,51.8986396
21416,4.4727407,51.8986964
30026,4.4679646,51.8936498
30025,4.4670911,51.893778
30089,4.467796,51.8940399
30143,4.4673539,51.8941162
9033,4.4673222,51.8941505
9034,4.4673222,51.8941505
9036,4.4673798,51.8942076
9035,4.4672264,51.8942198
9031,4.4669238,51.8942611
30014,4.4652444,51.8942923
1370,4.4668807,51.8944672
27709,4.4656594,51.8944733
18528,4.4667904,51.8945354
27707,4.4662193,51.8945376
9032,4.4666987,51.8945999
27706,4.4663798,51.8946143
30083,4.4660106,51.8951739
3825,4.4673235,51.8956524
30172,4.4676915,51.8958491
27705,4.4681444,51.8959517
43013,4.4592219,51.8956727
30061,4.4634582,51.8962027
30062,4.4634354,51.8962308
30063,4.4634107,51.8962649
30064,4.463387,51.8962979
30049,4.4631491,51.8966318
30050,4.4631264,51.8966611
30051,4.4631026,51.8966916
30052,4.4630769,51.8967282
30053,4.4630572,51.8967562
30166,4.4656862,51.8960887
30167,4.4656607,51.8961293
30059,4.4635017,51.8961319
30060,4.463478,51.8961698
30107,4.4644816,51.8962117
30142,4.4681656,51.8963417
30141,4.4681306,51.8963759
30163,4.4640011,51.896494
30171,4.4665039,51.8965239
30162,4.4640279,51.8965271
30170,4.4664757,51.8965553
30169,4.4664435,51.8965785
30168,4.466414,51.8966116
30164,4.4644141,51.8966214
30165,4.4644651,51.8966214
30082,4.4652204,51.8966445
30081,4.4651936,51.8966776
30080,4.4651668,51.8967115
30161,4.4640014,51.8967319
30079,4.4651494,51.8967446
30078,4.4651212,51.8967785
30077,4.4650984,51.8968125
30076,4.4649115,51.8970671
30075,4.4648877,51.8970989
30074,4.464863,51.8971348
30073,4.4648373,51.8971702
30072,4.4648126,51.897202
30071,4.4647869,51.8972349
30070,4.4646366,51.8974539
27735,4.4672025,51.8974774
30054,4.4629188,51.8969386
30055,4.4629039,51.896971
30056,4.4628743,51.8970015
30057,4.4628575,51.8970301
30058,4.4628387,51.8970539
38824,4.4569691,51.8973544
27720,4.4623803,51.8976904
27719,4.4624487,51.8976917
27742,4.4631316,51.8977609
27717,4.4631986,51.8977652
30069,4.4646119,51.8974838
30068,4.4645852,51.8975228
27708,4.4670184,51.8975249
27734,4.4668638,51.8975522
30067,4.4645566,51.8975558
27,4.4665417,51.8975751
30066,4.4645378,51.8975863
30065,4.4645091,51.8976204
27733,4.4663261,51.8977281
8698,4.4673775,51.8977706
27718,4.4634596,51.8977932
27715,4.4673695,51.897801
27732,4.4661893,51.8978021
27740,4.4637457,51.8978253
27738,4.4638207,51.8978311
27710,4.4673615,51.8978313
27737,4.4640244,51.8978529
27739,4.4640988,51.8978602
27724,4.4673535,51.8978617
27716,4.4644351,51.8978636
30173,4.46417,51.8978687
27741,4.4638653,51.897875
27736,4.4639311,51.8978816
27711,4.4673455,51.897892
27731,4.4660736,51.8978921
27730,4.4657563,51.8980511
27712,4.4671307,51.8980872
8699,4.4670766,51.8981067
27725,4.4670312,51.8981239
27713,4.466644,51.8981337
31037,4.4818379,51.8929621
27691,4.481873,51.89305
31036,4.4830852,51.8941051
31035,4.484023,51.8941685
31034,4.4841058,51.8942162
27561,4.4817826,51.8984877
27560,4.4818269,51.8984945
27582,4.4818457,51.8984988
27696,4.4832587,51.8988897
19049,4.4831716,51.8989535
27559,4.4842117,51.8989831
27558,4.4842671,51.8989958
27583,4.4842826,51.8990012
25489,4.483139,51.8990236
28746,4.4823999,51.8992931
30149,4.4818935,51.8995949
30150,4.4819358,51.8995969
30151,4.4819782,51.8995989
30152,4.4820221,51.8996009
28745,4.4817529,51.8996444
27581,4.4815579,51.8984389
27702,4.4809447,51.8988959
30156,4.479788,51.8989347
30155,4.4798173,51.8989538
30154,4.4798434,51.8989709
30153,4.4798694,51.898989
30983,4.4795339,51.899967
28700,4.4791278,51.9000214
30868,4.4799704,51.9000247
27700,4.4799194,51.9001976
30160,4.4785863,51.8990583
30159,4.4786319,51.8990633
30158,4.4786791,51.8990724
30157,4.4787214,51.8990774
27699,4.4779493,51.8993991
6822,4.4784808,51.8995515
26783,4.4782786,51.9009846
28911,4.4768078,51.9010301
28912,4.4768351,51.9010436
28913,4.4769847,51.9010964
30824,4.4828061,51.899702
27701,4.482505,51.8998509
19057,4.4825914,51.8999355
7976,4.4831612,51.9000621
27693,4.4834652,51.9001028
30985,4.4841697,51.9001566
27497,4.4824195,51.9008685
30984,4.4823106,51.9009522
25110,4.4826077,51.9009989
28133,4.4832634,51.9011421
28747,4.480096,51.9005931
30867,4.4808217,51.9011095
27685,4.4808554,51.9013738
27681,4.4807938,51.9014303
25123,4.4804917,51.9015625
25086,4.4796119,51.9017666
25085,4.4795803,51.9018258
27619,4.4810467,51.9018617
