,longitud,latitud
17010,-3.7111989,40.3939137
694,-3.7103756,40.3942992
13146,-3.71088,40.39533
19903,-3.7111157,40.3954284
17003,-3.711282,40.3955032
11520,-3.7110264,40.3956921
25507,-3.7101218,40.3958798
28544,-3.7105517,40.3963044
20920,-3.7112583,40.3969568
52844,-3.7093074,40.3932668
52846,-3.7091136,40.3937673
52847,-3.7089011,40.3941643
50717,-3.7089506,40.3946971
10636,-3.7095978,40.3950305
11226,-3.7098406,40.3951276
13149,-3.7092591,40.3958388
16945,-3.7093289,40.3958752
25470,-3.709034,40.397409
25469,-3.709034,40.397409
52195,-3.7082944,40.3932162
51642,-3.7085126,40.3934475
52194,-3.7080332,40.3935397
11211,-3.7080915,40.3939933
11210,-3.7082656,40.3940756
50721,-3.7086683,40.3942553
43368,-3.7082328,40.3943264
50720,-3.7080125,40.394408
11225,-3.7085423,40.3945158
44226,-3.708119,40.3982178
7242,-3.709052,40.3975231
52326,-3.7095633,40.3976129
52325,-3.7090725,40.3978788
25175,-3.7090153,40.3985024
25176,-3.7090053,40.3985532
8765,-3.7096351,40.4011879
43833,-3.7096597,40.401488
43832,-3.7095834,40.4015749
1810,-3.7089005,40.4020032
22798,-3.709923,40.4025992
16763,-3.7084686,40.3985052
2454,-3.7081825,40.3991563
10267,-3.7085458,40.4009775
10272,-3.7085377,40.4010532
51635,-3.7084685,40.4013158
51636,-3.7084068,40.4013255
51637,-3.7084423,40.4013863
10268,-3.7083961,40.4018927
10273,-3.7084857,40.4019034
10264,-3.7087724,40.4019805
3897,-3.7068841,40.3976328
1893,-3.7068422,40.3977846
1439,-3.7070783,40.3989543
25179,-3.7076546,40.3993586
1528,-3.707014,40.3995673
48868,-3.7074222,40.4005807
5173,-3.7075241,40.4016583
36525,-3.7077145,40.4022385
22795,-3.7070923,40.4030371
10269,-3.7076069,40.4034422
9883,-3.7078026,40.4022063
23126,-3.7083335,40.4023453
4010,-3.7080332,40.4023474
25185,-3.7082312,40.4026587
10271,-3.7087729,40.4027131
10263,-3.7087488,40.4031548
1305,-3.7081487,40.4033042
10270,-3.7079324,40.4033672
33470,-3.7082949,40.4036053
33469,-3.7084328,40.403676
24026,-3.7106312,40.4019006
22855,-3.710911,40.4023604
22856,-3.7105897,40.4026184
19587,-3.7101354,40.4026871
21603,-3.7106882,40.4028287
22797,-3.7108266,40.4033082
21622,-3.7113274,40.4033142
20488,-3.7107355,40.4034913
10585,-3.7105797,40.4043439
48532,-3.7105987,40.4044445
19588,-3.7092207,40.4030054
10266,-3.708924,40.4030888
10700,-3.7096882,40.4032637
10309,-3.7094722,40.4032899
2121,-3.7097474,40.4033159
10699,-3.7088264,40.403472
10308,-3.708787,40.4041412
10310,-3.7088147,40.4041843
9882,-3.7094396,40.4042322
10147,-3.7094873,40.4045624
4011,-3.7083683,40.4036977
2453,-3.7078934,40.4037012
10307,-3.7085283,40.4041108
10306,-3.7086479,40.4041227
10156,-3.7087013,40.4041952
10313,-3.7085948,40.4042327
10311,-3.708752,40.4042799
10312,-3.7086414,40.4043011
10265,-3.7080334,40.4044092
10219,-3.7080409,40.4044525
54234,-3.7020352,40.3982089
43393,-3.7018925,40.3986865
19523,-3.7018134,40.4001656
17666,-3.7021803,40.401479
29052,-3.7020506,40.401947
17913,-3.7024504,40.40248
25366,-3.7018304,40.4026325
26856,-3.7019971,40.403136
17911,-3.7026207,40.4032499
5905,-3.7023981,40.4033413
8764,-3.7028588,40.4004244
17916,-3.7029407,40.400776
25182,-3.7026483,40.40105
608,-3.7031018,40.4021177
17914,-3.7028385,40.4026422
16682,-3.7028771,40.4026898
17912,-3.7026399,40.402729
46100,-3.7032654,40.4028384
29053,-3.7028306,40.4029431
46098,-3.703389,40.4029545
3877,-3.7009067,40.4026412
8772,-3.7010939,40.4029081
234,-3.7011902,40.4029771
21070,-3.7015255,40.4033823
48314,-3.7015849,40.4034541
233,-3.701651,40.4035317
232,-3.7016814,40.4036196
245,-3.7012155,40.4036812
240,-3.7014278,40.4039506
251,-3.7011604,40.4040328
46097,-3.7029136,40.4030612
46096,-3.7029206,40.4030651
46099,-3.7031751,40.4030936
5903,-3.7026444,40.4034644
20446,-3.7027555,40.4037961
19689,-3.7026485,40.4044879
8770,-3.7027493,40.4044896
19590,-3.7032873,40.4045039
22871,-3.7033671,40.4046051
19466,-3.7034058,40.4046351
17694,-3.7024478,40.4033624
17691,-3.7025484,40.403521
17692,-3.7019913,40.4038975
231,-3.7020095,40.4040023
46106,-3.7020779,40.4041173
227,-3.7021908,40.4042641
18531,-3.7017098,40.4042844
226,-3.7022372,40.4043334
19591,-3.7022574,40.4043581
238,-3.7018264,40.4044417
242,-3.7009208,40.4040925
239,-3.7015443,40.4041266
241,-3.7013673,40.4041585
17693,-3.7010618,40.4044853
244,-3.7014847,40.4047549
243,-3.7015311,40.4051443
20551,-3.7012806,40.4052363
30352,-3.7009331,40.4052891
23192,-3.700971,40.4053109
25369,-3.7014668,40.4054878
8767,-3.7036891,40.4025328
16701,-3.7040102,40.4044625
19465,-3.7037495,40.4045515
34838,-3.7034922,40.4045573
12041,-3.703938,40.4072097
18634,-3.7038731,40.4073934
18784,-3.7038788,40.407471
20531,-3.7041481,40.407486
36321,-3.7037345,40.407499
36322,-3.7035022,40.4075531
24183,-3.7024968,40.4044938
19690,-3.7023822,40.404511
27113,-3.701887,40.4045173
237,-3.7019897,40.4046885
236,-3.7019897,40.4046885
235,-3.701739,40.4049613
39547,-3.7017888,40.4054052
14636,-3.7020894,40.4054128
4189,-3.7020968,40.4057364
25367,-3.7017728,40.4059487
28299,-3.7013991,40.405511
28298,-3.7013584,40.4055305
28297,-3.7011936,40.4055843
3397,-3.7011327,40.4058199
25365,-3.7013996,40.4061361
10865,-3.7014976,40.4062821
22870,-3.7013774,40.4064716
22869,-3.7013382,40.4065284
4190,-3.7014627,40.4065752
42843,-3.7014482,40.4066683
13275,-3.7027764,40.4046499
17819,-3.7032136,40.4052779
17822,-3.7031063,40.4053841
17818,-3.7030097,40.4054596
17823,-3.70294,40.4055209
4171,-3.7028906,40.4055251
42015,-3.7029214,40.4059102
16698,-3.7034568,40.4073138
34125,-3.7031961,40.4074282
16172,-3.7028203,40.4076918
17144,-3.689698,40.3692104
1314,-3.6895579,40.3701865
17193,-3.6902083,40.371301
17170,-3.6893223,40.3736621
45958,-3.6895456,40.3745392
25724,-3.6885738,40.374769
25728,-3.6884515,40.3767562
25729,-3.6890715,40.377721
25730,-3.6905425,40.3779085
25734,-3.6896833,40.3786813
38585,-3.6921994,40.3747416
38589,-3.6923568,40.3749065
37066,-3.692395,40.3750338
17199,-3.6909304,40.3750837
4921,-3.691975,40.3821162
41908,-3.6923237,40.3832383
41909,-3.6923357,40.3832414
41910,-3.692317,40.3832475
41911,-3.6913683,40.384164
41913,-3.6913817,40.3841753
36899,-3.686867,40.3753912
36898,-3.686877,40.3754757
36897,-3.6868834,40.3755439
2522,-3.6865826,40.377684
33449,-3.6865679,40.3776916
40052,-3.6863915,40.3784555
40053,-3.6866455,40.3786662
5125,-3.6866771,40.378807
41915,-3.686439,40.380664
38611,-3.6874803,40.3857051
44230,-3.690386,40.3787383
41914,-3.6883219,40.3823802
20550,-3.6887563,40.3843159
28479,-3.6892025,40.385508
41964,-3.6907573,40.3871978
41967,-3.6907385,40.3871997
16955,-3.689166,40.3884822
25517,-3.6900586,40.38911
2241,-3.6903193,40.3893486
25518,-3.6902364,40.3894169
41912,-3.6913683,40.3841763
8674,-3.6922064,40.3857579
8681,-3.6922118,40.3858233
55774,-3.6913904,40.3862517
14081,-3.6908621,40.3862643
8690,-3.6919694,40.3862969
8688,-3.6919465,40.3862994
8686,-3.6916592,40.3871431
8687,-3.6917397,40.3871717
17997,-3.6919082,40.3877092
16926,-3.6879485,40.3858488
51131,-3.6869723,40.3860498
51129,-3.6868808,40.3861144
51130,-3.6867382,40.3862005
1100,-3.6868441,40.3871483
2855,-3.6877409,40.3880829
41961,-3.6879141,40.3884264
41960,-3.6879235,40.3884305
25516,-3.6865887,40.3886236
25519,-3.6874727,40.3903262
8691,-3.6923298,40.3877927
1956,-3.6926809,40.3877953
8684,-3.6922922,40.3878091
16960,-3.691019,40.3882259
28322,-3.6910665,40.3883103
39511,-3.6910869,40.388423
8692,-3.6925014,40.3886957
8685,-3.6925819,40.3887774
8680,-3.6926925,40.3890522
8676,-3.692707,40.3890653
14078,-3.694199,40.3878854
14082,-3.6931749,40.3881674
1674,-3.6933444,40.3883121
14080,-3.693576,40.3883312
14083,-3.6937563,40.3888575
8689,-3.6930904,40.3897903
10926,-3.6934906,40.3898507
10925,-3.6931649,40.389898
8683,-3.6939659,40.3904424
8671,-3.6940249,40.3904547
14079,-3.692129,40.3892931
41969,-3.6918624,40.3893182
41968,-3.6918758,40.3893303
12181,-3.6917462,40.3896337
8672,-3.6924578,40.3898302
8682,-3.6924769,40.3898416
39508,-3.6924032,40.3898798
16989,-3.6928662,40.3901205
45961,-3.6914466,40.3906957
41963,-3.6928478,40.3910802
12180,-3.6902288,40.3901461
45960,-3.6903397,40.3903974
7876,-3.6894528,40.3904122
12179,-3.6896266,40.3905905
16975,-3.6891149,40.3909705
35557,-3.6887094,40.3910281
45959,-3.6894509,40.392024
10641,-3.6885513,40.3923847
16956,-3.6887433,40.39273
47918,-3.6903446,40.3931624
32668,-3.69391,40.3907159
31634,-3.6942029,40.3908491
31632,-3.6942955,40.3909215
41970,-3.6944342,40.390936
32781,-3.6944538,40.3909551
31631,-3.6943716,40.3909651
32785,-3.6942754,40.3910166
32786,-3.6944505,40.3911028
31633,-3.6943556,40.3912711
16954,-3.6940833,40.3913774
8677,-3.6947333,40.3906553
12850,-3.6949838,40.3910969
41904,-3.6950145,40.3911489
33035,-3.694792,40.3917082
8658,-3.6951968,40.39176
8714,-3.6951959,40.3918369
8629,-3.6959205,40.3919291
44168,-3.6947695,40.3920111
8755,-3.6947613,40.3921718
8756,-3.6947225,40.3924736
8679,-3.6944765,40.3914286
50736,-3.6946404,40.3915892
8752,-3.6937667,40.3916698
8751,-3.6936871,40.3916886
19827,-3.6934714,40.3917618
20012,-3.6931135,40.3918922
54708,-3.6931121,40.3919112
19938,-3.6932488,40.392121
8749,-3.6932917,40.3921939
19935,-3.6933526,40.3923001
8656,-3.6965382,40.3922912
8655,-3.6965838,40.3923218
3900,-3.6965237,40.3923721
8721,-3.6961081,40.3924644
8726,-3.6968698,40.3926523
8597,-3.697135,40.3928061
29759,-3.6968041,40.3929442
8725,-3.6974072,40.3930021
8722,-3.6961671,40.3930915
8723,-3.6968564,40.3931426
32967,-3.693574,40.3926722
8750,-3.6942438,40.3931425
8757,-3.6946347,40.3932428
16986,-3.6946272,40.3933047
8698,-3.6946214,40.3933474
32787,-3.6946169,40.3934511
19936,-3.6941595,40.3937132
8748,-3.6942281,40.3938317
988,-3.6935148,40.3943159
14709,-3.6943052,40.3945613
50630,-3.6953972,40.3928986
8720,-3.6951157,40.3929016
4305,-3.695027,40.3929561
23621,-3.6950098,40.3931932
8724,-3.696035,40.3932744
16987,-3.6949744,40.3936347
8631,-3.6950161,40.3936719
22680,-3.6953798,40.3939525
8693,-3.6956517,40.3942261
41901,-3.6947573,40.3944912
45858,-3.6969188,40.3936993
8704,-3.6966768,40.3937268
8637,-3.6966646,40.3939759
8643,-3.6966442,40.3939789
25505,-3.6968243,40.394271
8727,-3.6961358,40.3943179
41068,-3.696855,40.3944237
8728,-3.696178,40.3944563
8729,-3.6967196,40.3944582
8711,-3.6962417,40.3945407
34197,-3.6952311,40.3946213
34196,-3.6952311,40.3946213
2455,-3.6958532,40.3948613
8747,-3.6949685,40.3949023
54555,-3.6950272,40.3950106
49363,-3.6950658,40.3950387
25661,-3.6955739,40.3951359
8746,-3.6951744,40.3952005
32790,-3.6947487,40.3956033
8719,-3.6960173,40.3957157
8703,-3.6965556,40.3949452
39550,-3.6963505,40.3951407
8777,-3.6968658,40.3953897
8700,-3.6964563,40.3954109
8740,-3.6972185,40.3954142
8708,-3.6964885,40.3955334
8739,-3.6968966,40.3955776
16983,-3.6968015,40.3955796
8730,-3.6969074,40.3962803
8745,-3.6966787,40.3967276
52309,-3.694187,40.3945859
32794,-3.6943939,40.3953992
32795,-3.6943192,40.3960364
34382,-3.6938744,40.396259
32802,-3.6945541,40.3971954
32793,-3.6945431,40.3973103
32803,-3.6945331,40.3973449
45878,-3.6940843,40.3975021
32789,-3.6941368,40.3975205
32792,-3.6945437,40.3975284
43492,-3.7003102,40.3891974
10172,-3.7004158,40.3893878
43493,-3.7006131,40.3894291
43617,-3.7005328,40.390022
43370,-3.7001151,40.3905496
43495,-3.7004275,40.3909872
52451,-3.7001511,40.3910876
20918,-3.7006744,40.392434
23686,-3.7003451,40.3944347
35359,-3.7002739,40.3947193
51215,-3.6976627,40.3920127
49099,-3.6978319,40.3920606
46439,-3.6974473,40.3922798
44466,-3.6974809,40.3923552
52324,-3.6985876,40.3930388
54932,-3.6984254,40.3931415
21224,-3.6984774,40.3932574
22681,-3.6978022,40.3933558
3097,-3.697912,40.3933761
54933,-3.6986338,40.393449
48450,-3.6991694,40.3889881
51679,-3.6992321,40.3895792
48369,-3.6988751,40.3959862
30942,-3.6990748,40.3960389
8663,-3.6991991,40.3964475
19913,-3.6989382,40.3972119
8696,-3.6992085,40.397226
8635,-3.6996844,40.3977535
16697,-3.6995507,40.3981949
8738,-3.6994823,40.3982821
13407,-3.6977921,40.3938865
8660,-3.6982766,40.3941176
8644,-3.6983433,40.394287
8642,-3.6983486,40.394332
35690,-3.698621,40.3949228
8697,-3.6978547,40.3949724
8741,-3.6976477,40.395022
8638,-3.6982521,40.3950224
8773,-3.698056,40.3950703
51082,-3.6981593,40.395153
8732,-3.6985337,40.3951661
51081,-3.6981545,40.3951935
8707,-3.6976312,40.3952352
8661,-3.698515,40.3952903
8646,-3.6982092,40.3953207
8647,-3.6982038,40.3953554
51079,-3.6981194,40.3955099
51080,-3.6981092,40.3955577
8733,-3.6984802,40.3955679
16965,-3.6984827,40.3956566
21223,-3.700921,40.3925393
43371,-3.7012226,40.3939483
8653,-3.7011776,40.3956741
8652,-3.7012022,40.3956755
8662,-3.7011909,40.3958958
16984,-3.7011336,40.3965188
7328,-3.7014983,40.3971558
52732,-3.7014055,40.3976135
8634,-3.7014587,40.3983786
32670,-3.7011778,40.3986501
20038,-3.6999482,40.3948337
10924,-3.7000665,40.3949243
3899,-3.7002982,40.3950852
35358,-3.7004927,40.3954752
8735,-3.7004264,40.3957819
8651,-3.7000921,40.3958742
8650,-3.7000867,40.3959171
8734,-3.6999865,40.3969094
49522,-3.7003514,40.3972306
8706,-3.6996955,40.3972532
8717,-3.6986454,40.3957696
8695,-3.698423,40.3960289
8731,-3.6980167,40.3960579
8699,-3.6984504,40.3962222
8641,-3.6983084,40.3963277
8645,-3.6983057,40.3963727
8666,-3.6979293,40.3965246
29228,-3.6979798,40.3966992
8718,-3.6983144,40.3971482
21328,-3.6981827,40.3978717
8633,-3.6996978,40.397727
39042,-3.7000834,40.3982214
8737,-3.7004586,40.3982413
2202,-3.7000052,40.3988717
807,-3.699962,40.3990263
8715,-3.7007295,40.3991053
1532,-3.7001076,40.3994561
17464,-3.7003188,40.3995468
8630,-3.7002181,40.3996174
8667,-3.6999893,40.3997057
8636,-3.6981663,40.397966
8632,-3.6982199,40.3979701
20051,-3.6977947,40.3979939
8664,-3.6981931,40.3980962
8678,-3.6978524,40.3985093
39041,-3.6982112,40.3989072
8709,-3.6985806,40.3993328
29758,-3.6985884,40.3994086
3220,-3.6976732,40.3994442
46617,-3.6981773,40.3994673
41962,-3.6928559,40.3910812
45962,-3.6922299,40.3910831
54233,-3.6930863,40.3919143
8753,-3.6929196,40.3919476
45141,-3.6912281,40.3920205
11505,-3.6923406,40.3921394
11506,-3.6916569,40.392162
1771,-3.691757,40.3929208
35498,-3.6916876,40.3932129
35633,-3.6915204,40.3932711
1847,-3.6873822,40.3907752
34423,-3.6868428,40.3910423
25520,-3.6866857,40.3913987
47210,-3.6865157,40.3920112
17975,-3.686254,40.3930874
2541,-3.6863512,40.3931446
50718,-3.6877006,40.3935125
19491,-3.6877738,40.3947481
2525,-3.68616,40.3949273
2542,-3.6878256,40.3961005
3221,-3.6926106,40.3937307
13148,-3.6929658,40.3958134
41443,-3.6929558,40.396209
2035,-3.6911319,40.3963299
16953,-3.6929201,40.396495
867,-3.6923674,40.397388
2530,-3.6910855,40.3977673
43995,-3.6925282,40.398663
47684,-3.6925951,40.3992753
2529,-3.6921489,40.3993218
34773,-3.6905902,40.3935946
51546,-3.6890985,40.3937945
51547,-3.6891402,40.393869
3222,-3.6894456,40.3940902
23038,-3.6883594,40.3954889
2540,-3.6885056,40.3956024
55692,-3.6890648,40.3978657
10638,-3.6890727,40.3991593
10637,-3.6894796,40.3991685
2644,-3.6905695,40.4001752
11336,-3.6877292,40.3961517
10640,-3.6864469,40.3978767
52134,-3.6860409,40.3979506
4560,-3.6857821,40.3981459
2585,-3.687065,40.3982278
8314,-3.6864646,40.398235
46246,-3.6864633,40.3982359
8315,-3.6866854,40.3983475
46247,-3.6862817,40.398357
10639,-3.6873418,40.3983805
46248,-3.6861911,40.3984175
8316,-3.686675,40.3984367
8313,-3.6858405,40.3986515
46249,-3.68601,40.3988056
46250,-3.6860196,40.3988094
46245,-3.6876079,40.3988284
46251,-3.6863524,40.3988908
46244,-3.6875306,40.398949
25136,-3.6873941,40.398998
46243,-3.687526,40.399011
2645,-3.6871277,40.399136
4035,-3.6865978,40.3991551
4036,-3.6856835,40.3992732
4059,-3.6857194,40.3994543
4162,-3.6869016,40.4001962
16517,-3.6880541,40.4003326
4060,-3.686867,40.4003889
4061,-3.6879754,40.4004467
4561,-3.6862703,40.4004949
4065,-3.6879258,40.4010421
46273,-3.6908374,40.4003931
4483,-3.6908372,40.4003953
1641,-3.6887802,40.4004619
46277,-3.6896117,40.400525
2537,-3.6896111,40.4005311
46276,-3.6902419,40.400577
46275,-3.6907537,40.4005932
46274,-3.6907522,40.400594
44872,-3.6899762,40.4006069
4062,-3.6882135,40.4006752
44871,-3.6911135,40.4006049
16516,-3.6912375,40.4006317
44591,-3.6912204,40.400814
22908,-3.6923224,40.4008631
32814,-3.6929224,40.4008901
22912,-3.6930754,40.4009009
45511,-3.6911563,40.4011009
22873,-3.69101,40.4016429
22872,-3.6923924,40.4017357
45510,-3.6910973,40.4018506
22874,-3.688154,40.40072
4063,-3.6881593,40.4012913
17427,-3.6881482,40.4014809
4066,-3.6883969,40.4014836
52023,-3.6885735,40.4015212
31550,-3.690257,40.4016716
46486,-3.6895918,40.4026567
31946,-3.6899814,40.4026819
11879,-3.6902256,40.4026876
14414,-3.6904272,40.4026954
8670,-3.6962994,40.3968085
16680,-3.6967988,40.3968759
8640,-3.696753,40.3969778
8669,-3.6964256,40.3969863
8639,-3.6967851,40.3970197
8702,-3.696987,40.3971675
8668,-3.6964218,40.397502
16388,-3.6960684,40.3976317
21106,-3.6969722,40.3977957
49403,-3.6963459,40.3982028
32791,-3.6941459,40.3975868
32796,-3.6944988,40.3976535
32782,-3.694488,40.3977611
32788,-3.694476,40.3978512
32801,-3.6944647,40.397935
32804,-3.6944648,40.3979858
32810,-3.6944597,40.3980285
14710,-3.6941284,40.3981006
32805,-3.6944448,40.3981592
8774,-3.6944339,40.3982538
16985,-3.6947383,40.3958883
16696,-3.6949189,40.3973941
32800,-3.6946584,40.3975351
10109,-3.6949476,40.3986111
16677,-3.6958983,40.3986832
10940,-3.6951226,40.3992807
40362,-3.6949176,40.4000325
40363,-3.6954873,40.4000577
16676,-3.6958624,40.4000769
50002,-3.6950282,40.4006364
4449,-3.6940573,40.3982958
32813,-3.6944199,40.3983266
32806,-3.6944125,40.3983873
32811,-3.6940353,40.3984284
32807,-3.6944154,40.3985649
32808,-3.6943896,40.3986419
1343,-3.6940308,40.3986548
32809,-3.6945407,40.3986637
32812,-3.6943771,40.3987532
16540,-3.69435,40.3990746
10260,-3.6964246,40.3993644
46616,-3.6964275,40.3993646
46615,-3.6964244,40.3993663
46614,-3.6963565,40.3999881
10261,-3.6963561,40.3999919
46613,-3.6963598,40.3999922
40364,-3.6961084,40.4000929
1150,-3.6960556,40.4006138
17938,-3.6963799,40.4007059
7179,-3.6960566,40.4007161
22909,-3.6943108,40.3992818
40360,-3.6942697,40.3998824
40361,-3.6944668,40.40001
10227,-3.6942132,40.4001257
22913,-3.6941932,40.4003234
16539,-3.6941884,40.400587
10908,-3.694285,40.400625
51543,-3.6938114,40.4007673
43958,-3.6936146,40.4008745
32799,-3.6933071,40.4008991
32815,-3.6933962,40.400907
32797,-3.6934744,40.4009086
22910,-3.6937355,40.4009417
17442,-3.694403,40.4010063
18494,-3.6937099,40.4011626
18501,-3.6940987,40.4013578
18648,-3.6940736,40.4015035
46252,-3.6932224,40.4017821
16543,-3.6944612,40.4018184
19526,-3.6935836,40.4020093
18498,-3.6968768,40.4007252
32298,-3.6965793,40.4007255
7408,-3.6967546,40.4007474
18502,-3.6971527,40.400752
18504,-3.6972095,40.4007556
16685,-3.6973118,40.4007579
13884,-3.6960675,40.4024342
49744,-3.6964497,40.4024381
257,-3.6974369,40.4027377
258,-3.696878,40.4028283
40171,-3.6949523,40.4006468
18505,-3.6953832,40.4009486
17441,-3.6947623,40.4010249
40549,-3.6950016,40.4010374
16573,-3.6953888,40.401053
40548,-3.6955353,40.4010578
48829,-3.694901,40.4018625
25184,-3.6950374,40.4022007
19529,-3.6947126,40.4027643
16672,-3.6960179,40.4029978
38550,-3.6960563,40.4029392
40605,-3.6961257,40.4030198
35600,-3.6973694,40.4032059
21166,-3.6961152,40.4033346
21165,-3.696229,40.4033442
259,-3.6968298,40.4034105
10218,-3.6971298,40.4036098
264,-3.6964406,40.4038286
26529,-3.6968966,40.4038465
6643,-3.6968507,40.403893
8705,-3.6995409,40.3984994
49678,-3.6994736,40.3987098
8701,-3.6996535,40.3987568
2179,-3.6995832,40.3993478
39040,-3.6987519,40.3997006
44298,-3.6987925,40.3997695
8694,-3.6989808,40.3999018
18487,-3.699529,40.4002335
8710,-3.699367,40.400245
20182,-3.6992087,40.4002834
17463,-3.7011479,40.3986851
8744,-3.7011208,40.3987063
16703,-3.701535,40.3987542
17462,-3.7010713,40.3987701
8665,-3.7014414,40.3988617
17465,-3.7008439,40.3989444
8716,-3.7009017,40.3989471
1894,-3.700898,40.4006819
16683,-3.7013182,40.4006909
2062,-3.7009696,40.4007662
16220,-3.7006011,40.3997336
39044,-3.7006841,40.3997922
16218,-3.7000252,40.3998479
38837,-3.7004362,40.3999901
18486,-3.6999258,40.4000225
10909,-3.6998572,40.4001129
16704,-3.6999881,40.400476
52089,-3.7000774,40.4005719
52090,-3.7000944,40.4006072
20053,-3.7002233,40.4007635
46618,-3.6981854,40.3994676
16679,-3.6986893,40.3995996
44697,-3.6984123,40.399725
25662,-3.6985656,40.4006457
18500,-3.6975217,40.4007679
3722,-3.697439,40.4007679
46088,-3.6977533,40.400786
20052,-3.697552,40.4011536
18490,-3.6983003,40.4011916
3723,-3.6983517,40.4011969
41899,-3.6992868,40.4009413
35363,-3.6994222,40.4013941
35360,-3.6994436,40.4014778
35362,-3.6991245,40.4014819
35361,-3.6992773,40.4014921
35364,-3.6996689,40.4015432
25663,-3.699549,40.4015606
32630,-3.6987517,40.4017986
1144,-3.6987654,40.4018515
35365,-3.6992366,40.4022855
52088,-3.7002519,40.4008052
39043,-3.6999534,40.4008631
52087,-3.7003182,40.4008992
32798,-3.6998818,40.4012255
8768,-3.7002724,40.4017932
38606,-3.6997103,40.4018701
16678,-3.7005414,40.4021236
4441,-3.700676,40.4022712
25664,-3.7002433,40.4024195
20552,-3.7003301,40.4025645
18489,-3.6981613,40.4012012
18488,-3.6985617,40.4012239
17808,-3.6975942,40.4016182
47544,-3.6984186,40.4016612
35342,-3.6985855,40.4018543
10553,-3.6985008,40.4021252
49038,-3.697839,40.4022818
35919,-3.6986708,40.4023653
16702,-3.6977537,40.4023978
13885,-3.6977066,40.402977
11937,-3.6975862,40.4030263
35368,-3.6976505,40.4030789
21075,-3.6980736,40.4031413
35369,-3.6975596,40.4031756
35367,-3.6976907,40.403179
6644,-3.6980171,40.4033958
6642,-3.6981029,40.4035592
39440,-3.6986513,40.4042211
23194,-3.6980941,40.4042809
39439,-3.6984734,40.4047072
4624,-3.6997514,40.4026991
246,-3.7006404,40.4036669
250,-3.699753,40.4036777
247,-3.7000905,40.403803
249,-3.7000048,40.4039372
40425,-3.6999383,40.404211
40424,-3.7002787,40.40427
43020,-3.70074,40.4043287
252,-3.7003536,40.404458
28296,-3.7005902,40.4057319
23107,-3.6987436,40.4031574
20898,-3.6993281,40.4033028
248,-3.6995978,40.4037373
16695,-3.6987735,40.4039857
21768,-3.6994297,40.4057284
26609,-3.6987538,40.4059339
14985,-3.6992479,40.4060316
26610,-3.6993059,40.4060744
5964,-3.698953,40.4061701
15017,-3.6988754,40.4061912
19527,-3.694097,40.4020451
18506,-3.6935589,40.4024273
40547,-3.6939367,40.4026336
18645,-3.6939294,40.402728
22911,-3.693924,40.4027577
23039,-3.6932139,40.4028285
18507,-3.6934788,40.4031815
10222,-3.6934118,40.4031976
16538,-3.6938573,40.4033929
18493,-3.6934301,40.4034397
16534,-3.6924244,40.4023617
46411,-3.6909913,40.4025858
54561,-3.6921484,40.402682
44873,-3.6912717,40.402819
10220,-3.6920111,40.4028381
10221,-3.6918346,40.4030609
31947,-3.6916729,40.4030655
10223,-3.6928247,40.4031243
3702,-3.6930239,40.403152
17917,-3.690922,40.4033485
3696,-3.6909081,40.4037318
3695,-3.6909403,40.4038625
1822,-3.6916096,40.4038674
23157,-3.6922626,40.4039772
16520,-3.6923513,40.4041476
18571,-3.6925371,40.4041533
23516,-3.6920092,40.4041637
45513,-3.692028,40.404227
44258,-3.6919853,40.4043438
38900,-3.6920631,40.404724
44874,-3.6896919,40.4027312
45512,-3.6905649,40.4030128
16524,-3.6905699,40.4030845
3096,-3.690538,40.4035341
24184,-3.6898889,40.4042469
16525,-3.6908046,40.4045778
2361,-3.6894411,40.4054717
11567,-3.6888019,40.4062481
17633,-3.6885995,40.4063
53121,-3.6902737,40.4065354
22875,-3.6861543,40.4010658
4119,-3.6867402,40.401104
4118,-3.6868605,40.401209
3109,-3.6869801,40.4014111
25138,-3.6860234,40.4061264
3411,-3.6875332,40.4068166
50726,-3.6878284,40.4069395
3412,-3.6878773,40.4069545
39548,-3.6860002,40.4097807
9885,-3.6862568,40.4098091
14711,-3.6933356,40.4051306
3206,-3.6936762,40.4051563
18646,-3.6936425,40.4053803
18649,-3.6936388,40.4054046
18643,-3.6936026,40.4055719
1603,-3.6937054,40.4055933
26891,-3.6935961,40.4056151
18637,-3.6935636,40.4058558
18650,-3.6935589,40.4058915
18503,-3.693159,40.4060124
23515,-3.6919731,40.4047833
23514,-3.692178,40.4048423
20899,-3.6921586,40.4056605
2123,-3.6927478,40.4056984
20900,-3.6922605,40.4059791
25479,-3.692107,40.4060296
48068,-3.6924494,40.4060867
8121,-3.6921657,40.4062398
52745,-3.6909706,40.4065526
40136,-3.6930174,40.406589
26897,-3.6935415,40.4060697
18651,-3.6935332,40.4061664
18499,-3.6931054,40.4063237
18641,-3.6934967,40.4064492
18638,-3.6934992,40.4065208
41900,-3.6942308,40.4065214
18652,-3.6934859,40.4066137
18511,-3.6930894,40.4066949
41775,-3.6938229,40.4066984
18512,-3.6934658,40.4067884
51220,-3.6925218,40.4066306
20901,-3.6926682,40.4067402
1005,-3.6929957,40.4068951
18510,-3.6930285,40.4070797
50739,-3.6928538,40.4071688
35432,-3.6917465,40.4072366
37123,-3.6913193,40.4072642
164,-3.6911438,40.4074382
14657,-3.6917121,40.4075499
