,longitud,latitud
39481,-3.7635816,40.3839214
53286,-3.7607653,40.3839732
53283,-3.7607952,40.3840305
25214,-3.7607945,40.3840602
53285,-3.7607562,40.3840643
54092,-3.7746312,40.3795572
53865,-3.773527,40.3795631
17116,-3.7707998,40.3796148
53496,-3.7766742,40.3796202
54091,-3.7746684,40.3796417
53541,-3.7747394,40.3798137
53500,-3.7765162,40.3798205
53540,-3.7747475,40.3798321
53539,-3.7747562,40.3798546
53879,-3.771783,40.3799475
53129,-3.7763018,40.3799565
53864,-3.7736826,40.3800003
53880,-3.7717267,40.3800048
53881,-3.771714,40.3800118
53499,-3.7764664,40.3800218
53877,-3.7718237,40.3800524
53542,-3.7750373,40.3800864
53543,-3.775048,40.3801129
54090,-3.7748096,40.3801551
53878,-3.7714761,40.3802375
53389,-3.7778368,40.3800378
53175,-3.7793258,40.3800429
53388,-3.7779517,40.3800848
53174,-3.7791148,40.3800875
53821,-3.7779341,40.3800952
52638,-3.7806525,40.3801608
52620,-3.7808669,40.3801677
53384,-3.7779325,40.3801969
53383,-3.7781312,40.3802356
53382,-3.7780257,40.3802474
620,-3.7726641,40.3802565
53866,-3.7724513,40.3802571
53498,-3.776405,40.3802836
53497,-3.7764017,40.3803035
53860,-3.7734886,40.3803566
53863,-3.7738107,40.3803589
53544,-3.7751336,40.3804267
53867,-3.7722094,40.380456
703,-3.7762829,40.3804575
53226,-3.7764876,40.3804719
17095,-3.7769971,40.3804811
53545,-3.7752012,40.380495
53868,-3.7721405,40.3805189
53394,-3.7772292,40.3805196
53225,-3.7770915,40.3805235
53546,-3.7752082,40.3806179
54089,-3.7749992,40.3806846
53550,-3.7755109,40.3806893
53551,-3.775403,40.3807072
53552,-3.7753332,40.3807159
6653,-3.7663603,40.3783625
17109,-3.7668198,40.3788703
53827,-3.7679629,40.3797415
53538,-3.7700519,40.3806696
11272,-3.7650042,40.3819233
1246,-3.7701073,40.382116
2457,-3.7645538,40.3821247
5948,-3.7661542,40.3822464
5949,-3.7653613,40.3829507
11273,-3.7642026,40.3830165
53862,-3.7739081,40.3807258
53547,-3.775214,40.380743
53553,-3.7754119,40.3807642
53423,-3.7762651,40.3807804
53555,-3.7755306,40.3808035
53554,-3.7755275,40.3808182
53861,-3.7736757,40.3808199
53495,-3.7750699,40.3808632
53556,-3.7755213,40.3808851
53494,-3.7756005,40.3809434
54088,-3.7750913,40.38098
54087,-3.775136,40.380985
54086,-3.7751411,40.380997
54085,-3.7751462,40.3810094
53493,-3.7753322,40.3810669
688,-3.7739574,40.3810677
17110,-3.7744193,40.3810901
53455,-3.7760862,40.3811804
53432,-3.7762541,40.3811888
53456,-3.7760107,40.381198
53459,-3.7754474,40.3812214
53454,-3.7757481,40.3812549
53431,-3.7762751,40.3812564
53424,-3.7764064,40.3812702
53451,-3.775567,40.3812825
53429,-3.776285,40.3812879
53425,-3.7763802,40.3812902
53427,-3.7763235,40.3812999
25209,-3.7756315,40.3813012
53426,-3.7763912,40.381328
35114,-3.7927854,40.3793815
25659,-3.7948401,40.3794341
35112,-3.792387,40.3794697
35193,-3.7920236,40.3795149
35192,-3.7920042,40.379528
35115,-3.7925713,40.3795415
35113,-3.792528,40.3795756
35111,-3.7936215,40.3796327
25660,-3.7929091,40.3799235
49248,-3.7935193,40.3814147
53662,-3.7838864,40.380391
53656,-3.784014,40.3804387
53657,-3.7839932,40.3804663
53661,-3.7839076,40.3804861
53660,-3.7841328,40.3804898
53655,-3.7832466,40.3805346
53663,-3.7838031,40.3805637
53664,-3.7837052,40.380577
53635,-3.7828857,40.3805796
53633,-3.7829347,40.3806215
53617,-3.7820076,40.3805266
53650,-3.7826405,40.3805285
53645,-3.782546,40.3805704
53649,-3.7827036,40.3805832
53648,-3.78266,40.3805908
53636,-3.7827618,40.3806198
53638,-3.7827111,40.3806336
53637,-3.7826653,40.3806451
53643,-3.7823837,40.3806542
53616,-3.7813843,40.3806556
53644,-3.7823381,40.3806654
53642,-3.7822925,40.380669
53640,-3.7822095,40.380675
53630,-3.7826139,40.3806918
53641,-3.7822016,40.3807222
53176,-3.7795865,40.3807465
53628,-3.78252,40.3807565
53375,-3.779348,40.3807687
53626,-3.7824188,40.3807719
52637,-3.7808216,40.3807721
53622,-3.782341,40.3807806
53609,-3.7818037,40.3807816
53624,-3.7822404,40.3807836
53629,-3.7825811,40.3807867
53639,-3.7824387,40.3807923
53627,-3.7824825,40.3808112
53623,-3.7822946,40.3808153
53608,-3.7818788,40.3808219
53607,-3.781907,40.3808265
53625,-3.7825113,40.380827
53652,-3.7832183,40.3806512
53653,-3.7832033,40.3806546
53634,-3.7829528,40.3806568
53654,-3.7831599,40.3806728
25650,-3.7831066,40.3806824
53632,-3.7829655,40.3806961
53691,-3.7855733,40.380726
53631,-3.7828777,40.3807315
53692,-3.7856491,40.3807694
25651,-3.7913965,40.3810379
53611,-3.7814956,40.3808373
53621,-3.7822538,40.3808464
53615,-3.7810986,40.3808499
53610,-3.7816354,40.3808546
53620,-3.7822357,40.3808633
53612,-3.7814829,40.3808643
52672,-3.7808125,40.3808661
52678,-3.7811194,40.380894
52675,-3.7802801,40.3809179
53613,-3.7814131,40.3809231
54319,-3.7807562,40.3809251
53618,-3.7820704,40.3809286
52677,-3.7810542,40.3809347
52676,-3.7809853,40.380948
54320,-3.7806473,40.3809487
53614,-3.7812783,40.3809491
52682,-3.7801023,40.3809502
52683,-3.7800754,40.3809584
52813,-3.779877,40.3809713
53606,-3.7818202,40.3809721
54321,-3.7805261,40.3809736
52679,-3.7810705,40.3809793
53794,-3.7828501,40.380995
54322,-3.7804102,40.3809965
53605,-3.7817887,40.3810058
52673,-3.7802561,40.3810206
52665,-3.780172,40.3810292
53604,-3.7815681,40.3810314
52681,-3.7810913,40.3810346
52680,-3.7810131,40.3810419
53598,-3.7814024,40.3810645
53619,-3.7820757,40.3810674
52814,-3.779743,40.3810782
52674,-3.7802736,40.3810839
52687,-3.7801111,40.3810893
52666,-3.7803437,40.3810925
52670,-3.7801225,40.3811148
53596,-3.7811188,40.3811153
53595,-3.781047,40.3811193
53599,-3.7812954,40.3811258
53428,-3.776337,40.3813391
53492,-3.7752475,40.3813424
53430,-3.7763031,40.3813569
53452,-3.7755902,40.3813576
53458,-3.77595,40.3813586
53433,-3.776313,40.3813849
53438,-3.7765003,40.3813925
53460,-3.7758314,40.3813931
53437,-3.7765083,40.3814099
53453,-3.7756163,40.3814245
53402,-3.779002,40.3813766
52822,-3.7796558,40.3813791
53369,-3.7780603,40.3813835
53368,-3.7780411,40.3813881
53377,-3.7800132,40.3813911
53415,-3.7800301,40.3813921
52824,-3.779727,40.3813931
52819,-3.779668,40.3814
52825,-3.780255,40.3814011
53378,-3.7791447,40.381427
53413,-3.7794786,40.3814303
53589,-3.7787701,40.3814306
53408,-3.779458,40.3814366
53409,-3.7797446,40.3814533
53419,-3.7804424,40.3814589
53411,-3.7796886,40.3814609
53399,-3.7793069,40.381461
53414,-3.779484,40.3814661
53410,-3.7796927,40.381468
53420,-3.7803177,40.3814823
53440,-3.776338,40.3814441
53464,-3.7760706,40.3814768
53436,-3.7763534,40.3814894
53466,-3.7759693,40.381537
53463,-3.7761654,40.3815428
53435,-3.7763728,40.3815448
53465,-3.776171,40.3815653
53367,-3.7770836,40.3815879
53366,-3.7770699,40.3815914
53362,-3.7769918,40.3815997
53434,-3.776394,40.3816053
53462,-3.776039,40.3816261
53439,-3.7764171,40.3816561
53443,-3.7764037,40.3817106
53445,-3.7763085,40.3817289
53446,-3.776214,40.3817467
53450,-3.7757629,40.38176
53457,-3.7755567,40.3817644
53447,-3.7761042,40.381768
53442,-3.7765803,40.3817773
53564,-3.7779973,40.3817045
53713,-3.7792695,40.3817081
53573,-3.77888,40.3817097
53569,-3.778282,40.3817184
53570,-3.7782394,40.3817366
53715,-3.7805762,40.3817513
53563,-3.7777354,40.3817598
53566,-3.7780293,40.381783
53813,-3.7780046,40.3817875
53814,-3.7779957,40.3817906
53717,-3.7809017,40.381793
53718,-3.7801402,40.3818101
53572,-3.7788454,40.381817
53714,-3.7802591,40.3818171
53565,-3.7778374,40.3818239
53557,-3.7775706,40.3818389
53558,-3.7774925,40.381853
53826,-3.7805344,40.3818577
53560,-3.7776034,40.3818641
53561,-3.7775912,40.3818673
53448,-3.7759822,40.3817889
53441,-3.7765611,40.3817968
53444,-3.7758538,40.3818045
53363,-3.7771736,40.3818797
53364,-3.7771536,40.3818813
53449,-3.7756914,40.3818864
53365,-3.777092,40.3818954
25210,-3.7725416,40.3819302
53491,-3.7754578,40.3819424
53461,-3.7757559,40.3819632
53571,-3.7785196,40.3818896
53812,-3.7784739,40.3819008
53562,-3.777593,40.3819207
53559,-3.7775202,40.3819285
53749,-3.7788847,40.3819814
53731,-3.7801102,40.3820241
54013,-3.7791567,40.3820328
53754,-3.7785767,40.3820557
53811,-3.7781952,40.3820676
53730,-3.7797618,40.3821054
17092,-3.778804,40.3823203
53740,-3.7794719,40.3823232
53750,-3.778867,40.3823277
53733,-3.7797057,40.382329
53737,-3.7795904,40.3823441
53734,-3.7796903,40.3823574
53735,-3.779681,40.382385
53736,-3.7796277,40.3824419
53739,-3.779567,40.3825211
53742,-3.7795381,40.3826525
24860,-3.713175,40.3470436
1677,-3.7143155,40.3471065
17856,-3.7146665,40.3475951
17835,-3.7145015,40.3479782
14702,-3.7133978,40.3481326
14704,-3.7132333,40.3484725
20196,-3.7131432,40.3484726
14780,-3.7133172,40.3484943
14782,-3.7133304,40.3485982
14781,-3.7133304,40.3487209
17205,-3.7128393,40.3484715
15231,-3.7129262,40.349062
15380,-3.7117789,40.3490899
15282,-3.7124042,40.3490952
15283,-3.7122065,40.3491052
15379,-3.7118499,40.3491195
15235,-3.711472,40.3491933
19993,-3.7129816,40.3494844
14966,-3.7122951,40.3541726
14963,-3.712097,40.3543311
49977,-3.7161703,40.3479227
49958,-3.7168021,40.3486496
2868,-3.7172054,40.3514397
24871,-3.7170296,40.3514406
24881,-3.7167797,40.3548645
24884,-3.7150645,40.3549835
36532,-3.7163441,40.3552911
24895,-3.716191,40.3580918
24897,-3.7150414,40.3587667
24899,-3.7155215,40.3593415
24902,-3.7163123,40.359807
24905,-3.7172453,40.3605415
24904,-3.7159623,40.3605756
38756,-3.7163737,40.3663439
17224,-3.7149134,40.3688913
17259,-3.7161385,40.3691504
24915,-3.7164693,40.369968
17258,-3.7159829,40.3710562
24918,-3.7162159,40.371998
17250,-3.7167514,40.3765391
14965,-3.7122709,40.3544158
14964,-3.7123326,40.3544752
24916,-3.7128275,40.3713625
24919,-3.7129784,40.3721102
43052,-3.7123112,40.3734308
35924,-3.7119918,40.3829161
21220,-3.7118003,40.3829853
35925,-3.7120359,40.3832357
21542,-3.7130196,40.3836043
21543,-3.713025,40.3837428
38757,-3.7147349,40.3663647
17214,-3.7140315,40.3665608
17200,-3.7139906,40.3700681
934,-3.7138377,40.3728746
17025,-3.7134354,40.3800594
2044,-3.7140378,40.3806417
11696,-3.7139474,40.3809514
11698,-3.7139298,40.3810791
11697,-3.7139311,40.3811752
11702,-3.7139542,40.3813983
50460,-3.7159847,40.3767825
50459,-3.7160197,40.3774211
17009,-3.7149653,40.3790029
17024,-3.7158408,40.3812879
25483,-3.7167098,40.3825112
25484,-3.7156969,40.3831499
5351,-3.7154433,40.3845751
20396,-3.7160627,40.3848715
20181,-3.7170485,40.3851031
7599,-3.715503,40.3854418
11699,-3.7139544,40.3814156
44834,-3.7137812,40.3814176
11700,-3.7139503,40.3816532
44835,-3.7136781,40.3817491
11703,-3.713821,40.3824147
11701,-3.7138161,40.3825776
908,-3.7147159,40.3832247
610,-3.7137738,40.3835352
17032,-3.7146519,40.3844196
7604,-3.7138743,40.3854617
7605,-3.7115159,40.384884
16997,-3.7115525,40.3849632
10661,-3.712288,40.3850131
12814,-3.7122418,40.3850319
38712,-3.7115822,40.3851096
43043,-3.7121669,40.385111
12820,-3.711762,40.3852534
27083,-3.7116581,40.3852598
27611,-3.71168,40.3852691
12810,-3.7122069,40.3852954
12821,-3.7118131,40.3853313
17015,-3.7116632,40.3861998
4375,-3.7126772,40.3870009
17012,-3.7120279,40.387972
25502,-3.7125877,40.3903864
45068,-3.7125819,40.3906593
52203,-3.7122815,40.390724
52185,-3.7122916,40.3908249
11142,-3.7115182,40.3910996
11518,-3.7125773,40.3913503
17272,-3.758939,40.3680071
4047,-3.7588184,40.3686309
25287,-3.7622648,40.3688922
17243,-3.7594977,40.3707344
17263,-3.760034,40.3721318
2208,-3.7613698,40.3721333
604,-3.7582251,40.3722376
1758,-3.7584861,40.3733774
17265,-3.7582226,40.3736157
25299,-3.7614316,40.3744927
54386,-3.7531073,40.3708708
54384,-3.7533824,40.3713443
49214,-3.7531856,40.3715752
54403,-3.7531121,40.3717099
49349,-3.7525159,40.371766
49348,-3.7524319,40.3718443
54404,-3.7516812,40.3718934
50621,-3.7523702,40.3719217
49347,-3.7522633,40.3720355
17264,-3.7549746,40.3720568
10527,-3.746189,40.3709138
10528,-3.7479069,40.3711246
17242,-3.7473742,40.3713527
50733,-3.7420942,40.3715773
17253,-3.7495276,40.3717003
50904,-3.7420256,40.3717441
50903,-3.7419873,40.3718569
50902,-3.7419516,40.3719463
24691,-3.7479797,40.3722019
1799,-3.749899,40.3722982
12791,-3.7379881,40.370991
31626,-3.7388458,40.3711683
17278,-3.7417938,40.3713099
25291,-3.737448,40.3714978
24917,-3.7342957,40.3717134
25292,-3.7400215,40.3718854
51726,-3.7333244,40.3719828
6885,-3.7401764,40.3722437
50905,-3.7405277,40.3722437
25294,-3.7362966,40.3723334
50620,-3.7528411,40.3721117
25293,-3.7543528,40.3721473
13150,-3.7551029,40.3721524
54370,-3.7533628,40.3722373
49350,-3.7516662,40.3723258
49346,-3.7529041,40.3724704
1382,-3.7515873,40.3725223
50607,-3.7527624,40.3725771
50606,-3.7531553,40.372583
49338,-3.752635,40.3726393
13408,-3.7460959,40.3724962
50901,-3.7418087,40.3725412
13409,-3.7461013,40.3726405
50899,-3.7452553,40.3727912
50897,-3.7455128,40.3727978
50898,-3.7453669,40.3728027
43074,-3.7419131,40.3728449
50909,-3.744312,40.3729747
17249,-3.7459387,40.3729989
50910,-3.7448836,40.3730213
50605,-3.7531528,40.3726782
50608,-3.7525506,40.372686
49351,-3.7514885,40.3727463
49339,-3.7524622,40.3727632
49344,-3.7517455,40.3728719
50609,-3.7521283,40.3729757
49340,-3.7520496,40.373028
49204,-3.75276,40.3730808
49354,-3.7512238,40.3731073
49342,-3.7516532,40.3731364
36237,-3.7336668,40.3723447
50906,-3.7405966,40.3727317
50900,-3.7417653,40.3728114
24922,-3.7325449,40.3729182
50908,-3.7403414,40.3729416
50907,-3.7406732,40.3729572
17267,-3.7406813,40.3730937
33543,-3.7388077,40.3732204
25295,-3.7378466,40.3733398
12792,-3.7340669,40.3735122
2021,-3.7471994,40.3731624
43073,-3.7424146,40.3731984
49353,-3.75114,40.3732958
49352,-3.7510739,40.3733837
50619,-3.7508614,40.3734842
50911,-3.7455904,40.3736337
49313,-3.7437842,40.3738835
49195,-3.7509556,40.3739108
17245,-3.7425532,40.3739667
49194,-3.7509515,40.3740254
49345,-3.7518215,40.3731929
49343,-3.7516146,40.3732107
54369,-3.7544629,40.3732381
54368,-3.7528174,40.3732653
49341,-3.7515902,40.3733129
50610,-3.7519943,40.3733271
50611,-3.7515256,40.3737746
17282,-3.7514845,40.3738453
50612,-3.7514425,40.3739121
49198,-3.7513531,40.3740826
25297,-3.7470691,40.3741779
36876,-3.7470989,40.3742852
50614,-3.7512116,40.3744619
17254,-3.7508546,40.3745534
49188,-3.7511613,40.3746103
50616,-3.7508237,40.3746214
49192,-3.7507764,40.3746783
49187,-3.7510901,40.3747312
49193,-3.7507285,40.3748332
50615,-3.7510672,40.3748386
25296,-3.7542837,40.3741324
50613,-3.7513379,40.3741664
49337,-3.7536768,40.3741723
49197,-3.7512606,40.3743557
49189,-3.7512393,40.3744255
29161,-3.7558264,40.3744295
49336,-3.7535641,40.3744359
731,-3.7528567,40.3745662
49196,-3.7536957,40.3745984
17273,-3.7532683,40.3750903
49186,-3.751071,40.3748626
49191,-3.7507173,40.3748888
49765,-3.7458051,40.374949
49190,-3.7507188,40.3750143
49185,-3.7510744,40.3750927
49184,-3.7510744,40.3751436
49764,-3.7446813,40.3752024
49213,-3.7507094,40.3752203
50617,-3.751075,40.3752447
49211,-3.7510732,40.3753151
49763,-3.7457166,40.3753454
49183,-3.7510664,40.3753559
49212,-3.7510576,40.375402
49312,-3.7460262,40.3754247
50618,-3.7510605,40.3754421
17279,-3.7446487,40.3754459
49303,-3.7460556,40.3754551
49302,-3.7461312,40.3754791
49311,-3.745959,40.3754791
49304,-3.746022,40.3754967
49203,-3.7528851,40.3751137
49202,-3.7528685,40.3751207
49181,-3.7531615,40.3751803
49200,-3.7527652,40.3753532
49201,-3.7527252,40.3753861
25302,-3.7561133,40.3754609
54367,-3.7527464,40.3754956
49199,-3.7526694,40.3755566
25304,-3.7515522,40.3757967
50622,-3.7524327,40.3758032
49301,-3.7460913,40.3755351
49310,-3.745814,40.3756487
49309,-3.7457615,40.3756935
49305,-3.7459905,40.3757351
49308,-3.7457594,40.3757543
49306,-3.7459569,40.3757944
49307,-3.7458518,40.375804
55929,-3.7509965,40.3758831
49766,-3.7451453,40.375936
49767,-3.7449817,40.3761035
49769,-3.7442333,40.3761955
55930,-3.7508898,40.3763231
49768,-3.7446839,40.3763405
55931,-3.7510394,40.3763829
49770,-3.7441341,40.3765959
17262,-3.7501673,40.376747
35337,-3.7494585,40.3767485
51064,-3.7503252,40.3767617
12915,-3.7504307,40.3767765
17244,-3.7445191,40.3767792
49182,-3.7513663,40.3758317
9807,-3.7523041,40.3760752
49335,-3.753725,40.3760911
50623,-3.7536944,40.3762004
36783,-3.7549531,40.3769545
12916,-3.7530172,40.3773268
51063,-3.7539708,40.3777093
967,-3.7536718,40.3779132
25306,-3.7513893,40.3781972
17271,-3.7525069,40.3784997
49771,-3.7448207,40.3768289
49748,-3.7499918,40.3769161
51065,-3.7499099,40.3769936
17255,-3.7468913,40.3770046
50485,-3.7491151,40.3770484
49762,-3.7470067,40.3770884
49749,-3.7498552,40.3770986
49750,-3.7489889,40.3771476
50486,-3.7483083,40.3775273
50487,-3.7481933,40.3779322
17235,-3.7335903,40.3766745
2636,-3.7411004,40.3769157
2088,-3.7367969,40.3769192
983,-3.7345139,40.3771653
24939,-3.7336399,40.377175
49703,-3.7348902,40.3772761
2637,-3.7356061,40.3777655
1426,-3.734527,40.3777965
17281,-3.73287,40.3785807
1242,-3.7384439,40.3786949
52306,-3.7233275,40.37012
52305,-3.7239283,40.3701317
52304,-3.7245334,40.3701416
52303,-3.7255722,40.3701598
24926,-3.7225389,40.3733396
24928,-3.7219143,40.3742437
24932,-3.7256106,40.3753249
24934,-3.7240364,40.375945
35752,-3.721695,40.3760254
4451,-3.7246692,40.3779272
43072,-3.7339029,40.3738025
12793,-3.7337665,40.3738472
36244,-3.7337111,40.3742651
17277,-3.7326464,40.3742917
37295,-3.7385854,40.3743218
25298,-3.7386786,40.3743901
24929,-3.733416,40.3744153
20817,-3.735644,40.3766028
17280,-3.7360413,40.3766327
24935,-3.7352933,40.3766447
24933,-3.7273011,40.3758521
36790,-3.7280309,40.3758923
36248,-3.7313895,40.3760882
36882,-3.7308796,40.3764517
24936,-3.7303155,40.3769166
24937,-3.7259233,40.3770113
24938,-3.7273566,40.3770281
36793,-3.7291886,40.3772891
17283,-3.73042,40.3773277
24940,-3.7295893,40.3775309
36332,-3.7264313,40.3777277
36878,-3.729284,40.3779026
24942,-3.7285764,40.3783704
36245,-3.7284331,40.3785916
36246,-3.7280934,40.3787721
20180,-3.727288,40.378919
17046,-3.7299859,40.3789712
35754,-3.7263561,40.3790522
732,-3.728264,40.3791298
24944,-3.726286,40.379227
24941,-3.7252342,40.378052
36326,-3.7215686,40.3800759
36324,-3.7215391,40.3803363
36247,-3.7254661,40.380927
35753,-3.7209586,40.3814439
36257,-3.7208118,40.3816079
36879,-3.7244871,40.3818584
25486,-3.7244327,40.3833854
17039,-3.7236672,40.3836077
36340,-3.7208532,40.3838744
17034,-3.7277436,40.3795542
17059,-3.7303392,40.3805905
25482,-3.7257821,40.3806761
643,-3.7296944,40.3806883
2222,-3.730482,40.380716
16994,-3.7275898,40.3809659
24689,-3.7274344,40.3810938
24454,-3.730932,40.381304
17058,-3.7304562,40.3819522
45603,-3.7306491,40.3829772
17029,-3.7269947,40.383557
17055,-3.7315937,40.3836519
35769,-3.7306993,40.3837556
35736,-3.7305309,40.3840125
35770,-3.7290929,40.3841965
597,-3.7300339,40.3842185
17006,-3.7290238,40.3846401
37299,-3.7286501,40.384738
37298,-3.7288471,40.3847662
878,-3.7260154,40.3850034
25487,-3.7240486,40.3840144
616,-3.7257724,40.3849226
29998,-3.7218811,40.3850755
16995,-3.7223848,40.3851243
673,-3.7253361,40.38513
15694,-3.7216142,40.3853525
15696,-3.7213798,40.3853534
15709,-3.7217262,40.3853534
15706,-3.7212954,40.3853579
15714,-3.7240176,40.3853595
36341,-3.7206199,40.3840062
42502,-3.7196803,40.3847851
10818,-3.7174953,40.3851634
15690,-3.7203538,40.3853506
15691,-3.7205158,40.3853528
17035,-3.7189838,40.3856136
10660,-3.7185155,40.3862864
1762,-3.7203105,40.3863796
52184,-3.7187769,40.3864934
22436,-3.7189687,40.3867081
17084,-3.7323124,40.3850266
23552,-3.7308558,40.3852401
17038,-3.7266855,40.3853959
20407,-3.7279879,40.385431
25488,-3.7264607,40.3855362
36333,-3.7312872,40.3855396
20408,-3.7279108,40.385553
20394,-3.7288494,40.385719
35923,-3.7307909,40.3857348
23543,-3.7308129,40.3858322
49751,-3.7481633,40.3779567
1855,-3.7459113,40.3781256
39348,-3.7479216,40.3782629
50488,-3.7476955,40.3783932
49754,-3.748136,40.3784043
1605,-3.7470222,40.3784518
49755,-3.7480448,40.378486
49753,-3.747216,40.3785391
653,-3.7467054,40.3785709
49752,-3.747452,40.3786025
9471,-3.7537756,40.3785298
35339,-3.7554032,40.3786199
51059,-3.7526279,40.3786291
51062,-3.7535034,40.3786995
51058,-3.7523298,40.3787434
51061,-3.7534036,40.3787595
51057,-3.752374,40.378799
51060,-3.7532645,40.3788335
55928,-3.7557591,40.3788748
51055,-3.752948,40.3789907
51030,-3.7486312,40.3786147
17053,-3.7425701,40.3786613
49756,-3.7478731,40.3786617
41989,-3.7486522,40.378698
50489,-3.747806,40.3787119
51031,-3.7486889,40.3787879
17043,-3.7487049,40.3788499
51032,-3.7487142,40.378913
781,-3.7507826,40.3789296
49757,-3.7475861,40.3789539
51033,-3.7487538,40.3790408
50490,-3.7469773,40.3790606
856,-3.7507419,40.379085
25307,-3.7445318,40.3790877
51035,-3.7483641,40.3791604
2380,-3.7486322,40.3792567
51034,-3.7485445,40.3794408
35345,-3.7487038,40.379529
51066,-3.7508643,40.3795368
35340,-3.7487532,40.3795909
51056,-3.7525418,40.3790042
51054,-3.7526559,40.3791392
51053,-3.7525018,40.3792141
51052,-3.7523931,40.3792695
51051,-3.7523004,40.3793172
25308,-3.7537107,40.3793293
51050,-3.7521922,40.3793845
51049,-3.7517947,40.379588
51048,-3.7517351,40.37962
51047,-3.7516358,40.3796738
49758,-3.7468539,40.3796016
35341,-3.7487621,40.3796592
49760,-3.7462477,40.379667
17065,-3.7465918,40.3797777
36891,-3.7492431,40.3797823
35344,-3.7486599,40.3798567
24236,-3.7490401,40.3798891
51044,-3.7491814,40.3799378
49761,-3.745899,40.3799592
36890,-3.7499094,40.3799908
1011,-3.7373116,40.3790035
13119,-3.739992,40.3794894
1993,-3.7396951,40.3795348
36254,-3.7413729,40.3802629
25207,-3.7409554,40.3804258
25208,-3.7407864,40.3805261
26938,-3.7411687,40.3806018
43289,-3.7408203,40.3806747
35735,-3.7410451,40.3806842
2141,-3.7407247,40.3807758
51036,-3.7489666,40.3800076
50491,-3.7463511,40.3800173
51045,-3.7496415,40.3800834
51037,-3.7489114,40.3801092
51043,-3.7491038,40.3801096
51046,-3.7495693,40.380214
51038,-3.7488528,40.3802153
49759,-3.7460733,40.3802473
51039,-3.7488137,40.3802841
24232,-3.7483937,40.3802924
51040,-3.7487641,40.3803789
51042,-3.7483424,40.3803885
51041,-3.7487385,40.3804341
35343,-3.7483152,40.3804834
24233,-3.7482354,40.3805396
43987,-3.7419373,40.3806123
24239,-3.748167,40.3807053
24237,-3.74802,40.381146
17042,-3.7483902,40.3811558
36892,-3.7489041,40.3811761
24243,-3.7480014,40.3812311
24242,-3.7479455,40.3813355
50428,-3.744628,40.3814806
24241,-3.7482734,40.3815249
50492,-3.7445656,40.381565
17064,-3.7434345,40.3815764
50430,-3.743558,40.3816441
50493,-3.7439798,40.3818135
50429,-3.7439062,40.3819149
50494,-3.7437116,40.3820112
13126,-3.7409603,40.3811019
43288,-3.7407905,40.3815111
17066,-3.7325916,40.3816972
48302,-3.7393935,40.3822007
50505,-3.7399709,40.3823934
48301,-3.7399123,40.3826343
55840,-3.7390942,40.3827382
50503,-3.7387382,40.3828077
48533,-3.7345339,40.3829429
17067,-3.7414798,40.3830917
24235,-3.7483638,40.3820528
24234,-3.7481217,40.3821399
665,-3.7453196,40.3821654
50495,-3.7431387,40.382263
31594,-3.7430315,40.3823318
24240,-3.7480579,40.382367
50431,-3.7428236,40.3823836
25211,-3.7423528,40.3823888
23057,-3.7479851,40.3826039
17976,-3.7430525,40.3826504
17077,-3.7515458,40.3796974
35927,-3.7514359,40.3801294
35213,-3.7525947,40.3823931
49368,-3.7514788,40.3834332
25215,-3.7513406,40.3844302
17122,-3.7546769,40.3845427
2378,-3.7516548,40.3847117
55854,-3.7521794,40.384788
4814,-3.7532038,40.385298
14452,-3.7539117,40.3855436
2064,-3.7466684,40.3826972
17073,-3.7473612,40.3828552
24238,-3.747455,40.3828816
50433,-3.742173,40.3829475
50496,-3.7423877,40.3829772
50497,-3.7420057,40.3830001
50434,-3.74193,40.3830519
50432,-3.7430152,40.3830855
35336,-3.7501097,40.3832636
23058,-3.7475458,40.38342
48304,-3.7402906,40.3831392
50436,-3.7409244,40.3831664
55321,-3.7343393,40.3832389
50435,-3.741246,40.3832461
48303,-3.7387988,40.3832648
25485,-3.7326977,40.3833414
2068,-3.735338,40.383474
54776,-3.7389032,40.3835072
48305,-3.7405503,40.3835105
2067,-3.7344772,40.3835332
1056,-3.7404659,40.3836216
48307,-3.7388213,40.3836478
48306,-3.7401353,40.3837743
50498,-3.7409393,40.383783
50437,-3.7407286,40.3839407
48308,-3.7384229,40.3839721
50438,-3.7406588,40.3840135
50499,-3.7405659,40.3840707
50439,-3.7402822,40.3842872
48309,-3.7378714,40.3843506
50440,-3.7401519,40.3843912
50500,-3.7400874,40.3844434
50504,-3.7375596,40.3845038
50501,-3.7399887,40.3845398
50502,-3.7397823,40.3846534
50441,-3.7397218,40.3847067
35782,-3.7394115,40.3848364
50442,-3.7399351,40.3848896
50521,-3.7387643,40.3849362
50447,-3.738676,40.3849574
17075,-3.7442257,40.3834879
23056,-3.747406,40.3835447
23055,-3.7473292,40.3836895
692,-3.7427398,40.3841273
17074,-3.7462703,40.3847882
5892,-3.7458075,40.3851248
17054,-3.7436566,40.3856213
6032,-3.7444298,40.3856279
49205,-3.74325,40.3857597
5060,-3.7443323,40.3858765
50522,-3.7385798,40.3849918
3598,-3.7390045,40.3850891
26592,-3.7380195,40.3851115
35783,-3.7396908,40.3851168
50443,-3.7402871,40.3851542
3584,-3.7373984,40.3852879
3588,-3.7372966,40.3853158
50444,-3.7400671,40.3854039
50523,-3.7370048,40.38542
50448,-3.7375135,40.3854305
50449,-3.73716,40.3854825
50446,-3.739357,40.3854836
