"","id","x"
"1",1001,1402.05516616733
"2",1002,1485.7884384055
"3",1003,1955.81099987402
"4",1006,1616.59021085362
"5",1009,1639.20558122575
"6",1010,1505.92763930898
"7",1011,1023.38131707114
"8",1012,493.459240737123
"9",1013,1723.2437202784
"10",1014,855.159695958681
"11",1015,1630.56109155131
"12",1016,515.294087316698
"13",1017,2271.93797623272
"14",1018,2623.18452761417
"15",1019,2273.73051107931
"16",1020,2031.69003371622
"17",1021,1395.40465577292
"18",1022,260.197995512628
"19",1023,507.12585794275
"20",1024,126.756378896181
"21",1025,137.742649386358
"22",1026,249.344100120389
"23",1027,505.896190452286
"24",1028,502.771330561746
"25",1029,374.729480020413
"26",1030,343.76432486134
"27",1031,1053.49615624965
"28",1032,166.761890506888
"29",1033,328.023936580124
"30",1034,285.707982562208
"31",1035,287.71699302636
"32",1036,344.2447892509
"33",1037,491.466122405544
"34",1038,415.504952572326
"35",1039,446.510062556431
"36",1040,172.444783223417
"37",1041,332.430349863612
"38",1042,320.333914332204
"39",1043,490.658019649193
"40",1044,406.608422916456
"41",1045,60.133316279752
"42",1046,203.644955918722
"43",1047,603.234188575148
"44",1048,1208.01069753256
"45",1049,771.554668807014
"46",1050,455.480126008818
"47",1052,492.076217786507
"48",3395,303.450536584689
"49",3396,255.280078399128
"50",3397,341.355262339774
"51",3398,323.167221522597
"52",3399,186.036205629545
"53",3400,143.316131398661
"54",3401,247.378620640758
"55",3402,375.223465743952
"56",3403,94.0571630452464
"57",3404,52.7124763664255
"58",3405,502.151710290955
"59",3406,106.057257751136
"60",3407,391.944750088073
"61",3408,160.483254066053
"62",3409,87.2072959868741
"63",3410,109.277749996568
"64",3411,599.477474780167
"65",3412,135.585306775397
"66",3413,75.1623523968611
"67",3414,524.754571564112
"68",3415,361.967528685494
"69",3416,268.567320595187
"70",3417,146.213992937083
"71",3418,216.459925697326
"72",3419,27.7601539854314
"73",3420,86.4527777056859
"74",3421,677.269441284209
"75",3423,509.694753596351
"76",3424,368.18015567252
"77",3425,458.587678496003
"78",3426,539.022182338795
"79",3427,495.695741724861
"80",3428,139.748324177308
"81",3430,31.2928299848353
"82",3431,38.6654024960679
"83",3432,316.681124695265
"84",3433,199.373855601855
"85",3434,486.854481226945
"86",3435,739.720835139045
"87",3436,685.371891705982
"88",3437,457.255551691836
"89",3438,157.393602378089
"90",3439,491.383978008141
"91",3440,74.4289314205259
"92",3442,193.349397221385
"93",3443,369.374452449701
"94",3444,31.5717836650164
"95",3445,191.194806011138
"96",3446,146.22921198725
"97",3447,72.7139658006553
"98",3449,300.479267054033
"99",3452,803.700100881547
"100",3453,711.489022629194
"101",3454,98.1288471247171
"102",3455,527.306837577343
"103",3456,80.2749693121623
"104",3457,902.90232591835
"105",3458,244.364044251849
"106",3459,179.262642126819
"107",3460,179.390197456377
"108",3461,430.939507440238
"109",3462,497.820928089321
"110",3463,689.799063387191
"111",3464,427.698101406343
"112",3465,728.106146018885
"113",3466,464.915986087152
"114",3467,70.646086937379
"115",3468,409.287023707216
"116",3469,527.712337822176
"117",3470,104.111765036042
"118",3471,323.850731612268
"119",3472,186.436058708996
"120",3473,98.772864937833
"121",3474,194.178705577589
"122",3475,433.460025862406
"123",3476,215.235032337097
"124",3477,413.80380764097
"125",3478,390.464226816422
"126",3479,69.5353278413867
"127",3480,725.634775272651
"128",3481,99.1622905944231
"129",3482,144.678098950342
"130",3484,221.567603693941
"131",3485,394.585189583591
"132",3486,154.909380264139
"133",3487,517.384087389663
"134",3488,2143.94952403168
"135",3489,527.649905194381
"136",3490,3228.80819003645
"137",3491,2667.49266427784
"138",3492,2145.35315660246
"139",3493,1352.10393286474
"140",3494,1232.06268508681
"141",3495,1720.1265212537
"142",3496,314.125146071308
"143",3497,208.160028264627
"144",3498,406.894790698619
"145",3499,108.01290194283
"146",3500,44.415616412638
"147",3501,102.937506598673
"148",3502,101.738769955821
"149",3503,162.954442029782
"150",3504,189.791751746319
"151",3505,345.355291468416
"152",3506,327.21733059102
"153",3507,1109.16784575291
"154",3508,624.551240712937
"155",3509,169.798496151936
"156",3510,1156.31101931152
"157",3511,992.859366576373
"158",3512,244.269724719469
"159",3513,901.514992091167
"160",3514,70.7020334471872
"161",3515,261.625556951061
"162",3516,612.510288352666
"163",3517,90.1584909246444
"164",3518,82.2908467596545
"165",3519,146.389982255554
"166",3520,94.3049290205178
"167",3521,2555.15372214081
"168",3522,491.879312691107
"169",3523,916.858663310069
"170",3524,102.958537872063
"171",3525,148.437603635729
"172",3526,138.793768781581
"173",3527,15.9912967390404
"174",3528,25.710960712881
"175",3529,596.953766425338
"176",3530,98.6594751074974
"177",3531,1179.13254373552
"178",3532,2508.43250918697
"179",3533,1402.68029411834
