ID,Traffico,no_existing_chg,centroid_x,centroid_y,Colore
0,0.0,0,9.94,53.54,lightcyan
1,0.0,1,9.941732050807568,53.543,lightcyan
2,0.0,1,9.94,53.546,lightcyan
3,0.0,0,9.941732050807568,53.549,lightcyan
4,0.0,2,9.94,53.552,lightcyan
5,0.0,0,9.941732050807568,53.555,lightcyan
6,0.0,1,9.94,53.558,lightcyan
7,0.0,0,9.941732050807568,53.561,lightcyan
8,0.0,0,9.94,53.564,lightcyan
9,0.0,0,9.941732050807568,53.567,lightcyan
10,0.0,0,9.94,53.57,lightcyan
11,0.0,0,9.941732050807568,53.573,lightcyan
12,0.0,2,9.94,53.576,lightcyan
13,0.0,1,9.941732050807568,53.579,lightcyan
14,0.0,0,9.943464101615136,53.54,lightcyan
15,0.0,0,9.945196152422705,53.543,lightcyan
16,0.0,0,9.943464101615136,53.546,lightcyan
17,0.0,0,9.945196152422705,53.549,lightcyan
18,0.0,0,9.943464101615136,53.552,lightcyan
19,11.77470517599206,0,9.945196152422705,53.555,lightskyblue
20,0.0,0,9.943464101615136,53.558,lightcyan
21,0.0,0,9.945196152422705,53.561,lightcyan
22,0.0,0,9.943464101615136,53.564,lightcyan
23,0.0,1,9.945196152422705,53.567,lightcyan
24,0.0,0,9.943464101615136,53.57,lightcyan
25,0.0,0,9.945196152422705,53.573,lightcyan
26,0.0,0,9.943464101615136,53.576,lightcyan
27,0.0,0,9.945196152422705,53.579,lightcyan
28,0.0,0,9.946928203230273,53.54,lightcyan
29,91.50403815707729,0,9.948660254037842,53.543,lightskyblue
30,91.50403815707729,0,9.946928203230273,53.546,lightskyblue
31,91.50403815707729,0,9.948660254037842,53.549,lightskyblue
32,11.77470517599206,0,9.946928203230273,53.552,lightskyblue
33,70.64823105595235,1,9.948660254037842,53.555,lightskyblue
34,201.00936460825824,0,9.946928203230273,53.558,lightskyblue
35,218.15572548157238,2,9.948660254037842,53.561,lightskyblue
36,28.92106604930616,0,9.946928203230273,53.564,lightskyblue
37,28.92106604930616,0,9.948660254037842,53.567,lightskyblue
38,0.0,0,9.946928203230273,53.57,lightcyan
39,0.0,0,9.948660254037842,53.573,lightcyan
40,0.0,0,9.946928203230273,53.576,lightcyan
41,0.0,1,9.948660254037842,53.579,lightcyan
42,0.0,0,9.95039230484541,53.54,lightcyan
43,657.3171673503106,0,9.952124355652979,53.543,lightskyblue
44,549.0242289424638,1,9.95039230484541,53.546,lightskyblue
45,906.7068246363142,0,9.952124355652979,53.549,deepskyblue
46,21.89909001936572,0,9.95039230484541,53.552,lightskyblue
47,60.74630906024197,0,9.952124355652979,53.555,lightskyblue
48,1135.4079565935972,0,9.95039230484541,53.558,deepskyblue
49,218.15572548157238,0,9.952124355652979,53.561,lightskyblue
50,173.52639629583695,0,9.95039230484541,53.564,lightskyblue
51,487.92230244898,0,9.952124355652979,53.567,lightskyblue
52,317.1668433015391,1,9.95039230484541,53.57,lightskyblue
53,317.1668433015391,0,9.952124355652979,53.573,lightskyblue
54,0.0,1,9.95039230484541,53.576,lightcyan
55,0.0,1,9.952124355652979,53.579,lightcyan
56,0.0,0,9.953856406460547,53.54,lightcyan
57,638.9861619129471,0,9.955588457268115,53.543,lightskyblue
58,3394.8787751594,0,9.953856406460547,53.546,darkblue
59,1496.3379437160218,1,9.955588457268115,53.549,deepskyblue
60,259.5140421293773,0,9.953856406460547,53.552,lightskyblue
61,10.124384843373662,1,9.955588457268115,53.555,lightskyblue
62,199.35904427563983,0,9.953856406460547,53.558,lightskyblue
63,58.5691095853957,1,9.955588457268115,53.561,lightskyblue
64,170.75545914744092,0,9.953856406460547,53.564,lightskyblue
65,851.0063585888087,0,9.955588457268115,53.567,deepskyblue
66,1903.0010598092344,0,9.953856406460547,53.57,royalblue
67,1445.8548243137811,0,9.955588457268115,53.573,deepskyblue
68,0.0,2,9.953856406460547,53.576,lightcyan
69,0.0,1,9.955588457268115,53.579,lightcyan
70,0.0,0,9.957320508075684,53.54,lightcyan
71,73.17303271971377,0,9.959052558883252,53.543,lightskyblue
72,439.03819631828264,1,9.957320508075684,53.546,lightskyblue
73,322.5626900057174,0,9.959052558883252,53.549,lightskyblue
74,249.38965728600363,2,9.957320508075684,53.552,lightskyblue
75,61.11703224690471,0,9.959052558883252,53.555,lightskyblue
76,119.68614183230041,1,9.957320508075684,53.558,lightskyblue
77,351.4146575123742,1,9.959052558883252,53.561,lightskyblue
78,298.02950726067667,1,9.957320508075684,53.564,lightskyblue
79,420.02674437170685,2,9.959052558883252,53.567,lightskyblue
80,4642.585412869165,0,9.957320508075684,53.57,darkblue
81,2129.5424732042875,1,9.959052558883252,53.573,royalblue
82,354.9237455340479,0,9.957320508075684,53.576,lightskyblue
83,0.0,1,9.959052558883252,53.579,lightcyan
84,0.0,0,9.96078460969082,53.54,lightcyan
85,0.0,0,9.96251666049839,53.543,lightcyan
86,73.17303271971377,0,9.96078460969082,53.546,lightskyblue
87,0.0,0,9.96251666049839,53.549,lightcyan
88,0.0,0,9.96078460969082,53.552,lightcyan
89,158.92729387641302,1,9.96251666049839,53.555,lightskyblue
90,366.70219348142825,0,9.96078460969082,53.558,lightskyblue
91,245.11795064367047,0,9.96251666049839,53.561,lightskyblue
92,165.72928309117037,1,9.96078460969082,53.564,lightskyblue
93,97.6260045771462,1,9.96251666049839,53.567,lightskyblue
94,1198.6924384075267,0,9.96078460969082,53.57,deepskyblue
95,354.9237455340479,1,9.96251666049839,53.573,lightskyblue
96,354.9237455340479,0,9.96078460969082,53.576,lightskyblue
