,long,lat
18955,9.9599191,53.5506414
16199,9.9611339,53.5506565
20087,9.9602837,53.5506628
11009,9.9601165,53.5507209
5627,9.9612702,53.5507622
16200,9.9611174,53.550767
26783,9.9599402,53.5507792
28790,9.9614471,53.5507821
7356,9.9614461,53.5508076
33653,9.9602756,53.5508393
16773,9.9611103,53.5508551
13289,9.9611148,53.5509137
26822,9.9614404,53.5509464
33711,9.961106,53.5510196
5631,9.960167,53.5510541
5635,9.9601696,53.5510667
16354,9.9620902,53.5511305
26290,9.9632435,53.5506481
33401,9.9647363,53.550757
29283,9.9624732,53.550942
5628,9.9642051,53.5510238
5636,9.9624139,53.5510314
17354,9.9625506,53.5511137
23271,9.9643217,53.5511749
23159,9.9642782,53.5512102
