ID,Traffico,no_existing_chg,centroid_x,centroid_y,Colore
0,0.0,0,5.07,52.05,lightcyan
1,0.0,0,5.073464101615138,52.056,lightcyan
2,0.0,0,5.07,52.062,lightcyan
3,250.92000994694962,0,5.073464101615138,52.068,lightskyblue
4,1044.8986987742248,0,5.07,52.074,deepskyblue
5,2332.064796587926,0,5.073464101615138,52.08,deepskyblue
6,777.3549321959754,0,5.07,52.086,lightskyblue
7,0.0,0,5.073464101615138,52.092,lightcyan
8,0.0,0,5.07,52.098,lightcyan
9,0.0,0,5.073464101615138,52.104,lightcyan
10,0.0,1,5.07,52.11,lightcyan
11,0.0,0,5.073464101615138,52.116,lightcyan
12,0.0,0,5.076928203230276,52.05,lightcyan
13,174.36142484795832,0,5.080392304845414,52.056,lightskyblue
14,249.68954984795832,0,5.076928203230276,52.062,lightskyblue
15,451.96875,3,5.080392304845414,52.068,lightskyblue
16,802.6312997347482,1,5.076928203230276,52.074,lightskyblue
17,2414.1979166666665,2,5.080392304845414,52.08,deepskyblue
18,791.0437855424321,0,5.076928203230276,52.086,lightskyblue
19,297.53220118243917,2,5.080392304845414,52.092,lightskyblue
20,263.4054650713281,0,5.076928203230276,52.098,lightskyblue
21,368.0148400713281,1,5.080392304845414,52.104,lightskyblue
22,104.609375,1,5.076928203230276,52.11,lightskyblue
23,156.9140625,0,5.080392304845414,52.116,lightskyblue
24,0.0,0,5.083856406460551,52.05,lightcyan
25,540.4218478496958,0,5.087320508075689,52.056,lightskyblue
26,1046.1685490877499,1,5.083856406460551,52.062,deepskyblue
27,730.9947645163626,1,5.087320508075689,52.068,lightskyblue
28,1485.9316055113468,0,5.083856406460551,52.074,deepskyblue
29,4555.322916666666,1,5.087320508075689,52.08,darkblue
30,1195.7135416666667,4,5.083856406460551,52.086,deepskyblue
31,204.76041666666663,0,5.087320508075689,52.092,lightskyblue
32,1580.4327904279685,2,5.083856406460551,52.098,deepskyblue
33,899.3322693598694,0,5.087320508075689,52.104,lightskyblue
34,627.65625,1,5.083856406460551,52.11,lightskyblue
35,221.8671875,0,5.087320508075689,52.116,lightskyblue
36,0.0,0,5.090784609690827,52.05,lightcyan
37,497.1568608818418,0,5.094248711305965,52.056,lightskyblue
38,2196.3625380104254,2,5.090784609690827,52.062,deepskyblue
39,939.9936664373973,1,5.094248711305965,52.068,lightskyblue
40,691.46875,1,5.090784609690827,52.074,lightskyblue
41,1837.927083333333,1,5.094248711305965,52.08,deepskyblue
42,2283.288315054752,1,5.090784609690827,52.086,deepskyblue
43,293.77043478260873,2,5.094248711305965,52.092,lightskyblue
44,254.02083333333331,0,5.090784609690827,52.098,lightskyblue
45,2674.071242397915,0,5.094248711305965,52.104,deepskyblue
46,259.81249999999994,0,5.090784609690827,52.11,lightskyblue
47,815.5885416666667,0,5.094248711305965,52.116,lightskyblue
48,0.0,0,5.0977128129211025,52.05,lightcyan
49,1150.4419239912154,0,5.10117691453624,52.056,deepskyblue
50,786.5786272806255,1,5.0977128129211025,52.062,lightskyblue
51,285.39583333333337,0,5.10117691453624,52.068,lightskyblue
52,1680.1562499999998,1,5.0977128129211025,52.074,deepskyblue
53,1270.53125,2,5.10117691453624,52.08,deepskyblue
54,6807.949038879236,1,5.0977128129211025,52.086,darkblue
55,553.1875,3,5.10117691453624,52.092,lightskyblue
56,282.10416666666663,1,5.0977128129211025,52.098,lightskyblue
57,387.61458333333337,0,5.10117691453624,52.104,lightskyblue
58,3002.541666666667,1,5.0977128129211025,52.11,royalblue
59,1859.9687499999998,0,5.10117691453624,52.116,deepskyblue
60,0.0,0,5.104641016151378,52.05,lightcyan
61,1019.3454861111112,4,5.108105117766516,52.056,lightskyblue
62,6116.072916666667,1,5.104641016151378,52.062,darkblue
63,5361.531249999999,3,5.108105117766516,52.068,darkblue
64,147.48958333333334,1,5.104641016151378,52.074,lightskyblue
65,689.13982708273,1,5.108105117766516,52.08,lightskyblue
66,818.5751520417027,2,5.104641016151378,52.086,lightskyblue
67,3214.234696278598,4,5.108105117766516,52.092,royalblue
68,1896.2275344669868,0,5.104641016151378,52.098,deepskyblue
69,298.63541666666663,1,5.108105117766516,52.104,lightskyblue
70,1020.8645833333334,2,5.104641016151378,52.11,lightskyblue
71,3416.4687499999995,1,5.108105117766516,52.116,royalblue
72,0.0,0,5.1115692193816535,52.05,lightcyan
73,0.0,0,5.115033320996791,52.056,lightcyan
74,2646.815972222222,0,5.1115692193816535,52.062,deepskyblue
75,4403.291666666667,0,5.115033320996791,52.068,darkblue
76,1925.7743055555554,1,5.1115692193816535,52.074,deepskyblue
77,1642.3333333333335,0,5.115033320996791,52.08,deepskyblue
78,255.90964378801044,1,5.1115692193816535,52.086,lightskyblue
79,644.701195658742,8,5.115033320996791,52.092,lightskyblue
80,6641.588843856654,1,5.1115692193816535,52.098,darkblue
81,4375.427083333334,2,5.115033320996791,52.104,darkblue
82,1007.7916666666665,0,5.1115692193816535,52.11,lightskyblue
83,398.627280625543,1,5.115033320996791,52.116,lightskyblue
84,0.0,0,5.118497422611929,52.05,lightcyan
85,35.31597222222223,0,5.121961524227067,52.056,lightskyblue
86,942.8454861111112,1,5.118497422611929,52.062,lightskyblue
87,1041.8854166666667,1,5.121961524227067,52.068,deepskyblue
88,1704.029513888889,1,5.118497422611929,52.074,deepskyblue
89,3136.666666666667,2,5.121961524227067,52.08,royalblue
90,450.54166666666663,3,5.118497422611929,52.086,lightskyblue
91,412.63769927645694,3,5.121961524227067,52.092,lightskyblue
92,499.44791666666663,2,5.118497422611929,52.098,lightskyblue
