detid,interval,flow,occ,error,speed,length,pos,lanes,linkid,long,lat
27,43559.8606271777,313.37514518002325,0.06471587731750333,1.0,,,,,,,
30,43110.0,698.7869047619048,0.04591600529100529,1.0,,,,,,,
31,43110.0,227.9529761904762,0.013172949735449732,1.0,,,,,,,
32,43110.0,543.9529761904762,0.09697255291005293,1.0,,,,,,,
33,43110.0,194.65416666666667,0.01961144179894179,1.0,,,,,,,
37,43110.0,350.58125,0.05549272486772486,1.0,,,,,,,
38,43110.0,186.75178571428572,0.026544312169312162,1.0,,,,,,,
39,43110.0,445.5598214285714,0.11948412698412697,1.0,,,,,,,
40,43110.0,261.85505952380953,0.016952711640211636,1.0,,,,,,,
41,43110.0,634.4714285714285,0.08865244708994709,1.0,,,,,,,
44,43110.0,425.88065476190474,0.028290343915343907,1.0,,,,,,,
45,43110.0,450.80089285714286,0.04648974867724868,1.0,,,,,,,
46,43110.0,372.5809523809524,0.03755456349206349,1.0,,,,,,,
47,43110.0,377.9479166666667,0.04672619047619048,1.0,,,,,,,
48,43110.0,286.45416666666665,0.029722222222222216,1.0,,,,,,,
49,43110.0,293.9238095238095,0.014675925925925919,1.0,,,,,,,
52,43110.0,472.69880952380953,0.05926587301587302,1.0,,,,,,,
53,43110.0,411.0363095238095,0.0152579365079365,1.0,,,,,,,
54,43110.0,419.7636904761905,0.01475363756613756,1.0,,,,,,,
55,43110.0,499.4610119047619,0.022048611111111106,1.0,,,,,,,
56,43110.0,434.0639880952381,0.017552910052910046,1.0,,,,,,,
57,43110.0,324.8300595238095,0.010954034391534386,1.0,,,,,,,
58,43110.0,494.7369047619048,0.041326058201058204,1.0,,,,,,,
59,43110.0,632.139880952381,0.031402116402116396,1.0,,,,,,,
61,43110.0,860.2982142857143,0.05011904761904761,1.0,,,,,,,
62,43110.0,217.42440476190475,0.028632605820105815,1.0,,,,,,,
70,43110.0,177.42648809523808,0.007256944444444443,1.0,,,,,,,
71,43110.0,675.1791666666667,0.0463640873015873,1.0,,,,,,,
72,43110.0,465.7264880952381,0.07821593915343915,1.0,,,,,,,
73,43110.0,593.6577380952381,0.011577380952380943,1.0,,,,,,,
74,43110.0,563.5526785714286,0.0675033068783069,1.0,,,,,,,
75,43110.0,682.9556547619047,0.10586805555555556,1.0,,,,,,,
77,43110.0,596.5357142857143,0.03979662698412698,1.0,,,,,,,
78,43110.0,481.2032738095238,0.015122354497354482,1.0,,,,,,,
79,43110.0,453.9485119047619,0.05042989417989417,1.0,,,,,,,
80,43110.0,397.3824404761905,0.03852017195767195,1.0,,,,,,,
81,43110.0,897.2613095238095,0.06536871693121693,1.0,,,,,,,
83,43110.0,376.25,0.03937499999999999,1.0,,,,,,,
84,43110.0,603.1154761904762,0.04864417989417989,1.0,,,,,,,
85,43110.0,334.61607142857144,0.026506283068783068,1.0,,,,,,,
86,43110.0,663.7922619047619,0.04575727513227513,1.0,,,,,,,
87,43110.0,847.0380952380953,0.03480324074074073,1.0,,,,,,,
88,43110.0,216.16517857142858,0.016798941798941796,1.0,,,,,,,
89,43110.0,304.78065476190477,0.004143518518518508,1.0,,,,,,,
90,43110.0,534.1508928571428,0.010415013227513226,1.0,,,,,,,
91,43110.0,287.3705357142857,0.008186177248677247,1.0,,,,,,,
92,43110.0,266.84315476190477,0.01282076719576719,1.0,,,,,,,
93,43110.0,387.28809523809525,0.04869708994708994,1.0,,,,,,,
94,43110.0,214.9657738095238,0.015856481481481475,1.0,,,,,,,
95,43110.0,413.7922619047619,0.032547949735449735,1.0,,,,,,,
96,43110.0,801.3178571428572,0.08753141534391536,1.0,,,,,,,
97,43110.0,382.02767857142857,0.02482638888888888,1.0,,,,,,,
98,43110.0,349.1904761904762,0.06350033068783069,1.0,,,,,,,
99,43110.0,1275.0467261904762,0.048419312169312174,1.0,,,,,,,
100,43110.0,431.5877976190476,0.0751438492063492,1.0,,,,,,,
101,43110.0,1054.4934523809525,0.025699404761904753,1.0,,,,,,,
102,43110.0,950.4386904761905,0.049591600529100534,1.0,,,,,,,
103,43110.0,1011.4452380952381,0.06410548941798942,1.0,,,,,,,
104,43110.0,507.03244047619046,0.02204199735449736,1.0,,,,,,,
105,43110.0,200.5467261904762,0.008501984126984113,1.0,,,,,,,
106,43110.0,75.20625,0.00292493386243385,1.0,,,,,,,
107,43110.0,911.8803571428572,0.14350198412698414,1.0,,,,,,,
108,43110.0,522.097619047619,0.040565476190476187,1.0,,,,,,,
111,43110.0,308.75386904761905,0.026873346560846556,1.0,,,,,,,
112,43110.0,389.76011904761907,0.005302579365079346,1.0,,,,,,,
113,43110.0,495.88482142857146,0.03138392857142857,1.0,,,,,,,
114,43110.0,1029.936011904762,0.047420634920634926,1.0,,,,,,,
115,43110.0,884.7077380952381,0.03304398148148147,1.0,,,,,,,
116,43110.0,264.85714285714283,0.019085648148148143,1.0,,,,,,,
117,43110.0,360.8020833333333,0.049036044973544975,1.0,,,,,,,
118,43110.0,1064.0059523809523,0.06636243386243386,1.0,,,,,,,
119,43110.0,461.4113095238095,0.04014880952380952,1.0,,,,,,,
120,43110.0,152.87946428571428,0.01677248677248677,1.0,,,,,,,
121,43110.0,189.96785714285716,0.03216600529100529,1.0,,,,,,,
122,43110.0,712.6047619047619,0.010223214285714282,1.0,,,,,,,
123,43110.0,301.91488095238094,0.010601851851851843,1.0,,,,,,,
124,43110.0,353.58511904761906,0.03395171957671957,1.0,,,,,,,
