ID,Traffico,no_existing_chg,centroid_x,centroid_y,Colore
0,0.0,0,-3.85,40.3,lightcyan
1,0.0,0,-3.8430717967697245,40.312,lightcyan
2,0.0,0,-3.85,40.324,lightcyan
3,0.0,0,-3.8430717967697245,40.336,lightcyan
4,0.0,0,-3.85,40.348,lightcyan
5,0.0,0,-3.8430717967697245,40.36,lightcyan
6,0.0,0,-3.85,40.372,lightcyan
7,0.0,0,-3.8430717967697245,40.384,lightcyan
8,0.0,0,-3.85,40.396,lightcyan
9,0.0,0,-3.8430717967697245,40.408,lightcyan
10,0.0,0,-3.85,40.42,lightcyan
11,0.0,0,-3.8430717967697245,40.432,lightcyan
12,0.0,0,-3.85,40.444,lightcyan
13,196.5155959483779,0,-3.8430717967697245,40.456,lightskyblue
14,327.5259932472965,0,-3.85,40.468,lightskyblue
15,199.25951134995705,0,-3.8430717967697245,40.480000000000004,lightskyblue
16,0.0,0,-3.85,40.492000000000004,lightcyan
17,0.0,0,-3.8430717967697245,40.504000000000005,lightcyan
18,0.0,0,-3.85,40.516000000000005,lightcyan
19,0.0,0,-3.8430717967697245,40.528000000000006,lightcyan
20,0.0,0,-3.85,40.540000000000006,lightcyan
21,0.0,0,-3.8430717967697245,40.55200000000001,lightcyan
22,0.0,0,-3.85,40.56400000000001,lightcyan
23,0.0,0,-3.8430717967697245,40.57600000000001,lightcyan
24,0.0,0,-3.836143593539449,40.3,lightcyan
25,0.0,0,-3.8292153903091735,40.312,lightcyan
26,0.0,0,-3.836143593539449,40.324,lightcyan
27,0.0,0,-3.8292153903091735,40.336,lightcyan
28,0.0,0,-3.836143593539449,40.348,lightcyan
29,0.0,0,-3.8292153903091735,40.36,lightcyan
30,0.0,0,-3.836143593539449,40.372,lightcyan
31,0.0,0,-3.8292153903091735,40.384,lightcyan
32,0.0,0,-3.836143593539449,40.396,lightcyan
33,0.0,0,-3.8292153903091735,40.408,lightcyan
34,0.0,0,-3.836143593539449,40.42,lightcyan
35,0.0,0,-3.8292153903091735,40.432,lightcyan
36,0.0,0,-3.836143593539449,40.444,lightcyan
37,274.33059947995827,0,-3.8292153903091735,40.456,lightskyblue
38,982.5779797418895,0,-3.836143593539449,40.468,lightskyblue
39,13.7195770078957,0,-3.8292153903091735,40.480000000000004,lightskyblue
40,2.2865961679826166,0,-3.836143593539449,40.492000000000004,lightskyblue
41,0.0,0,-3.8292153903091735,40.504000000000005,lightcyan
42,0.0,0,-3.836143593539449,40.516000000000005,lightcyan
43,0.0,0,-3.8292153903091735,40.528000000000006,lightcyan
44,0.0,0,-3.836143593539449,40.540000000000006,lightcyan
45,0.0,0,-3.8292153903091735,40.55200000000001,lightcyan
46,0.0,0,-3.836143593539449,40.56400000000001,lightcyan
47,0.0,0,-3.8292153903091735,40.57600000000001,lightcyan
48,0.0,0,-3.822287187078898,40.3,lightcyan
49,0.0,0,-3.8153589838486224,40.312,lightcyan
50,0.0,0,-3.822287187078898,40.324,lightcyan
51,0.0,0,-3.8153589838486224,40.336,lightcyan
52,0.0,0,-3.822287187078898,40.348,lightcyan
53,0.0,0,-3.8153589838486224,40.36,lightcyan
54,0.0,0,-3.822287187078898,40.372,lightcyan
55,0.0,0,-3.8153589838486224,40.384,lightcyan
56,0.0,0,-3.822287187078898,40.396,lightcyan
57,0.0,0,-3.8153589838486224,40.408,lightcyan
58,0.0,0,-3.822287187078898,40.42,lightcyan
59,0.0,2,-3.8153589838486224,40.432,lightcyan
60,0.0,0,-3.822287187078898,40.444,lightcyan
61,110.56760285630999,1,-3.8153589838486224,40.456,lightskyblue
62,663.40561713786,0,-3.822287187078898,40.468,lightskyblue
63,112.85419902429261,0,-3.8153589838486224,40.480000000000004,lightskyblue
64,2.2865961679826166,0,-3.822287187078898,40.492000000000004,lightskyblue
65,0.0,0,-3.8153589838486224,40.504000000000005,lightcyan
66,0.0,0,-3.822287187078898,40.516000000000005,lightcyan
67,0.0,0,-3.8153589838486224,40.528000000000006,lightcyan
68,0.0,0,-3.822287187078898,40.540000000000006,lightcyan
69,0.0,0,-3.8153589838486224,40.55200000000001,lightcyan
70,0.0,0,-3.822287187078898,40.56400000000001,lightcyan
71,0.0,0,-3.8153589838486224,40.57600000000001,lightcyan
72,0.0,0,-3.808430780618347,40.3,lightcyan
73,0.0,0,-3.8015025773880713,40.312,lightcyan
74,0.0,0,-3.808430780618347,40.324,lightcyan
75,0.0,0,-3.8015025773880713,40.336,lightcyan
76,0.0,0,-3.808430780618347,40.348,lightcyan
77,628.491566521166,0,-3.8015025773880713,40.36,lightskyblue
78,628.491566521166,0,-3.808430780618347,40.372,lightskyblue
79,1179.9501610866146,0,-3.8015025773880713,40.384,lightskyblue
80,0.0,0,-3.808430780618347,40.396,lightcyan
81,0.0,0,-3.8015025773880713,40.408,lightcyan
82,0.0,0,-3.808430780618347,40.42,lightcyan
83,0.0,0,-3.8015025773880713,40.432,lightcyan
84,0.0,0,-3.808430780618347,40.444,lightcyan
85,682.5152709780278,0,-3.8015025773880713,40.456,lightskyblue
86,192.89089388092552,1,-3.808430780618347,40.468,lightskyblue
87,82.3232910246155,0,-3.8015025773880713,40.480000000000004,lightskyblue
88,0.0,0,-3.808430780618347,40.492000000000004,lightcyan
89,0.0,0,-3.8015025773880713,40.504000000000005,lightcyan
90,0.0,0,-3.808430780618347,40.516000000000005,lightcyan
91,0.0,0,-3.8015025773880713,40.528000000000006,lightcyan
92,0.0,0,-3.808430780618347,40.540000000000006,lightcyan
93,0.0,0,-3.8015025773880713,40.55200000000001,lightcyan
