count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
56529,2017,5,North West,85,Manchester,A5103,Major,A34,A34,384060,397800,53.47668401,-2.24163384,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,439,78,8667,1813,1428,193,22,5,5,3,2,230,12215
56136,2017,5,North West,85,Manchester,A6,Major,A665,A57,385500,396773,53.46749489,-2.21988997,0.60,0.37,Estimated,Estimated using previous year's AADF on this link,159,55,9844,548,1711,311,34,86,8,9,9,457,12615
7428,2017,5,North West,85,Manchester,A665,Major,A6042,A6010,384311,400000,53.49646597,-2.23796286,1.20,0.75,Counted,Manual count,228,88,15908,294,1667,132,26,16,9,29,19,230,18187
57780,2017,5,North West,85,Manchester,A5145,Major,A6010,A5103,382000,393060,53.43401228,-2.27239818,3.10,1.93,Estimated,Estimated using previous year's AADF on this link,339,106,18066,288,2624,117,58,14,13,4,12,217,21300
27980,2017,5,North West,85,Manchester,A665,Major,A6010,LA Boundary,384000,401400,53.50904018,-2.24272274,1.50,0.93,Counted,Manual count,148,68,12888,420,1397,103,18,12,7,17,15,172,14945
28246,2017,5,North West,85,Manchester,A6010,Major,B5117,A34,386000,395230,53.45363942,-2.21228894,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,221,36,9177,119,1505,78,20,5,1,6,1,111,10950
37838,2017,5,North West,85,Manchester,A6010,Major,A665,A664,385000,400600,53.50187922,-2.22760597,1.20,0.75,Counted,Manual count,139,104,16331,148,2245,219,43,66,17,34,23,401,19229
17717,2015,5,North West,85,Manchester,A6104,Major,A664,LA Boundary,388000,403426,53.52735791,-2.18248812,2.80,1.74,Estimated,Estimated using previous year's AADF on this link,61,36,10672,125,2530,214,120,162,22,42,41,600,13963
75236,2017,5,North West,85,Manchester,M60,Major,M60 spur,M60 spur,382250,390830,53.41397663,-2.26850884,0.90,0.56,Estimated,Estimated from nearby links,0,158,44799,100,7252,656,203,236,59,158,803,2115,54424
75238,2017,5,North West,85,Manchester,M60,Major,M60 main route,A5103,382750,390830,53.41399333,-2.26098658,1.00,0.62,Estimated,Estimated from nearby links,0,66,18666,42,3022,273,85,98,24,66,335,881,22677
73788,2014,5,North West,85,Manchester,A6,Major,LA Boundary,A56,383704,398570,53.48359406,-2.24703784,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,24,10,2304,364,285,44,1,6,0,0,1,52,3015
47456,2017,5,North West,85,Manchester,A664,Major,A6010,A6104,385800,403000,53.52347357,-2.21565505,3.70,2.30,Estimated,Estimated using previous year's AADF on this link,83,75,14781,539,2365,216,30,60,37,32,27,403,18163
46573,2017,5,North West,85,Manchester,A56,Major,A57(M),A6143,383330,397500,53.47396474,-2.25261651,0.60,0.37,Estimated,Estimated using previous year's AADF on this link,685,141,14699,173,2422,229,19,25,12,7,12,304,17740
46357,2017,5,North West,85,Manchester,A34,Major,LA Boundary,A5145,385350,390000,53.40661205,-2.22183184,1.10,0.68,Counted,Manual count,73,120,33422,264,3148,236,54,57,19,36,32,433,37387
75239,2017,5,North West,85,Manchester,A635,Major,Mancunian Way,Chancellor Lane,385650,397640,53.47529196,-2.21767036,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,156,125,16063,233,4470,368,92,207,69,75,217,1027,21918
48020,2017,5,North West,85,Manchester,A34,Major,A5184,Grosvenor St,384650,397050,53.46996039,-2.23270755,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,328,162,17430,310,2235,161,35,48,12,7,10,274,20411
56492,2017,5,North West,85,Manchester,A62,Major,Addington St,A6010,385000,398930,53.48686869,-2.22752552,1.80,1.12,Estimated,Estimated using previous year's AADF on this link,282,109,15886,674,2389,293,39,37,15,62,85,531,19589
57390,2017,5,North West,85,Manchester,A635,Major,A6010,LA Boundary,390000,397330,53.47260709,-2.15212198,2.90,1.80,Estimated,Estimated using previous year's AADF on this link,171,265,17767,241,4457,448,106,152,45,77,70,899,23629
70158,2017,5,North West,85,Manchester,A6,Major,A62,Whitworth St,384670,397940,53.47796063,-2.23245003,0.40,0.25,Counted,Manual count,301,69,5675,786,777,114,17,3,3,1,6,144,7452
77049,2017,5,North West,85,Manchester,A62,Major,A62 Lever St,A665 Swan St,384700,398640,53.48425336,-2.23203238,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,198,270,28732,757,5195,380,67,55,30,37,120,687,35641
8563,2017,5,North West,85,Manchester,A62,Major,A6,A665,384671,398413,53.48221216,-2.23245822,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,135,36,9285,220,1999,176,24,3,1,0,0,204,11744
75245,2017,5,North West,85,Manchester,A5103,Major,Princess Rd,Mancunian Way roundabout,383899,397097,53.47036026,-2.24402330,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,22,79,21367,260,2955,284,50,44,23,32,143,575,25236
75247,2017,5,North West,85,Manchester,A665,Major,Rochdale Rd,Oldham Rd,384600,398860,53.48622786,-2.23355019,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,47,51,10574,36,1702,212,22,31,8,9,24,307,12669
60078,2017,5,North West,85,Manchester,A6,Major,A6010,A6010,386750,395640,53.45734423,-2.20101242,0.40,0.25,Counted,Manual count,362,139,14859,652,1506,112,26,38,16,12,9,214,17371
75235,2017,5,North West,85,Manchester,A5103,Major,M60 spur,M60 spur/A5103,382450,390730,53.41308452,-2.26549433,0.80,0.50,Counted,Manual count,1,228,53247,262,6008,365,89,118,23,144,164,903,60647
75237,2017,5,North West,85,Manchester,M60,Major,M60 main route,A5103,382250,390750,53.41325756,-2.26850431,0.80,0.50,Estimated,Estimated from nearby links,0,162,57600,73,9078,1098,254,468,97,1423,353,3693,70605
75246,2017,5,North West,85,Manchester,A665,Major,Oldham Rd,Rochdale Rd,384550,398770,53.48541743,-2.23429923,0.30,0.19,Counted,Manual count,216,124,13957,66,2004,212,50,32,10,16,29,349,16500
73792,2017,5,North West,85,Manchester,A57,Major,LA Boundary,A6143,382674,397675,53.47551638,-2.26250935,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,279,235,31367,185,5915,570,164,249,69,254,184,1491,39192
70273,2017,5,North West,85,Manchester,A635,Major,A57(M),Fairfield St,385290,397450,53.47357415,-2.22308524,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,31,230,33038,51,5916,558,102,193,32,135,280,1301,40536
57603,2017,5,North West,85,Manchester,A6010,Major,B5093,B5117,385332,395000,53.45155377,-2.22233727,1.10,0.68,Estimated,Estimated using previous year's AADF on this link,1267,69,9454,1196,1069,79,19,6,4,2,3,112,11901
70153,2017,5,North West,85,Manchester,A6,Major,A62,A664,384400,398480,53.48280635,-2.23654519,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,137,19,2550,1066,415,44,11,8,4,1,0,67,4117
70271,2017,5,North West,85,Manchester,M56,Major,A560,A5103,382233,389300,53.40022373,-2.26867785,0.30,0.19,Estimated,Estimated from nearby links,0,287,79721,546,9202,831,222,187,53,208,930,2431,92187
70272,2017,5,North West,85,Manchester,A57M,Major,A6,A635,385000,397480,53.47383556,-2.22745572,0.30,0.19,Estimated,Estimated from nearby links,0,184,26430,40,4733,447,82,154,26,108,224,1041,32429
74457,2017,5,North West,85,Manchester,A5103,Major,A560,M56,382239,389320,53.40040371,-2.26858874,0.30,0.19,Estimated,Estimated from nearby links,38,72,19930,137,2301,208,55,47,13,52,232,608,23047
74555,2017,5,North West,85,Manchester,A6042,Major,A34,St Ann Street,383840,398270,53.48090178,-2.24497288,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,385,32,2639,744,850,88,29,2,2,1,0,120,4386
70154,2015,5,North West,85,Manchester,A62,Major,A6,A6,384470,398320,53.48137030,-2.23548239,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,71,21,2435,818,515,67,9,1,4,0,0,82,3872
73269,2017,5,North West,85,Manchester,M56,Major,LA Boundary,6,380000,384730,53.35906611,-2.30197035,1.40,0.87,Counted,Manual count,0,225,98905,269,15836,1667,479,363,396,3430,1847,8182,123418
47799,2017,5,North West,85,Manchester,A6010,Major,A5145,A5103,382000,394000,53.44246138,-2.27245228,2.90,1.80,Estimated,Estimated using previous year's AADF on this link,385,65,12504,195,1341,76,14,9,1,3,0,103,14209
48035,2017,5,North West,85,Manchester,A6042,Major,Fennel Street,A665,384100,398900,53.48657242,-2.24108728,0.30,0.19,Counted,Manual count,192,77,2858,282,359,58,9,11,2,3,0,83,3658
70165,2017,5,North West,85,Manchester,A57M,Major,A57(M),A56,382920,397360,53.47269314,-2.25878580,0.20,0.12,Estimated,Estimated from nearby links,0,320,39519,155,6474,767,131,291,75,215,176,1655,48122
75249,2017,5,North West,85,Manchester,A62,Major,Swan St,Addington St,384700,398750,53.48524208,-2.23203778,0.10,0.06,Counted,Manual count,293,185,23881,649,3313,343,87,71,42,109,62,714,28742
57496,2017,5,North West,85,Manchester,A665,Major,A6,A57,385720,396800,53.46774363,-2.21657724,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,140,108,13490,170,3133,238,67,54,18,46,22,445,17346
57700,2017,5,North West,85,Manchester,A5103,Major,A57(M),A34,383620,397500,53.47397390,-2.24824744,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,427,140,14187,489,1959,110,13,10,5,5,5,149,16925
75248,2017,5,North West,85,Manchester,A664,Major,Swan St,Addington St,384470,398900,53.48658355,-2.23551130,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,177,157,17310,1247,2737,324,38,73,13,31,25,504,21954
70157,2017,5,North West,85,Manchester,A6,Major,London Rd,Portland St,384550,398040,53.47885593,-2.23426304,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,81,15,2144,519,258,14,12,0,0,1,0,27,2963
80714,2017,5,North West,85,Manchester,A6042,Major,A6,A57,382760,397720,53.47592369,-2.26121613,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,144,239,26148,143,3293,407,93,155,37,72,46,811,30634
73268,2017,5,North West,85,Manchester,A538,Major,M56,LA Boundary,380770,384660,53.35846564,-2.29039671,2.00,1.24,Estimated,Estimated using previous year's AADF on this link,65,132,24970,98,3843,355,69,59,15,66,58,621,29664
48019,2017,5,North West,85,Manchester,A34,Major,A57(M),A5103,384400,397400,53.47309892,-2.23649115,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,191,79,6680,202,945,123,18,11,3,16,8,178,8084
78683,2015,5,North West,85,Manchester,M56,Major,5,Thorley Lane bridge,381330,386100,53.37142928,-2.28206830,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,0,101,50409,355,3713,241,86,114,4,7,40,492,55071
81152,2017,5,North West,85,Manchester,A5067,Major,Princess Road,Mancunian Way,384050,396920,53.46877394,-2.24173951,0.60,0.37,Estimated,Estimated using previous year's AADF on this link,479,21,6897,20,1092,30,12,6,1,0,1,50,8081
944418,2017,5,North West,85,Manchester,C,Minor,,,380750,388832,53.39596483,-2.29095292,,,Counted,Manual count,83,22,4612,67,612,57,3,1,1,1,0,63,5374
944443,2017,5,North West,85,Manchester,U,Minor,,,384186,401392,53.50897394,-2.23991779,,,Counted,Manual count,2,4,356,0,38,1,1,0,0,0,0,2,400
944452,2017,5,North West,85,Manchester,U,Minor,,,387738,398683,53.48472007,-2.18625309,,,Counted,Manual count,27,6,311,1,84,1,4,0,0,0,0,5,407
57427,2017,5,North West,85,Manchester,A664,Major,A6,A665,384300,398740,53.48514033,-2.23806518,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,100,37,6706,1166,838,101,11,1,4,2,1,119,8867
75243,2017,5,North West,85,Manchester,A57M,Major,A5103,A34,384300,397240,53.47165779,-2.23798964,0.50,0.31,Counted,Manual count,0,420,74761,211,11882,1212,247,663,126,674,370,3292,90565
70155,2017,5,North West,85,Manchester,A62,Major,A6,Great Ancoat St,384620,398500,53.48299264,-2.23323102,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,63,20,2455,708,593,68,10,2,4,0,0,83,3859
80944,2017,5,North West,85,Manchester,A5067,Major,LA Boundary,A5067,382930,396560,53.46550278,-2.25859139,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,292,45,9562,464,1446,110,22,26,2,2,11,173,11691
944405,2017,5,North West,85,Manchester,B5093,Minor,,,385205,393342,53.43664739,-2.22417106,,,Counted,Manual count,1000,67,7379,1067,828,38,10,8,5,1,0,62,9403
944437,2017,5,North West,85,Manchester,U,Minor,,,384296,400509,53.50104058,-2.23821464,,,Counted,Manual count,8,0,316,0,26,0,2,0,0,0,0,2,344
944480,2017,5,North West,85,Manchester,U,Minor,,,381620,393920,53.44172911,-2.27816831,,,Counted,Manual count,37,1,454,0,67,0,1,0,0,0,0,1,522
944400,2017,5,North West,85,Manchester,B5167,Minor,,,383774,391202,53.41736973,-2.24560025,,,Counted,Manual count,283,64,9081,315,1135,75,12,8,0,6,1,101,10696
944414,2017,5,North West,85,Manchester,C,Minor,,,384169,403141,53.52469397,-2.24026313,,,Counted,Manual count,53,53,6376,70,707,52,12,3,4,11,6,87,7293
944431,2017,5,North West,85,Manchester,U,Minor,,,386760,394993,53.45152898,-2.20083434,,,Counted,Manual count,22,0,804,1,66,1,0,0,0,0,0,1,871
944432,2017,5,North West,85,Manchester,U,Minor,,,388298,395558,53.45664417,-2.17769656,,,Counted,Manual count,48,28,856,0,100,0,6,0,0,0,0,6,989
944467,2017,5,North West,85,Manchester,U,Minor,,,383633,398060,53.47900779,-2.24808098,,,Counted,Manual count,38,6,445,0,120,9,4,0,0,0,0,12,584
99015,2017,5,North West,85,Manchester,A6010,Major,A6,A57,386960,396000,53.46058534,-2.19786490,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,93,45,14572,195,3190,235,62,47,4,6,13,367,18369
99516,2017,5,North West,85,Manchester,A56,Major,A5014,A57(M),382585,397080,53.47016535,-2.26381704,0.60,0.37,Counted,Manual count,450,237,26349,256,3725,380,90,89,25,142,74,800,31366
75242,2017,5,North West,85,Manchester,A34,Major,Grosvenor St,A57 (M) mid-junction,384500,397250,53.47175364,-2.23497715,0.10,0.06,Estimated,Estimated from nearby links,164,81,8715,155,1118,80,17,24,6,4,5,137,10205
75244,2017,5,North West,85,Manchester,A57M,Major,Princess Rd,Mancunian Way roundabout,383900,397090,53.47029737,-2.24400787,0.40,0.25,Counted,Manual count,0,359,48513,96,8299,843,182,368,61,235,458,2146,59412
73772,2017,5,North West,85,Manchester,A560,Major,M56,LA Boundary,383490,388500,53.39307403,-2.24973082,1.10,0.68,Counted,Manual count,60,33,3978,45,400,73,10,17,0,13,16,128,4585
944479,2017,5,North West,85,Manchester,U,Minor,,,386448,402208,53.51637207,-2.20584649,,,Counted,Manual count,27,3,838,2,138,0,0,0,0,0,0,0,981
70163,2017,5,North West,85,Manchester,A6,Major,A62,A62,384560,398360,53.48173250,-2.23412822,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,72,13,3388,220,522,49,11,0,2,1,0,63,4206
77866,2017,5,North West,85,Manchester,A538,Major,M56 mid-junction,M56 spur roundabout,380450,385090,53.36231889,-2.29523143,0.20,0.12,Estimated,Estimated from nearby links,72,146,27717,109,4265,394,77,65,16,73,64,690,32927
83048,2017,5,North West,85,Manchester,A665,Major,A664,A6042,384300,398950,53.48702788,-2.23807576,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,88,101,13465,22,1885,206,34,46,8,16,12,322,15794
17931,2015,5,North West,85,Manchester,A57,Major,A6010,LA Boundary,387800,396300,53.46330218,-2.18522535,3.10,1.93,Estimated,Estimated using previous year's AADF on this link,187,200,19153,515,3835,393,94,149,47,133,98,916,24619
17933,2015,5,North West,85,Manchester,A576,Major,A6044,A6104,383800,403800,53.53060592,-2.24586337,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,98,213,34373,220,4311,350,79,139,34,56,52,710,39826
73777,2017,5,North West,85,Manchester,A5145,Major,A34,LA Boundary,385648,390496,53.41107859,-2.21737209,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,134,116,18290,341,4072,233,66,24,22,8,15,367,23186
944427,2017,5,North West,85,Manchester,C,Minor,,,385870,391594,53.42095397,-2.21408204,,,Counted,Manual count,202,20,8874,96,912,30,15,5,1,1,1,52,9954
944438,2017,5,North West,85,Manchester,U,Minor,,,384492,395450,53.45557431,-2.23500820,,,Counted,Manual count,36,0,320,0,25,3,2,0,0,0,0,5,350
944463,2017,5,North West,85,Manchester,U,Minor,,,384412,397960,53.47813277,-2.23633836,,,Counted,Manual count,56,16,788,1,143,6,1,1,1,0,0,10,957
944472,2017,5,North West,85,Manchester,U,Minor,,,386374,403820,53.53085930,-2.20703320,,,Counted,Manual count,16,0,95,0,11,0,0,0,0,0,0,0,105
99615,2017,5,North West,85,Manchester,M60,Major,20,LA Boundary,385700,404900,53.54054859,-2.21725088,1.90,1.18,Counted,Automatic counter,0,285,77829,118,17092,2259,415,626,205,611,1971,6088,101411
89289,2017,5,North West,85,Manchester,M56,Major,Thornley Lane Bridge,Outwood Lane roundabout,381450,385970,53.37026502,-2.28025708,1.10,0.68,Estimated,Estimated using previous year's AADF on this link,0,100,50819,308,4270,243,87,131,4,7,41,513,56009
99616,2017,5,North West,85,Manchester,A664,Major,A6104,M60,386320,404040,53.53283531,-2.20785753,0.20,0.12,Estimated,Estimated from nearby links,188,192,22945,338,3797,354,79,85,35,97,113,763,28035
99833,2017,5,North West,85,Manchester,M56,Major,M56 (3) main flow,A5103,382210,389000,53.39752642,-2.26900674,0.60,0.37,Counted,Automatic counter,0,299,68556,290,14688,2433,453,536,422,2040,3938,9823,93656
944481,2017,5,North West,85,Manchester,U,Minor,,,386091,393881,53.44151647,-2.21085848,,,Counted,Manual count,28,0,196,0,26,7,0,0,0,0,0,7,229
944403,2017,5,North West,85,Manchester,B5093,Minor,,,386091,393927,53.44192994,-2.21086053,,,Counted,Manual count,213,129,12866,120,1472,94,30,11,4,5,3,147,14734
944410,2017,5,North West,85,Manchester,B5093,Minor,,,384651,391794,53.42271733,-2.23243417,,,Counted,Manual count,381,17,6577,578,685,48,23,4,1,2,0,77,7934
944453,2017,5,North West,85,Manchester,U,Minor,,,382720,387582,53.38479781,-2.26125886,,,Counted,Manual count,86,29,2594,85,269,9,0,0,0,0,0,9,2986
944460,2017,5,North West,85,Manchester,U,Minor,,,385597,402184,53.51613354,-2.21867916,,,Counted,Manual count,5,4,371,1,32,0,0,0,0,0,0,0,408
73788,2017,5,North West,85,Manchester,A6,Major,LA Boundary,A56,383704,398570,53.48359406,-2.24703784,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,20,9,2369,340,343,42,1,6,1,0,1,51,3111
80940,2017,5,North West,85,Manchester,A5103,Major,A6010,A5067,383830,395000,53.45150949,-2.24495412,2.70,1.68,Estimated,Estimated using previous year's AADF on this link,134,223,34854,422,4506,482,53,82,40,102,114,873,40879
80942,2017,5,North West,85,Manchester,A5067,Major,A5067,A56,383000,396700,53.46676343,-2.25754463,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,721,53,10044,128,1428,94,14,8,2,3,0,121,11775
944408,2017,5,North West,85,Manchester,B5167,Minor,,,383057,390353,53.40971585,-2.25634210,,,Counted,Manual count,223,76,10596,347,1251,135,36,17,1,2,2,192,12461
944442,2017,5,North West,85,Manchester,U,Minor,,,386561,401614,53.51103593,-2.20411666,,,Estimated,Estimated using previous year's AADF on this link,11,0,59,1,18,0,0,0,0,0,0,0,78
944451,2017,5,North West,85,Manchester,U,Minor,,,383088,389620,53.40312831,-2.25583620,,,Counted,Manual count,169,66,7168,104,1206,74,27,8,1,2,6,119,8661
